,Ages,Gender,Income,Race,Government,County,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
264,19.0,1.0,1.0,1.0,0.0,1,1.0,0,7,0,1,16,1,,NaN,30,13
265,15.0,1.0,4.0,7.0,1.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
266,22.5,0.0,1.0,7.0,0.0,2,1.0,23,104,2,0,0,0,,NaN,15,0
267,42.5,0.0,4.0,1.0,0.0,1,1.0,0,180,2,1,15,0,,NaN,0,15
268,22.5,0.0,1.0,1.0,0.0,2,1.0,14,156,2,1,19,8,0.0,NaN,0,0
269,27.5,0.0,3.0,1.0,0.0,1,1.0,17,12,1,0,0,0,0.0,NaN,0,0
270,17.0,1.0,4.0,1.0,0.0,2,1.0,15,3,8,1,16,15,0.0,0,0,0
271,42.5,1.0,3.0,1.0,0.0,1,1.0,17,5,0,1,15,260,,NaN,0,11
272,14.0,1.0,4.0,1.0,0.0,2,0.0,15,0,0,0,0,0,0.0,0,0,0
273,70.0,0.0,3.0,1.0,0.0,2,1.0,17,NaN,1,0,0,0,,NaN,0,16
274,42.5,0.0,3.0,1.0,0.0,1,1.0,13,10,1,0,0,0,0.0,NaN,0,0
275,24.5,1.0,2.0,1.0,0.0,2,1.0,16,4,0,0,0,0,0.0,NaN,0,0
276,20.0,1.0,3.0,1.0,0.0,1,1.0,18,104,20,0,0,0,,NaN,10,0
277,20.0,0.0,1.0,2.0,1.0,3,0.0,0,0,0,0,0,0,,NaN,0,0
278,42.5,0.0,1.0,1.0,1.0,2,1.0,16,12,5,1,18,0,,NaN,30,15
279,12.0,0.0,4.0,7.0,0.0,1,0.0,18,0,0,0,0,0,0.0,25,0,0
280,32.5,1.0,3.0,1.0,0.0,1,1.0,14,260,6,0,0,0,,NaN,0,16
281,21.0,1.0,3.0,1.0,1.0,2,1.0,10,208,2,0,0,0,,NaN,0,0
282,32.5,0.0,4.0,2.0,0.0,1,1.0,21,12,1,0,0,0,0.0,NaN,0,0
283,22.5,0.0,4.0,1.0,0.0,2,1.0,0,24,2,1,18,0,,NaN,0,0
284,24.5,1.0,2.0,1.0,0.0,2,1.0,0,84,2,0,0,0,0.0,NaN,0,0
285,16.0,1.0,4.0,1.0,0.0,1,1.0,0,0,0,1,13,25,,NaN,0,0
286,24.5,0.0,1.0,1.0,1.0,3,1.0,26,180,0,1,12,0,,NaN,30,17
287,24.5,0.0,2.0,2.0,1.0,2,1.0,12,84,6,1,21,0,0.0,NaN,0,0
288,24.5,1.0,2.0,7.0,0.0,2,0.0,0,0,0,0,0,0,0.0,NaN,0,0
289,18.0,0.0,4.0,7.0,0.0,3,1.0,14,21,0,1,16,36,0.0,NaN,0,0
290,16.0,1.0,1.0,1.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
291,42.5,0.0,1.0,7.0,0.0,2,0.0,0,0,0,0,0,0,,NaN,0,0
292,32.5,1.0,4.0,1.0,0.0,1,1.0,17,120,3,1,18,0,,NaN,0,18
293,16.0,0.0,3.0,1.0,0.0,1,0.0,21,0,0,0,0,0,0.0,0,0,0
294,12.0,0.0,4.0,5.0,0.0,3,0.0,13,0,0,0,0,0,0.0,0,0,0
295,22.5,0.0,3.0,1.0,0.0,2,1.0,21,104,1,0,0,0,,NaN,17,20
296,24.5,1.0,2.0,7.0,1.0,1,1.0,15,52,6,1,14,0,,NaN,2,19
297,70.0,1.0,2.0,7.0,0.0,2,1.0,17,0,0,0,0,0,0.0,NaN,0,0
298,13.0,0.0,2.0,7.0,1.0,1,0.0,14,0,0,0,0,0,0.0,25,0,0
299,19.0,0.0,1.0,7.0,0.0,1,1.0,18,1,0,0,0,0,,NaN,2,0
300,27.5,1.0,2.0,7.0,0.0,3,1.0,21,Not sure,1,0,0,0,,NaN,0,0
301,17.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
302,14.0,0.0,4.0,7.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
303,17.0,1.0,4.0,1.0,0.0,1,1.0,0,1,0,1,16,48,0.0,0,0,0
304,22.5,1.0,1.0,2.0,0.0,3,1.0,15,6,0,0,0,0,0.0,NaN,0,0
305,13.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
306,42.5,1.0,3.0,1.0,0.0,2,1.0,17,24,1,1,25,0,0.0,NaN,0,0
307,57.5,1.0,4.0,1.0,0.0,1,1.0,0,363,1,1,18,0,,NaN,0,21
308,13.0,1.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,0,0,0
309,16.0,0.0,2.0,1.0,0.0,1,0.0,22,0,0,0,0,0,0.0,0,0,0
310,17.0,1.0,4.0,1.0,0.0,1,1.0,0,104,4,0,0,0,0.0,25,0,0
311,17.0,0.0,1.0,1.0,0.0,1,0.0,14,0,0,0,0,0,,NaN,0,0
312,13.0,1.0,2.0,2.0,1.0,1,0.0,14,0,0,0,0,0,0.0,25,0,0
313,42.5,0.0,2.0,1.0,0.0,1,1.0,12,24,3,1,18,0,,NaN,0,21
314,24.5,1.0,1.0,2.0,0.0,1,1.0,17,60,0,1,16,260,0.0,NaN,0,0
315,32.5,1.0,2.0,1.0,0.0,2,1.0,0,156,5,1,16,48,,NaN,15,21
316,16.0,0.0,1.0,1.0,0.0,2,0.0,15,0,0,0,0,0,0.0,0,0,0
317,21.0,0.0,2.0,1.0,0.0,1,1.0,16,52,0,0,0,0,,NaN,0,0
318,70.0,1.0,3.0,1.0,0.0,2,1.0,0,156,2,0,0,0,,NaN,0,25
319,13.0,0.0,2.0,1.0,1.0,3,1.0,23,NaN,0,0,0,0,0.0,0,0,0
320,42.5,0.0,4.0,1.0,0.0,2,1.0,16,104,2,0,0,0,,NaN,0,0
321,32.5,0.0,3.0,6.0,0.0,2,1.0,15,60,0,0,0,0,0.0,NaN,0,0
322,14.0,0.0,2.0,5.0,0.0,1,1.0,15,1,0,0,0,0,,NaN,0,0
323,32.5,0.0,1.0,2.0,1.0,2,1.0,12,36,2,0,0,0,0.0,NaN,0,0
324,13.0,1.0,2.0,7.0,0.0,3,0.0,0,0,0,0,0,0,,NaN,0,0
325,18.0,1.0,4.0,1.0,0.0,1,1.0,18,20,2,1,14,8,,NaN,2,0
326,16.0,1.0,4.0,1.0,0.0,1,1.0,15,45,65,1,12,260,,NaN,0,0
327,27.5,1.0,3.0,7.0,0.0,2,1.0,0,260,6,1,24,0,,NaN,0,21
328,20.0,0.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0,,NaN,30,18
329,24.5,0.0,2.0,1.0,1.0,1,1.0,14,6,4,1,15,0,,NaN,30,10
330,42.5,0.0,4.0,1.0,0.0,2,1.0,16,156,4,0,0,0,,NaN,0,0
331,22.5,0.0,3.0,1.0,0.0,1,1.0,15,156,NaN,1,18,0,,NaN,30,18
332,22.5,0.0,1.0,1.0,0.0,1,1.0,20,104,3,1,18,0,0.0,NaN,0,0
333,13.0,0.0,3.0,6.0,1.0,1,0.0,21,0,0,0,0,0,0.0,0,0,0
334,22.5,1.0,1.0,2.0,1.0,3,1.0,20,36,1,0,0,0,,NaN,30,17
335,22.5,0.0,2.0,2.0,1.0,2,1.0,0,5,0,0,0,0,0.0,NaN,0,0
336,42.5,0.0,4.0,1.0,0.0,2,1.0,19,120,2,1,16,0,,NaN,0,0
337,13.0,1.0,1.0,6.0,1.0,1,1.0,15,0,0,1,12,14,,NaN,2,0
338,32.5,1.0,4.0,1.0,0.0,3,1.0,0,156,2,1,18,3,,NaN,0,0
339,13.0,1.0,1.0,2.0,1.0,1,0.0,13,0,0,0,0,0,0.0,0,0,0
340,24.5,0.0,3.0,6.0,0.0,1,1.0,0,144,3,1,13,10,,NaN,0,0
341,17.0,1.0,2.0,7.0,1.0,2,1.0,16,0,0,1,14,363,,NaN,0,0
342,15.0,0.0,4.0,1.0,0.0,1,0.0,21,0,0,0,0,0,0.0,0,0,0
343,15.0,1.0,3.0,7.0,1.0,1,0.0,18,0,0,0,0,0,0.0,25,0,0
344,17.0,0.0,2.0,2.0,0.0,1,1.0,7,9,0,1,15,2,0.0,0,0,0
345,13.0,0.0,4.0,1.0,0.0,2,0.0,20,0,0,0,0,0,0.0,0,0,0
346,15.0,0.0,1.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
347,22.5,0.0,1.0,5.0,0.0,1,1.0,14,5,0,0,0,0,0.0,NaN,0,0
348,70.0,0.0,2.0,1.0,0.0,3,1.0,14,24,0,0,0,0,0.0,NaN,0,0
349,32.5,0.0,4.0,1.0,0.0,2,1.0,15,104,2,0,0,0,0.0,NaN,0,0
350,16.0,0.0,4.0,1.0,0.0,3,1.0,0,0,0,0,0,0,0.0,0,0,0
351,19.0,0.0,2.0,1.0,0.0,1,1.0,20,44,6,0,0,0,,NaN,18,19
352,21.0,0.0,1.0,1.0,0.0,3,1.0,17,156,0,1,14,1,,NaN,0,18
353,57.5,0.0,2.0,1.0,0.0,1,1.0,21,7,9,0,0,0,,NaN,2,20
354,42.5,0.0,2.0,1.0,0.0,1,1.0,8,5,1,0,0,0,0.0,NaN,0,0
355,27.5,1.0,3.0,2.0,0.0,1,1.0,0,24,2,1,13,0,,NaN,0,0
356,24.5,0.0,1.0,7.0,1.0,1,1.0,0,1,0,0,0,0,,NaN,20,0
357,24.5,0.0,2.0,1.0,0.0,1,1.0,17,260,3,1,23,5,0.0,NaN,0,0
358,42.5,0.0,2.0,1.0,0.0,1,1.0,10,24,2,1,16,0,,NaN,0,17
359,17.0,0.0,2.0,1.0,0.0,2,1.0,15,2,0,0,0,0,0.0,25,0,0
360,19.0,1.0,1.0,7.0,1.0,3,1.0,0,47,0,0,0,0,0.0,NaN,0,0
361,17.0,1.0,2.0,7.0,0.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
362,19.0,0.0,2.0,7.0,0.0,1,1.0,0,0,0,0,0,0,0.0,NaN,0,0
363,22.5,1.0,2.0,1.0,0.0,2,1.0,16,0,0,1,19,0,0.0,NaN,0,0
364,14.0,1.0,4.0,1.0,0.0,1,1.0,15,7,0,0,0,0,,NaN,0,0
365,32.5,1.0,4.0,7.0,0.0,1,1.0,15,48,1,0,0,0,,NaN,15,0
366,16.0,1.0,4.0,6.0,0.0,2,0.0,19,0,0,0,0,0,0.0,0,0,0
367,32.5,0.0,4.0,5.0,0.0,2,0.0,21,0,0,0,0,0,0.0,NaN,0,0
368,42.5,0.0,4.0,1.0,0.0,2,1.0,14,0,0,0,0,0,,NaN,0,0
369,14.0,0.0,3.0,1.0,0.0,3,1.0,NaN,NaN,NaN,0,0,0,,NaN,1,0
370,12.0,1.0,3.0,6.0,0.0,1,0.0,14,0,0,0,0,0,0.0,0,0,0
371,17.0,1.0,1.0,2.0,1.0,1,1.0,0,7,0,1,14,14,0.0,25,0,0
372,15.0,1.0,3.0,1.0,1.0,2,1.0,0,3,0,0,0,0,0.0,0,0,0
373,24.5,1.0,2.0,1.0,1.0,2,1.0,19,0,0,1,16,0,,NaN,0,18
374,19.0,0.0,1.0,1.0,1.0,2,1.0,12,0,0,0,0,0,,NaN,0,0
375,70.0,0.0,2.0,1.0,0.0,2,1.0,17,24,1,0,0,0,0.0,NaN,0,0
376,18.0,1.0,4.0,1.0,0.0,3,0.0,13,0,0,0,0,0,0.0,NaN,0,0
377,16.0,1.0,2.0,7.0,1.0,1,0.0,19,0,0,0,0,0,0.0,0,0,0
378,32.5,0.0,3.0,1.0,0.0,2,1.0,0,96,0,0,0,0,0.0,NaN,0,0
379,15.0,0.0,2.0,1.0,0.0,1,0.0,21,0,0,0,0,0,0.0,0,0,0
380,21.0,1.0,3.0,7.0,0.0,1,1.0,0,108,2,0,0,0,,NaN,1,0
381,18.0,1.0,2.0,2.0,0.0,1,0.0,16,0,0,0,0,0,0.0,NaN,0,0
382,32.5,0.0,2.0,7.0,0.0,1,1.0,NaN,12,0,0,0,0,,NaN,30,18
383,70.0,1.0,2.0,1.0,0.0,1,1.0,0,3,0,0,0,0,0.0,NaN,0,0
384,42.5,0.0,3.0,1.0,0.0,1,1.0,12,8,0,1,16,0,,NaN,0,0
385,18.0,0.0,2.0,2.0,0.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
386,21.0,0.0,1.0,1.0,0.0,1,1.0,22,208,3,1,16,208,,NaN,2,0
387,57.5,0.0,4.0,1.0,0.0,2,1.0,15,12,0,0,0,0,0.0,NaN,0,0
388,18.0,0.0,4.0,1.0,0.0,1,1.0,15,52,3,1,16,0,,NaN,0,0
389,12.0,1.0,2.0,6.0,1.0,3,0.0,16,0,0,0,0,0,0.0,0,0,0
390,42.5,1.0,1.0,1.0,1.0,3,1.0,16,96,6,1,18,14,,NaN,29,18
391,70.0,0.0,3.0,1.0,0.0,1,1.0,18,0,0,1,23,0,,NaN,0,38
392,12.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
393,13.0,1.0,4.0,2.0,0.0,1,1.0,12,1,0,0,0,0,0.0,0,0,0
394,32.5,1.0,2.0,1.0,1.0,2,1.0,0,96,2,1,24,0,,NaN,0,0
395,19.0,0.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,NaN,0,0
396,22.5,1.0,1.0,1.0,0.0,2,1.0,15,260,4,1,18,0,,NaN,29,18
397,12.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
398,27.5,1.0,3.0,1.0,0.0,2,1.0,21,104,4,1,20,0,,NaN,20,0
399,12.0,0.0,4.0,1.0,0.0,1,0.0,10,0,0,0,0,0,0.0,0,0,0
400,42.5,0.0,4.0,5.0,0.0,1,1.0,21,52,3,1,16,0,,NaN,0,14
401,17.0,1.0,2.0,7.0,0.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
402,42.5,1.0,3.0,2.0,0.0,2,1.0,0,10,2,0,0,0,0.0,NaN,0,0
403,13.0,1.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
404,70.0,1.0,3.0,1.0,0.0,1,1.0,0,24,NaN,0,0,0,,NaN,0,0
405,42.5,0.0,3.0,2.0,0.0,3,1.0,0,1,0,0,0,0,0.0,NaN,0,0
406,70.0,0.0,1.0,2.0,1.0,3,1.0,16,0,0,0,0,0,0.0,NaN,0,0
407,14.0,0.0,2.0,1.0,0.0,3,1.0,10,1,0,0,0,0,,NaN,0,0
408,24.5,1.0,2.0,7.0,1.0,2,1.0,15,20,1,1,19,0,,NaN,0,0
409,18.0,1.0,4.0,7.0,0.0,3,0.0,27,0,0,0,0,0,0.0,NaN,0,0
410,22.5,0.0,1.0,1.0,1.0,1,1.0,18,0,0,1,18,0,,NaN,0,18
411,14.0,0.0,4.0,1.0,0.0,2,0.0,17,0,0,0,0,0,0.0,0,0,0
412,18.0,1.0,4.0,6.0,0.0,1,0.0,15,0,0,0,0,0,0.0,NaN,0,0
413,13.0,1.0,4.0,6.0,0.0,3,0.0,17,0,0,0,0,0,0.0,0,0,0
414,14.0,0.0,2.0,7.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
415,16.0,0.0,4.0,1.0,0.0,1,1.0,0,208,NaN,0,0,0,,NaN,15,15
416,18.0,1.0,3.0,1.0,0.0,1,1.0,18,5,0,0,0,0,0.0,NaN,0,0
417,18.0,0.0,1.0,7.0,0.0,1,0.0,12,0,0,0,0,0,0.0,NaN,0,0
418,16.0,1.0,2.0,1.0,0.0,2,1.0,13,0,0,0,0,0,0.0,0,0,0
419,57.5,1.0,4.0,1.0,0.0,2,1.0,17,48,2,1,15,0,,NaN,0,0
420,42.5,0.0,3.0,1.0,0.0,2,1.0,13,104,2,1,20,0,,NaN,0,0
421,22.5,1.0,3.0,2.0,0.0,2,1.0,17,10,0,1,15,0,0.0,NaN,0,0
422,42.5,0.0,4.0,1.0,0.0,1,1.0,0,0,0,0,0,0,,NaN,0,0
423,24.5,1.0,1.0,1.0,0.0,3,1.0,14,120,15,1,18,10,,NaN,5,0
424,12.0,1.0,1.0,7.0,0.0,2,0.0,16,0,0,0,0,0,0.0,0,0,0
425,32.5,0.0,1.0,1.0,0.0,3,1.0,17,104,1,1,27,350,,NaN,0,0
426,22.5,1.0,2.0,2.0,1.0,3,0.0,0,0,0,0,0,0,0.0,NaN,0,0
427,32.5,0.0,2.0,6.0,1.0,2,1.0,17,120,2,0,0,0,0.0,NaN,0,0
428,19.0,1.0,1.0,2.0,1.0,1,1.0,14,72,2,1,16,24,,NaN,0,0
429,20.0,1.0,2.0,7.0,0.0,3,0.0,12,0,0,0,0,0,0.0,NaN,0,0
430,24.5,0.0,2.0,1.0,1.0,2,1.0,0,52,5,1,16,36,,NaN,4,0
431,13.0,0.0,2.0,2.0,1.0,2,0.0,14,0,0,0,0,0,0.0,0,0,0
432,12.0,1.0,2.0,2.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
433,16.0,1.0,3.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
434,42.5,1.0,4.0,2.0,0.0,2,1.0,15,84,3,1,16,0,,NaN,0,0
435,16.0,0.0,2.0,7.0,0.0,1,1.0,18,10,NaN,1,16,20,,NaN,0,0
436,18.0,1.0,4.0,1.0,0.0,1,1.0,16,5,6,0,0,0,0.0,NaN,0,0
437,14.0,0.0,3.0,1.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
438,21.0,1.0,4.0,1.0,0.0,2,1.0,18,240,12,1,13,52,,NaN,0,0
439,14.0,0.0,4.0,1.0,0.0,1,0.0,20,0,0,0,0,0,0.0,0,0,0
440,32.5,1.0,4.0,5.0,0.0,2,1.0,17,2,0,0,0,0,0.0,NaN,0,0
441,70.0,1.0,1.0,1.0,0.0,1,1.0,19,260,4,1,24,0,,NaN,30,18
442,19.0,0.0,4.0,1.0,0.0,1,1.0,20,52,3,0,0,0,0.0,NaN,0,0
443,15.0,0.0,2.0,7.0,1.0,2,1.0,15,2,0,0,0,0,0.0,25,0,0
444,42.5,0.0,4.0,1.0,0.0,1,1.0,15,72,2,1,16,0,,NaN,0,17
445,15.0,0.0,1.0,2.0,1.0,1,1.0,0,5,1,0,0,0,0.0,0,0,0
446,19.0,0.0,1.0,2.0,0.0,1,1.0,12,1,0,0,0,0,0.0,NaN,0,0
447,42.5,1.0,3.0,7.0,0.0,3,1.0,NaN,260,3,1,20,156,,NaN,30,19
448,42.5,1.0,3.0,2.0,0.0,2,1.0,19,5,0,0,0,0,0.0,NaN,0,0
449,32.5,0.0,3.0,1.0,0.0,2,1.0,0,48,3,1,16,0,,NaN,30,19
450,70.0,1.0,4.0,1.0,0.0,1,1.0,0,72,3,1,32,0,,NaN,0,0
451,32.5,0.0,2.0,7.0,1.0,2,1.0,17,36,2,1,16,240,,NaN,30,20
452,20.0,0.0,4.0,7.0,0.0,2,1.0,14,24,5,1,16,0,0.0,NaN,0,0
453,17.0,1.0,4.0,1.0,1.0,1,1.0,29,0,0,0,0,0,0.0,25,0,0
454,22.5,1.0,4.0,5.0,0.0,2,1.0,0,48,6,1,17,12,,NaN,5,0
455,24.5,1.0,1.0,5.0,0.0,2,0.0,16,0,0,0,0,0,0.0,NaN,0,0
456,24.5,1.0,2.0,7.0,0.0,2,1.0,17,144,4,1,17,156,,NaN,0,0
457,18.0,0.0,4.0,1.0,0.0,2,1.0,13,156,5,1,17,60,,NaN,3,0
458,70.0,0.0,4.0,1.0,0.0,3,1.0,18,5,0,0,0,0,0.0,NaN,0,0
459,27.5,1.0,4.0,1.0,0.0,2,1.0,19,0,0,1,8,0,,NaN,0,10
460,13.0,0.0,2.0,7.0,0.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
461,24.5,0.0,2.0,1.0,1.0,1,1.0,0,72,0,1,21,0,,NaN,0,21
462,42.5,1.0,3.0,1.0,0.0,2,1.0,19,156,2,1,16,24,,NaN,30,18
463,21.0,1.0,4.0,1.0,0.0,1,1.0,22,5,0,1,18,180,,NaN,10,17
464,70.0,0.0,1.0,7.0,1.0,1,0.0,22,0,0,0,0,0,0.0,NaN,0,0
465,13.0,1.0,4.0,1.0,0.0,1,0.0,11,0,0,0,0,0,0.0,0,0,0
466,27.5,1.0,2.0,2.0,1.0,1,1.0,16,60,7,1,14,0,,NaN,30,16
467,15.0,1.0,4.0,7.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
468,18.0,0.0,1.0,1.0,0.0,1,1.0,14,0,0,0,0,0,0.0,NaN,0,0
469,17.0,1.0,1.0,1.0,0.0,3,1.0,0,52,5,1,13,312,,NaN,25,15
470,22.5,1.0,1.0,2.0,1.0,3,1.0,12,4,0,0,0,0,,NaN,5,18
471,18.0,1.0,1.0,1.0,0.0,1,1.0,0,52,3,1,16,0,,NaN,30,16
472,13.0,1.0,1.0,7.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
473,24.5,1.0,3.0,1.0,1.0,1,1.0,0,84,5,1,17,260,,NaN,30,18
474,13.0,0.0,4.0,1.0,0.0,2,0.0,19,0,0,0,0,0,0.0,0,0,0
475,57.5,1.0,4.0,1.0,0.0,1,1.0,20,52,1,0,0,0,,NaN,0,0
476,57.5,1.0,3.0,1.0,0.0,1,1.0,21,120,2,0,0,0,,NaN,0,25
477,17.0,0.0,4.0,2.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
478,12.0,1.0,4.0,1.0,0.0,2,0.0,16,0,0,0,0,0,0.0,0,0,0
479,22.5,0.0,2.0,1.0,1.0,2,1.0,14,24,3,0,0,0,0.0,NaN,0,0
480,57.5,0.0,2.0,5.0,0.0,2,0.0,18,0,0,0,0,0,0.0,NaN,0,0
481,27.5,1.0,1.0,1.0,0.0,1,1.0,0,72,3,1,17,0,,NaN,0,0
482,16.0,0.0,2.0,3.0,0.0,3,1.0,16,NaN,NaN,0,0,0,0.0,25,0,0
483,70.0,0.0,1.0,2.0,0.0,1,1.0,18,0,0,0,0,0,0.0,NaN,0,0
484,14.0,1.0,2.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
485,22.5,0.0,3.0,1.0,0.0,3,1.0,14,48,0,0,0,0,0.0,NaN,0,0
486,15.0,0.0,2.0,1.0,0.0,3,0.0,16,0,0,0,0,0,0.0,0,0,0
487,12.0,1.0,4.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
488,42.5,1.0,4.0,1.0,0.0,1,1.0,18,52,2,1,14,0,,NaN,0,0
489,15.0,1.0,3.0,1.0,0.0,2,0.0,18,0,0,1,14,3,,NaN,0,0
490,18.0,0.0,4.0,5.0,0.0,2,1.0,17,2,1,0,0,0,0.0,NaN,0,0
491,21.0,0.0,1.0,2.0,1.0,1,1.0,0,60,2,1,15,52,,NaN,30,18
492,24.5,0.0,2.0,1.0,0.0,2,1.0,12,104,3,1,17,0,,NaN,0,0
493,15.0,1.0,3.0,1.0,0.0,2,0.0,14,0,0,0,0,0,0.0,0,0,0
494,18.0,1.0,2.0,1.0,1.0,1,1.0,14,52,0,1,16,52,,NaN,5,0
495,24.5,0.0,1.0,2.0,1.0,2,0.0,18,0,0,0,0,0,0.0,NaN,0,0
496,13.0,1.0,4.0,1.0,0.0,2,0.0,NaN,0,0,0,0,0,0.0,0,0,0
497,22.5,0.0,2.0,2.0,1.0,1,1.0,18,24,4,1,12,5,,NaN,30,16
498,15.0,1.0,2.0,5.0,1.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
499,16.0,0.0,2.0,6.0,1.0,1,1.0,0,144,2,1,15,312,,NaN,28,0
500,17.0,0.0,2.0,6.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
501,15.0,0.0,3.0,1.0,0.0,1,0.0,12,0,0,0,0,0,0.0,0,0,0
502,16.0,0.0,4.0,5.0,0.0,2,0.0,16,0,0,0,0,0,0.0,0,0,0
503,18.0,1.0,2.0,7.0,0.0,1,0.0,16,0,0,0,0,0,,NaN,1,0
504,17.0,1.0,4.0,1.0,0.0,2,0.0,15,0,0,0,0,0,0.0,0,0,0
505,16.0,1.0,4.0,7.0,0.0,1,1.0,15,0,0,1,15,147,,NaN,0,0
506,15.0,1.0,2.0,2.0,1.0,1,0.0,0,0,0,1,12,0,0.0,0,0,0
507,70.0,0.0,2.0,2.0,0.0,1,1.0,17,0,0,0,0,0,0.0,NaN,0,0
508,24.5,0.0,3.0,7.0,0.0,2,1.0,18,104,3,1,17,0,0.0,NaN,0,0
509,16.0,0.0,2.0,7.0,1.0,2,1.0,13,0,0,1,14,24,,NaN,2,0
510,32.5,1.0,4.0,1.0,0.0,3,1.0,15,208,3,1,18,12,0.0,NaN,0,0
511,42.5,0.0,2.0,1.0,1.0,1,1.0,16,0,0,0,0,0,,NaN,20,0
512,24.5,1.0,2.0,1.0,0.0,2,1.0,0,48,NaN,1,18,312,,NaN,5,0
513,21.0,0.0,1.0,7.0,1.0,2,1.0,15,60,10,1,17,2,0.0,NaN,0,0
514,57.5,1.0,4.0,7.0,0.0,1,0.0,0,0,0,1,13,104,0.0,NaN,0,0
515,18.0,1.0,2.0,1.0,0.0,3,1.0,16,24,15,1,14,144,,NaN,25,17
516,21.0,0.0,4.0,1.0,0.0,2,1.0,16,12,2,0,0,0,0.0,NaN,0,0
517,57.5,0.0,3.0,1.0,0.0,2,1.0,18,0,0,1,22,0,,NaN,10,20
518,13.0,1.0,4.0,6.0,0.0,2,1.0,18,Not sure,0,0,0,0,0.0,0,0,0
519,21.0,0.0,2.0,1.0,0.0,2,1.0,17,84,0,1,12,300,,NaN,0,15
520,57.5,1.0,4.0,1.0,0.0,3,1.0,10,12,1,0,0,0,0.0,NaN,0,0
521,18.0,0.0,4.0,1.0,0.0,1,1.0,12,2,0,1,15,0,0.0,NaN,0,0
522,42.5,1.0,4.0,1.0,0.0,3,1.0,18,104,4,1,21,0,,NaN,20,18
523,32.5,0.0,3.0,2.0,0.0,2,1.0,0,36,1,0,0,0,,NaN,0,0
524,20.0,0.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
525,14.0,0.0,1.0,7.0,1.0,2,0.0,0,0,0,0,0,0,0.0,25,0,0
526,24.5,1.0,2.0,1.0,0.0,2,1.0,14,84,5,1,18,0,,NaN,30,21
527,42.5,1.0,4.0,1.0,0.0,2,1.0,21,48,2,0,0,0,,NaN,0,0
528,15.0,0.0,4.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,0,0,0
529,12.0,0.0,1.0,7.0,1.0,2,1.0,18,25,1,1,10,342,0.0,25,0,0
530,18.0,0.0,2.0,1.0,0.0,2,1.0,16,52,0,1,16,0,,NaN,30,17
531,42.5,1.0,2.0,1.0,0.0,3,1.0,15,104,2,0,0,0,0.0,NaN,0,0
532,42.5,1.0,2.0,7.0,0.0,2,1.0,0,52,8,0,0,0,,NaN,0,16
533,19.0,1.0,2.0,1.0,0.0,1,1.0,16,NaN,NaN,1,17,144,,NaN,1,0
534,18.0,0.0,1.0,5.0,1.0,2,0.0,20,0,0,0,0,0,0.0,NaN,0,0
535,32.5,0.0,4.0,1.0,0.0,1,1.0,14,52,3,1,18,0,,NaN,0,0
536,42.5,1.0,4.0,1.0,1.0,2,1.0,13,2,0,0,0,0,,NaN,30,18
537,22.5,0.0,1.0,2.0,0.0,1,1.0,16,60,3,1,20,5,0.0,NaN,0,0
538,19.0,1.0,2.0,1.0,0.0,1,1.0,13,144,1,1,16,104,,NaN,28,17
539,15.0,0.0,3.0,7.0,0.0,2,0.0,14,0,0,0,0,0,0.0,0,0,0
