,Ages,Gender,Income,Race,Government,County,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
22347,57.5,1.0,2.0,7.0,0.0,1,1.0,0,0,0,0,0,0,0.0,NaN,0,0
22348,24.5,0.0,2.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
22349,70.0,0.0,1.0,6.0,0.0,3,1.0,0,0,0,0,0,0,,NaN,0,0
22350,57.5,0.0,4.0,1.0,0.0,2,1.0,14,208,2,0,0,0,,NaN,0,23
22351,24.5,0.0,4.0,1.0,0.0,1,1.0,13,24,1,0,0,0,,NaN,0,0
22352,13.0,0.0,1.0,2.0,1.0,1,0.0,18,0,0,0,0,0,0.0,25,0,0
22353,42.5,0.0,4.0,1.0,0.0,1,1.0,17,364,2,1,16,0,,NaN,0,16
22354,57.5,1.0,4.0,1.0,0.0,2,1.0,0,48,3,0,0,0,,NaN,0,16
22355,42.5,1.0,4.0,7.0,0.0,1,1.0,0,96,5,1,20,0,,NaN,29,33
22356,42.5,1.0,3.0,1.0,0.0,2,1.0,0,104,2,0,0,0,,NaN,0,20
22357,24.5,1.0,1.0,2.0,1.0,2,1.0,15,2,NaN,1,15,3,,NaN,30,20
22358,17.0,1.0,2.0,7.0,0.0,1,1.0,0,0,0,0,0,0,0.0,0,0,0
22359,42.5,1.0,4.0,1.0,0.0,2,1.0,15,15,2,1,22,0,,NaN,0,0
22360,57.5,0.0,1.0,2.0,1.0,1,0.0,12,0,0,1,21,24,,NaN,30,21
22361,20.0,0.0,2.0,3.0,0.0,2,1.0,0,36,2,0,0,0,,NaN,17,0
22362,18.0,0.0,4.0,1.0,0.0,3,1.0,17,72,2,1,16,12,,NaN,0,16
22363,24.5,0.0,2.0,1.0,0.0,3,1.0,22,156,2,1,19,2,,NaN,0,0
22364,42.5,0.0,4.0,1.0,0.0,2,1.0,0,52,3,1,30,0,0.0,NaN,0,0
22365,14.0,0.0,4.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
22366,21.0,1.0,2.0,1.0,0.0,2,1.0,20,52,4,0,0,0,,NaN,0,0
22367,20.0,0.0,1.0,1.0,1.0,1,1.0,16,0,0,1,18,0,,NaN,30,18
22368,14.0,1.0,3.0,1.0,0.0,2,0.0,12,0,0,0,0,0,0.0,0,0,0
22369,13.0,1.0,1.0,2.0,1.0,2,0.0,13,0,0,0,0,0,0.0,0,0,0
22370,12.0,0.0,1.0,7.0,1.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
22371,24.5,0.0,1.0,1.0,1.0,1,1.0,16,Not sure,NaN,1,16,0,,NaN,0,0
22372,15.0,0.0,3.0,1.0,0.0,3,1.0,0,12,3,0,0,0,0.0,0,0,0
22373,42.5,0.0,4.0,1.0,0.0,2,1.0,21,48,2,1,13,364,,NaN,0,15
22374,57.5,0.0,1.0,7.0,0.0,3,1.0,18,24,0,1,18,0,0.0,NaN,0,0
22375,57.5,0.0,4.0,1.0,0.0,2,1.0,11,5,0,0,0,0,0.0,NaN,0,0
22376,22.5,0.0,3.0,1.0,0.0,3,1.0,14,2,0,0,0,0,,NaN,0,0
22377,15.0,0.0,4.0,6.0,0.0,1,0.0,20,0,0,0,0,0,0.0,0,0,0
22378,20.0,1.0,2.0,7.0,1.0,2,1.0,15,12,1,1,14,0,0.0,NaN,0,0
22379,24.5,1.0,3.0,1.0,0.0,3,1.0,18,52,7,1,13,0,,NaN,30,23
22380,13.0,0.0,2.0,1.0,0.0,1,0.0,15,0,0,0,0,0,0.0,0,0,0
22381,12.0,0.0,4.0,6.0,0.0,1,1.0,16,4,0,0,0,0,0.0,0,0,0
22382,18.0,1.0,4.0,1.0,0.0,3,1.0,14,1,0,0,0,0,0.0,NaN,0,0
22383,42.5,0.0,2.0,1.0,0.0,1,1.0,16,12,NaN,0,0,0,0.0,NaN,0,0
22384,24.5,0.0,4.0,1.0,0.0,2,1.0,0,0,0,0,0,0,,NaN,0,0
22385,22.5,0.0,2.0,1.0,1.0,3,1.0,13,60,0,1,16,260,,NaN,30,16
22386,19.0,1.0,2.0,1.0,1.0,2,0.0,0,0,0,0,0,0,,NaN,7,17
22387,42.5,1.0,1.0,2.0,1.0,1,1.0,13,0,0,0,0,0,0.0,NaN,0,0
22388,57.5,1.0,4.0,1.0,0.0,2,1.0,15,60,3,1,21,2,0.0,NaN,0,0
22389,42.5,1.0,3.0,1.0,0.0,3,1.0,10,60,4,0,0,0,0.0,NaN,0,0
22390,14.0,1.0,2.0,7.0,0.0,1,0.0,15,0,0,0,0,0,0.0,0,0,0
22391,32.5,0.0,4.0,1.0,0.0,3,1.0,0,0,0,0,0,0,,NaN,0,0
22392,17.0,0.0,1.0,6.0,1.0,3,1.0,44,2,0,1,15,48,,NaN,13,0
22393,24.5,1.0,1.0,1.0,0.0,2,1.0,16,8,0,1,18,0,,NaN,0,0
22394,42.5,1.0,1.0,1.0,1.0,1,1.0,15,260,6,1,12,12,,NaN,30,14
22395,32.5,1.0,3.0,1.0,0.0,1,1.0,14,20,5,0,0,0,,NaN,0,0
22396,14.0,1.0,2.0,1.0,0.0,1,0.0,19,0,0,0,0,0,0.0,0,0,0
22397,20.0,0.0,4.0,7.0,1.0,1,0.0,14,0,0,0,0,0,0.0,NaN,0,0
22398,21.0,0.0,1.0,1.0,1.0,3,1.0,0,36,4,1,14,180,,NaN,30,17
22399,15.0,0.0,4.0,1.0,0.0,3,1.0,0,3,3,0,0,0,,NaN,0,0
22400,57.5,1.0,4.0,1.0,0.0,1,1.0,30,104,1,0,0,0,,NaN,0,21
22401,24.5,0.0,2.0,7.0,0.0,2,1.0,16,8,1,0,0,0,,NaN,0,0
22402,42.5,1.0,2.0,1.0,1.0,3,1.0,15,0,0,0,0,0,,NaN,7,27
22403,13.0,0.0,2.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,25,0,0
22404,42.5,1.0,4.0,5.0,0.0,3,1.0,0,5,0,0,0,0,0.0,NaN,0,0
22405,20.0,0.0,1.0,2.0,1.0,1,0.0,20,0,0,0,0,0,0.0,NaN,0,0
22406,18.0,1.0,1.0,3.0,1.0,1,1.0,0,4,0,1,8,2,,NaN,0,0
22407,12.0,0.0,2.0,1.0,1.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
22408,32.5,1.0,4.0,1.0,0.0,1,1.0,11,52,6,0,0,0,,NaN,0,0
22409,15.0,0.0,4.0,1.0,0.0,1,1.0,0,1,0,0,0,0,0.0,0,0,0
22410,13.0,0.0,1.0,7.0,1.0,2,0.0,20,0,0,0,0,0,0.0,0,0,0
22411,22.5,0.0,4.0,1.0,0.0,1,1.0,0,156,3,1,16,0,,NaN,0,0
22412,14.0,1.0,2.0,1.0,0.0,3,0.0,16,0,0,0,0,0,0.0,0,0,0
22413,20.0,0.0,4.0,1.0,1.0,2,1.0,0,6,1,0,0,0,0.0,NaN,0,0
22414,13.0,0.0,4.0,1.0,0.0,2,1.0,18,1,NaN,0,0,0,0.0,0,0,0
22415,42.5,1.0,2.0,7.0,0.0,2,1.0,18,104,NaN,1,10,156,,NaN,0,20
22416,32.5,0.0,3.0,1.0,0.0,1,1.0,21,24,0,1,17,0,,NaN,0,16
22417,19.0,1.0,4.0,5.0,1.0,3,1.0,0,4,0,1,16,7,,NaN,0,0
22418,16.0,1.0,4.0,5.0,1.0,1,0.0,11,0,0,0,0,0,0.0,0,0,0
22419,16.0,1.0,3.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
22420,13.0,1.0,2.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
22421,19.0,1.0,2.0,7.0,1.0,3,0.0,15,0,0,0,0,0,0.0,NaN,0,0
22422,13.0,1.0,3.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,0,0,0
22423,32.5,1.0,1.0,7.0,1.0,1,1.0,14,0,0,0,0,0,0.0,NaN,0,0
22424,42.5,0.0,1.0,2.0,1.0,2,1.0,15,0,0,0,0,0,0.0,NaN,0,0
22425,14.0,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
22426,18.0,1.0,1.0,3.0,0.0,2,1.0,0,36,NaN,1,11,260,,NaN,0,0
22427,15.0,1.0,3.0,1.0,0.0,2,0.0,12,0,0,0,0,0,,NaN,0,0
22428,24.5,0.0,1.0,1.0,1.0,3,0.0,12,0,0,0,0,0,,NaN,30,17
22429,21.0,0.0,1.0,1.0,0.0,2,1.0,20,36,2,1,19,0,0.0,NaN,0,0
22430,12.0,0.0,2.0,7.0,1.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
22431,24.5,1.0,2.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
22432,20.0,1.0,1.0,7.0,1.0,2,1.0,20,180,4,0,0,0,,NaN,30,16
22433,15.0,1.0,2.0,7.0,0.0,1,0.0,10,0,0,0,0,0,0.0,0,0,0
22434,24.5,1.0,2.0,1.0,0.0,3,1.0,16,156,4,0,0,0,0.0,NaN,0,0
22435,27.5,1.0,2.0,7.0,0.0,2,1.0,0,60,2,1,15,0,,NaN,0,0
22436,13.0,0.0,2.0,7.0,1.0,1,0.0,13,0,0,0,0,0,0.0,25,0,0
22437,42.5,1.0,2.0,1.0,0.0,1,1.0,21,15,2,1,16,0,,NaN,30,14
22438,15.0,0.0,4.0,1.0,0.0,3,0.0,14,0,0,0,0,0,0.0,0,0,0
22439,20.0,1.0,4.0,1.0,0.0,2,1.0,19,12,5,0,0,0,0.0,NaN,0,0
22440,22.5,0.0,1.0,1.0,1.0,2,0.0,14,0,0,0,0,0,0.0,NaN,0,0
22441,19.0,1.0,4.0,1.0,0.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
22442,57.5,1.0,3.0,4.0,0.0,2,1.0,18,52,3,1,16,0,,NaN,20,16
22443,16.0,1.0,4.0,5.0,0.0,3,0.0,16,0,0,0,0,0,0.0,0,0,0
22444,13.0,1.0,2.0,1.0,1.0,1,1.0,15,0,0,0,0,0,0.0,25,0,0
22445,42.5,1.0,3.0,1.0,0.0,2,1.0,17,24,1,1,19,0,0.0,NaN,0,0
22446,70.0,0.0,1.0,1.0,0.0,2,1.0,18,0,0,0,0,0,0.0,NaN,0,0
22447,14.0,0.0,4.0,1.0,0.0,3,1.0,14,2,0,0,0,0,0.0,25,0,0
22448,42.5,1.0,4.0,1.0,0.0,1,1.0,13,288,2,1,12,0,,NaN,0,13
22449,32.5,1.0,2.0,1.0,0.0,1,1.0,16,48,3,1,17,1,,NaN,30,15
22450,20.0,0.0,4.0,1.0,0.0,3,0.0,13,0,0,1,20,2,0.0,NaN,0,0
22451,18.0,1.0,4.0,1.0,0.0,2,0.0,14,0,0,1,18,2,0.0,NaN,0,0
22452,16.0,0.0,4.0,1.0,0.0,2,1.0,10,4,0,1,14,104,,NaN,8,0
22453,42.5,0.0,2.0,1.0,0.0,1,1.0,15,216,2,0,0,0,,NaN,0,0
22454,32.5,0.0,1.0,1.0,1.0,1,1.0,15,0,0,1,14,0,,NaN,0,14
22455,42.5,1.0,4.0,1.0,0.0,2,1.0,0,52,2,1,18,2,,NaN,0,0
22456,70.0,1.0,1.0,1.0,0.0,1,1.0,15,0,0,0,0,0,,NaN,0,20
22457,57.5,1.0,4.0,1.0,0.0,2,1.0,0,100,2,1,13,0,,NaN,0,0
22458,22.5,1.0,1.0,6.0,0.0,2,1.0,17,84,4,1,21,3,,NaN,2,0
22459,42.5,0.0,2.0,2.0,0.0,1,1.0,21,0,0,1,15,0,,NaN,0,26
22460,17.0,0.0,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,,NaN,0,0
22461,21.0,0.0,3.0,1.0,0.0,2,1.0,16,60,4,1,14,1,,NaN,30,17
22462,17.0,1.0,3.0,7.0,1.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
22463,19.0,1.0,3.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
22464,57.5,1.0,1.0,2.0,0.0,1,1.0,17,15,0,0,0,0,0.0,NaN,0,0
22465,24.5,1.0,2.0,1.0,1.0,2,1.0,26,84,1,0,0,0,,NaN,30,20
22466,19.0,0.0,4.0,1.0,0.0,1,1.0,15,132,5,1,16,1,,NaN,0,0
22467,24.5,0.0,1.0,1.0,1.0,3,1.0,18,12,0,1,12,0,,NaN,30,23
22468,27.5,0.0,2.0,2.0,1.0,1,1.0,25,5,0,1,18,0,,NaN,0,0
22469,16.0,1.0,4.0,7.0,0.0,2,1.0,18,10,0,0,0,0,0.0,0,0,0
22470,20.0,0.0,1.0,1.0,0.0,1,1.0,21,120,2,1,14,364,,NaN,0,0
22471,22.5,0.0,2.0,1.0,0.0,3,1.0,15,60,3,1,19,50,,NaN,0,0
22472,24.5,1.0,2.0,7.0,0.0,2,1.0,16,12,3,0,0,0,,NaN,0,0
22473,57.5,1.0,1.0,1.0,1.0,1,1.0,0,10,1,1,17,100,,NaN,0,0
22474,14.0,1.0,2.0,2.0,0.0,2,0.0,18,0,0,0,0,0,0.0,0,0,0
22475,17.0,0.0,4.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
22476,22.5,1.0,1.0,1.0,1.0,2,1.0,16,0,0,1,17,0,0.0,NaN,0,0
22477,57.5,0.0,2.0,7.0,0.0,1,1.0,16,350,2,1,14,52,,NaN,0,0
22478,42.5,1.0,1.0,7.0,1.0,2,1.0,19,300,10,1,14,0,,NaN,0,16
22479,16.0,1.0,4.0,1.0,0.0,3,1.0,0,Not sure,NaN,1,12,Not sure,,NaN,0,0
22480,42.5,0.0,2.0,2.0,0.0,2,1.0,12,24,1,1,16,0,,NaN,30,16
22481,24.5,1.0,2.0,2.0,1.0,1,0.0,15,0,0,0,0,0,0.0,NaN,0,0
22482,42.5,0.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
22483,20.0,1.0,3.0,3.0,0.0,1,1.0,15,312,6,1,13,0,,NaN,0,0
22484,70.0,0.0,4.0,1.0,0.0,3,1.0,15,0,0,0,0,0,,NaN,0,0
22485,24.5,0.0,3.0,1.0,0.0,1,1.0,0,36,2,1,18,0,,NaN,0,0
22486,16.0,0.0,2.0,1.0,1.0,2,1.0,17,0,0,1,13,0,,NaN,0,0
22487,24.5,1.0,2.0,1.0,1.0,1,1.0,16,36,0,1,11,260,,NaN,30,13
22488,42.5,0.0,1.0,7.0,0.0,2,1.0,13,0,0,1,23,0,,NaN,0,0
22489,20.0,0.0,4.0,1.0,0.0,2,1.0,0,0,0,0,0,0,,NaN,30,17
22490,15.0,0.0,3.0,1.0,0.0,3,0.0,16,0,0,0,0,0,0.0,0,0,0
22491,24.5,1.0,2.0,1.0,0.0,1,1.0,23,300,4,1,15,5,,NaN,20,20
22492,42.5,1.0,3.0,6.0,0.0,3,1.0,0,0,0,1,18,0,,NaN,0,0
22493,57.5,0.0,2.0,1.0,0.0,2,0.0,14,0,0,0,0,0,,NaN,0,15
22494,14.0,1.0,4.0,1.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
22495,14.0,1.0,3.0,6.0,0.0,1,0.0,0,0,0,0,0,0,0.0,25,0,0
22496,32.5,0.0,1.0,7.0,0.0,3,1.0,20,0,0,0,0,0,0.0,NaN,0,0
22497,42.5,1.0,1.0,7.0,1.0,2,1.0,20,104,NaN,1,20,0,,NaN,0,19
22498,14.0,1.0,4.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,25,0,0
22499,13.0,0.0,3.0,1.0,0.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
22500,42.5,0.0,4.0,5.0,0.0,3,0.0,13,0,0,0,0,0,,NaN,0,0
22501,16.0,0.0,4.0,1.0,0.0,1,1.0,16,1,0,0,0,0,0.0,0,0,0
22502,15.0,1.0,2.0,1.0,0.0,2,0.0,21,0,0,0,0,0,0.0,25,0,0
22503,42.5,1.0,3.0,1.0,0.0,1,1.0,21,0,0,1,19,0,,NaN,30,20
22504,12.0,0.0,1.0,1.0,1.0,3,0.0,18,0,0,0,0,0,0.0,0,0,0
22505,20.0,0.0,1.0,7.0,1.0,3,1.0,0,2,2,0,0,0,0.0,NaN,0,0
22506,27.5,1.0,2.0,3.0,1.0,1,1.0,0,156,7,1,15,24,,NaN,20,0
22507,57.5,0.0,4.0,1.0,0.0,3,1.0,14,52,1,0,0,0,,NaN,0,13
22508,32.5,0.0,1.0,1.0,1.0,1,1.0,0,120,6,0,0,0,,NaN,30,15
22509,57.5,0.0,4.0,5.0,0.0,1,1.0,22,12,1,0,0,0,0.0,NaN,0,0
22510,15.0,1.0,2.0,6.0,1.0,2,0.0,16,0,0,0,0,0,0.0,0,0,0
22511,15.0,1.0,1.0,2.0,1.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
22512,12.0,1.0,1.0,2.0,1.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
22513,27.5,0.0,2.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,NaN,0,0
22514,70.0,0.0,1.0,7.0,0.0,1,0.0,NaN,0,0,1,23,0,,NaN,30,19
22515,18.0,1.0,2.0,1.0,0.0,1,1.0,0,96,5,1,16,156,,NaN,29,16
22516,15.0,0.0,3.0,1.0,0.0,3,0.0,21,0,0,0,0,0,0.0,0,0,0
22517,16.0,0.0,1.0,7.0,1.0,3,0.0,0,0,0,0,0,0,0.0,0,0,0
22518,24.5,0.0,2.0,2.0,0.0,1,1.0,14,36,2,0,0,0,0.0,NaN,0,0
22519,20.0,0.0,2.0,1.0,0.0,1,1.0,15,48,2,1,18,24,0.0,NaN,0,0
22520,22.5,0.0,4.0,1.0,0.0,2,1.0,16,9,1,0,0,0,0.0,NaN,0,0
22521,16.0,0.0,2.0,1.0,0.0,1,1.0,15,2,0,0,0,0,0.0,25,0,0
22522,16.0,0.0,2.0,7.0,0.0,2,0.0,19,0,0,0,0,0,0.0,0,0,0
22523,24.5,1.0,1.0,2.0,0.0,2,1.0,NaN,156,1,1,23,1,,NaN,0,0
22524,18.0,0.0,3.0,7.0,0.0,2,1.0,0,4,0,0,0,0,0.0,NaN,0,0
22525,14.0,1.0,2.0,1.0,0.0,2,0.0,24,0,0,0,0,0,0.0,0,0,0
22526,12.0,1.0,3.0,7.0,0.0,1,0.0,0,0,0,0,0,0,0.0,0,0,0
22527,70.0,0.0,2.0,1.0,0.0,2,0.0,20,0,0,0,0,0,,NaN,0,0
22528,32.5,1.0,4.0,1.0,0.0,1,1.0,0,208,6,1,12,0,,NaN,22,14
22529,20.0,0.0,1.0,5.0,0.0,2,1.0,13,12,0,1,19,3,0.0,NaN,0,0
22530,15.0,1.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
22531,12.0,0.0,4.0,6.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
22532,20.0,1.0,1.0,2.0,1.0,1,1.0,12,24,2,1,16,120,0.0,NaN,0,0
22533,22.5,1.0,2.0,6.0,0.0,1,1.0,21,104,8,1,18,12,,NaN,0,0
22534,21.0,1.0,4.0,1.0,0.0,1,1.0,17,8,2,0,0,0,0.0,NaN,0,0
22535,24.5,1.0,1.0,7.0,1.0,3,1.0,0,260,2,1,15,362,,NaN,30,16
22536,57.5,0.0,4.0,7.0,0.0,2,1.0,21,8,1,0,0,0,,NaN,0,0
22537,19.0,1.0,1.0,1.0,0.0,2,1.0,0,2,5,0,0,0,0.0,NaN,0,0
22538,14.0,0.0,4.0,2.0,0.0,1,0.0,13,0,0,0,0,0,0.0,75,0,0
22539,57.5,1.0,4.0,1.0,0.0,2,1.0,0,260,1,0,0,0,0.0,NaN,0,0
22540,21.0,1.0,4.0,1.0,0.0,1,1.0,15,84,4,1,17,10,0.0,NaN,0,0
22541,21.0,0.0,2.0,7.0,1.0,2,0.0,15,0,0,0,0,0,0.0,NaN,0,0
22542,19.0,1.0,2.0,1.0,0.0,1,0.0,11,0,0,0,0,0,0.0,NaN,0,0
22543,22.5,0.0,1.0,7.0,1.0,3,0.0,15,0,0,0,0,0,0.0,NaN,0,0
22544,70.0,0.0,1.0,1.0,1.0,2,1.0,18,24,1,0,0,0,0.0,NaN,0,0
22545,70.0,0.0,2.0,1.0,0.0,1,1.0,15,0,0,0,0,0,0.0,NaN,0,0
22546,16.0,0.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
22547,18.0,1.0,4.0,7.0,0.0,1,0.0,15,0,0,0,0,0,0.0,NaN,0,0
22548,22.5,1.0,4.0,7.0,0.0,1,1.0,0,104,3,1,18,0,,NaN,0,0
22549,42.5,1.0,4.0,3.0,0.0,1,1.0,0,156,2,1,12,0,,NaN,0,17
22550,15.0,0.0,3.0,1.0,0.0,1,0.0,16,0,0,0,0,0,0.0,75,0,0
22551,19.0,0.0,2.0,1.0,0.0,2,1.0,15,10,1,0,0,0,0.0,NaN,0,0
22552,57.5,0.0,4.0,1.0,0.0,1,1.0,22,0,0,0,0,0,,NaN,0,0
22553,18.0,1.0,2.0,2.0,0.0,1,0.0,19,0,0,0,0,0,0.0,NaN,0,0
22554,19.0,1.0,4.0,1.0,0.0,2,0.0,16,0,0,0,0,0,0.0,NaN,0,0
22555,21.0,1.0,1.0,1.0,1.0,2,1.0,0,312,6,1,13,360,,NaN,30,13
22556,22.5,0.0,1.0,1.0,0.0,1,1.0,21,48,2,1,16,1,,NaN,27,15
22557,19.0,1.0,3.0,1.0,0.0,2,0.0,0,0,0,1,17,3,0.0,NaN,0,0
22558,27.5,1.0,1.0,1.0,1.0,1,1.0,15,3,0,1,19,200,,NaN,0,0
22559,27.5,1.0,2.0,7.0,1.0,1,1.0,13,156,1,1,16,0,,NaN,0,0
22560,19.0,0.0,1.0,1.0,0.0,1,1.0,0,52,1,1,16,260,0.0,NaN,0,0
22561,42.5,1.0,1.0,7.0,0.0,3,1.0,12,156,2,1,17,0,,NaN,0,0
22562,22.5,1.0,3.0,1.0,0.0,3,1.0,0,104,8,1,16,0,,NaN,0,16
22563,70.0,1.0,2.0,1.0,0.0,3,1.0,13,12,0,0,0,0,,NaN,0,18
22564,27.5,0.0,3.0,1.0,1.0,2,1.0,15,0,0,0,0,0,0.0,NaN,0,0
22565,13.0,0.0,1.0,7.0,1.0,1,0.0,17,0,0,0,0,0,0.0,0,0,0
22566,42.5,0.0,1.0,1.0,1.0,2,1.0,18,6,0,0,0,0,,NaN,0,32
22567,24.5,0.0,2.0,7.0,0.0,1,1.0,0,36,10,1,13,5,,NaN,2,0
22568,70.0,0.0,1.0,1.0,1.0,1,1.0,17,0,0,0,0,0,,NaN,30,25
22569,20.0,1.0,2.0,2.0,0.0,2,0.0,17,0,0,0,0,0,0.0,NaN,0,0
22570,21.0,0.0,1.0,7.0,1.0,1,1.0,18,5,2,1,21,2,0.0,NaN,0,0
22571,19.0,0.0,4.0,1.0,0.0,1,1.0,0,12,0,1,17,14,,NaN,0,0
22572,24.5,0.0,1.0,1.0,1.0,2,1.0,0,156,2,1,16,24,,NaN,5,14
22573,21.0,0.0,1.0,2.0,1.0,2,1.0,15,6,1,1,14,0,,NaN,2,0
22574,22.5,0.0,1.0,2.0,1.0,1,1.0,16,36,1,0,0,0,0.0,NaN,0,0
22575,42.5,1.0,2.0,1.0,0.0,2,1.0,18,144,0,0,0,0,,NaN,30,12
22576,17.0,1.0,3.0,1.0,0.0,3,1.0,0,NaN,NaN,1,Not sure,Not sure,0.0,0,0,0
22577,16.0,1.0,2.0,1.0,1.0,2,0.0,20,0,0,0,0,0,,NaN,0,0
22578,42.5,1.0,4.0,4.0,0.0,3,1.0,21,52,12,1,13,0,,NaN,30,22
22579,16.0,0.0,4.0,2.0,0.0,1,1.0,0,208,4,1,15,208,0.0,25,0,0
22580,16.0,0.0,4.0,1.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,0,0
22581,13.0,1.0,1.0,7.0,1.0,1,0.0,13,0,0,0,0,0,0.0,0,0,0
22582,57.5,1.0,2.0,5.0,0.0,1,1.0,18,52,1,0,0,0,0.0,NaN,0,0
22583,32.5,0.0,1.0,2.0,1.0,2,1.0,0,0,0,1,21,0,,NaN,0,20
22584,22.5,1.0,1.0,1.0,0.0,2,1.0,NaN,5,2,1,14,0,,NaN,30,16
22585,15.0,1.0,4.0,1.0,0.0,1,1.0,13,0,0,0,0,0,0.0,0,0,0
22586,20.0,0.0,1.0,1.0,1.0,1,1.0,17,0,0,0,0,0,,NaN,30,18
22587,32.5,0.0,4.0,1.0,0.0,1,1.0,0,156,1,1,16,0,,NaN,0,18
22588,42.5,1.0,2.0,1.0,1.0,3,1.0,18,36,4,1,13,260,0.0,NaN,0,0
22589,22.5,1.0,1.0,1.0,1.0,1,1.0,35,6,0,1,17,260,,NaN,30,18
22590,57.5,0.0,1.0,2.0,1.0,1,0.0,25,0,0,0,0,0,,NaN,0,0
22591,22.5,1.0,1.0,7.0,0.0,2,1.0,0,3,0,0,0,0,0.0,NaN,0,0
22592,24.5,1.0,1.0,6.0,1.0,1,0.0,0,0,0,0,0,0,0.0,NaN,0,0
22593,24.5,0.0,2.0,1.0,0.0,1,1.0,0,0,0,0,0,0,0.0,NaN,0,0
22594,18.0,1.0,4.0,1.0,0.0,3,1.0,15,24,3,1,17,364,,NaN,15,0
22595,42.5,1.0,4.0,1.0,0.0,1,1.0,17,7,0,0,0,0,,NaN,0,0
22596,42.5,1.0,4.0,1.0,0.0,1,1.0,18,0,0,0,0,0,0.0,NaN,0,0
22597,15.0,0.0,2.0,2.0,0.0,1,1.0,18,10,0,1,10,360,,NaN,5,11
22598,42.5,0.0,4.0,7.0,0.0,2,1.0,0,60,1,1,18,0,0.0,NaN,0,0
22599,18.0,1.0,3.0,2.0,1.0,2,1.0,16,12,0,1,16,0,,NaN,0,0
22600,14.0,0.0,3.0,1.0,0.0,3,1.0,0,31,6,1,12,60,,NaN,0,0
22601,22.5,1.0,2.0,1.0,1.0,2,1.0,16,24,6,0,0,0,0.0,NaN,0,0
22602,21.0,1.0,3.0,6.0,0.0,1,1.0,0,96,7,1,18,60,,NaN,25,18
22603,22.5,1.0,4.0,7.0,0.0,1,1.0,0,360,NaN,1,15,25,,NaN,1,0
22604,42.5,0.0,4.0,2.0,0.0,1,1.0,16,36,1,0,0,0,,NaN,0,0
22605,22.5,1.0,1.0,1.0,1.0,2,1.0,0,84,2,1,14,52,,NaN,30,18
22606,15.0,1.0,3.0,1.0,0.0,2,0.0,18,0,0,0,0,0,0.0,25,0,0
22607,22.5,0.0,2.0,1.0,0.0,2,1.0,0,48,6,0,0,0,0.0,NaN,0,0
22608,21.0,1.0,4.0,1.0,0.0,3,1.0,14,36,1,0,0,0,0.0,NaN,0,0
22609,42.5,1.0,4.0,7.0,0.0,1,1.0,16,24,3,1,24,0,,NaN,0,0
22610,21.0,1.0,1.0,3.0,1.0,2,0.0,14,0,0,0,0,0,0.0,NaN,0,0
22611,22.5,0.0,2.0,5.0,0.0,2,0.0,15,0,0,0,0,0,0.0,NaN,0,0
22612,42.5,0.0,4.0,1.0,0.0,1,1.0,NaN,30,0,0,0,0,,NaN,0,26
22613,16.0,1.0,4.0,1.0,1.0,1,0.0,21,0,0,0,0,0,0.0,0,0,0
22614,42.5,1.0,2.0,1.0,0.0,1,0.0,18,0,0,0,0,0,0.0,NaN,0,0
22615,27.5,1.0,2.0,7.0,0.0,1,1.0,13,156,48,0,0,0,,NaN,1,0
22616,22.5,0.0,3.0,1.0,0.0,1,1.0,0,48,1,0,0,0,0.0,NaN,0,0
