,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cigs Per Day,Cig Everyday Use Age
29180,12.0,1,4,7,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29181,32.5,0,3,2,0,1.0,1,0,18,0,0,0,0,0,0,0,0,0,0
29182,42.5,1,3,1,0,2.0,1,1,19,48,2,1,18,0,0,0,1,0,0
29183,42.5,0,4,1,0,1.0,2,1,20,208,2,0,0,0,1,0,1,0,0
29184,12.0,0,4,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
29185,15.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29186,27.5,1,2,2,1,1.0,4,1,15,3,0,1,15,36,1,0,1,0,14
29187,13.0,1,4,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
29188,27.5,0,1,2,0,1.0,4,1,15,208,4,1,13,342,1,0,0,0,0
29189,24.5,0,2,1,0,1.0,1,1,13,84,2,1,24,0,0,0,1,0,0
29190,27.5,1,1,5,1,2.0,1,1,18,0,0,0,0,0,1,0,1,30,20
29191,42.5,0,1,2,1,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0
29192,42.5,1,2,7,1,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0
29193,13.0,1,2,1,0,1.0,99,0,17,0,0,0,0,0,0,0,0,0,0
29194,57.5,0,4,1,0,1.0,1,1,16,208,2,1,16,0,0,0,1,5,0
29195,70.0,1,4,1,0,2.0,4,1,12,348,7,1,26,0,0,0,1,0,17
29196,70.0,0,4,1,0,2.0,4,1,0,353,1,0,0,0,0,0,0,0,0
29197,42.5,1,4,2,0,2.0,1,1,17,1,0,0,0,0,0,0,0,0,0
29198,42.5,1,4,7,0,1.0,1,1,17,15,NaN,0,0,0,0,0,1,0,15
29199,42.5,0,1,2,1,2.0,3,0,18,0,0,0,0,0,0,0,1,30,16
29200,27.5,1,4,1,0,1.0,1,1,0,104,6,1,14,0,0,0,1,2,18
29201,42.5,0,4,1,0,2.0,1,1,0,52,1,0,0,0,0,0,1,0,17
29202,24.5,0,2,7,0,1.0,1,1,0,208,2,0,0,0,0,0,0,0,0
29203,27.5,0,1,1,1,2.0,4,1,14,0,0,1,19,0,1,0,1,30,15
29204,16.0,1,4,1,1,1.0,99,0,12,0,0,0,0,0,0,0,0,0,0
29205,57.5,1,2,1,1,1.0,4,1,0,260,5,1,15,52,1,0,1,30,19
29206,21.0,0,1,7,1,2.0,4,1,18,39,0,0,0,0,0,0,0,0,0
29207,27.5,0,1,7,0,2.0,4,1,16,12,0,0,0,0,1,0,0,0,0
29208,42.5,1,2,2,0,3.0,1,1,0,0,0,0,0,0,NaN,0,0,0,0
29209,20.0,1,2,6,1,2.0,2,1,13,36,0,1,16,156,0,0,1,25,19
29210,32.5,1,4,1,0,3.0,1,1,13,156,8,1,12,0,0,0,1,30,14
29211,15.0,1,2,1,0,3.0,99,1,15,0,0,1,11,260,0,0,1,5,12
29212,18.0,0,4,1,0,1.0,4,1,0,104,NaN,1,16,5,0,0,1,0,0
29213,17.0,0,4,1,0,3.0,99,1,0,3,3,0,0,0,0,0,0,0,0
29214,32.5,1,1,1,1,3.0,3,1,10,0,0,1,15,0,0,0,1,0,18
29215,18.0,1,3,1,0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0
29216,57.5,1,2,1,0,2.0,1,1,18,52,NaN,0,0,0,0,0,1,30,25
29217,16.0,0,4,1,0,3.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29218,42.5,1,3,2,0,1.0,1,1,0,4,1,0,0,0,0,0,0,0,0
29219,13.0,1,3,1,0,3.0,99,0,16,0,0,0,0,0,0,0,0,0,0
29220,70.0,1,4,1,0,2.0,1,1,14,0,0,1,39,0,0,0,1,0,0
29221,57.5,0,4,1,0,2.0,1,1,18,156,1,0,0,0,0,0,0,0,0
29222,22.5,0,4,1,0,3.0,1,1,21,72,1,0,0,0,0,0,0,0,0
29223,14.0,0,3,6,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29224,57.5,0,1,7,0,1.0,1,1,18,0,0,1,18,0,0,0,1,0,10
29225,27.5,1,1,5,0,1.0,2,1,16,36,0,0,0,0,0,0,0,0,0
29226,42.5,1,2,7,0,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0
29227,21.0,0,1,1,0,3.0,2,1,19,96,5,1,18,2,0,0,1,0,0
29228,32.5,1,2,1,0,1.0,1,1,0,48,3,0,0,0,0,0,1,0,0
29229,32.5,0,4,1,0,2.0,4,1,17,24,4,1,18,364,0,0,1,30,15
29230,21.0,1,2,2,1,2.0,1,1,14,3,NaN,1,15,25,0,0,1,20,0
29231,42.5,1,4,1,0,3.0,3,0,16,0,0,0,0,0,0,0,0,0,0
29232,42.5,0,1,1,1,1.0,4,1,16,12,5,0,0,0,0,0,1,10,13
29233,42.5,0,3,1,0,2.0,1,1,17,156,2,1,14,7,1,0,1,0,0
29234,27.5,0,2,7,1,1.0,4,1,18,0,0,1,11,24,1,0,1,30,14
29235,13.0,0,4,7,0,3.0,99,1,12,0,0,0,0,0,0,0,0,0,0
29236,42.5,0,4,1,0,2.0,1,1,21,156,1,1,15,240,0,0,1,2,18
29237,20.0,1,3,1,0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
29238,22.5,1,2,1,0,1.0,1,1,14,72,4,1,14,364,0,0,0,0,0
29239,57.5,0,1,1,0,1.0,1,1,16,0,0,0,0,0,0,0,0,0,0
29240,27.5,1,2,2,0,3.0,3,1,6,208,7,1,16,312,1,2,1,4,0
29241,16.0,1,2,1,1,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29242,57.5,1,2,7,0,2.0,1,1,17,0,0,0,0,0,0,0,1,0,0
29243,14.0,0,4,7,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29244,15.0,1,1,7,1,3.0,99,0,17,0,0,0,0,0,0,0,0,0,0
29245,32.5,1,4,1,0,1.0,1,1,12,52,1,1,21,0,0,0,1,0,0
29246,42.5,0,3,1,1,2.0,1,1,21,11,0,1,40,0,1,0,1,0,0
29247,27.5,1,1,2,0,2.0,2,1,23,156,2,1,14,208,0,0,1,1,0
29248,42.5,1,4,1,0,1.0,1,1,14,60,1,0,0,0,0,0,0,0,0
29249,42.5,1,4,1,0,1.0,1,1,0,15,1,0,0,0,0,0,1,0,0
29250,42.5,1,4,7,0,1.0,1,1,17,24,4,1,17,0,0,0,1,3,0
29251,57.5,1,1,1,1,2.0,4,1,16,208,3,1,15,0,0,0,1,30,18
29252,42.5,0,2,4,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0
29253,21.0,1,2,7,0,2.0,1,1,15,26,1,0,0,0,0,0,1,0,0
29254,42.5,0,1,6,0,1.0,4,1,13,0,0,1,15,0,0,0,1,0,0
29255,14.0,0,2,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29256,15.0,1,3,7,1,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29257,21.0,0,1,2,1,1.0,3,1,16,52,0,1,20,52,0,0,0,0,0
29258,15.0,1,3,7,0,2.0,99,1,21,104,0,0,0,0,0,0,1,0,0
29259,27.5,1,2,2,0,3.0,3,1,0,104,NaN,1,21,84,0,0,1,21,18
29260,15.0,0,1,1,1,2.0,99,0,21,0,0,0,0,0,0,0,0,0,0
29261,14.0,1,4,1,0,1.0,99,0,17,0,0,0,0,0,0,0,0,0,0
29262,20.0,0,1,1,0,1.0,2,1,21,4,0,0,0,0,0,0,1,0,0
29263,57.5,1,2,1,0,1.0,1,1,17,0,0,1,24,0,0,0,0,0,0
29264,42.5,1,4,1,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0
29265,12.0,1,2,2,1,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29266,32.5,0,3,1,1,2.0,1,1,0,0,0,1,15,15,1,6,1,30,29
29267,42.5,1,4,7,0,1.0,4,1,15,0,0,0,0,0,0,0,1,2,0
29268,70.0,1,2,1,0,3.0,4,1,18,104,2,0,0,0,0,0,1,0,0
29269,70.0,0,2,1,0,2.0,4,0,15,0,0,0,0,0,0,0,0,0,0
29270,14.0,1,2,2,1,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29271,24.5,1,3,7,0,1.0,1,1,16,60,NaN,1,16,208,0,0,1,0,0
29272,20.0,0,2,7,0,2.0,3,1,14,36,4,1,15,364,0,0,0,0,0
29273,57.5,1,4,1,0,2.0,1,1,16,260,1,0,0,0,0,0,0,0,0
29274,32.5,1,3,1,0,2.0,1,1,21,156,2,0,0,0,0,0,0,0,0
29275,15.0,0,4,1,0,2.0,99,1,16,NaN,NaN,0,0,0,0,0,0,0,0
29276,13.0,0,3,1,0,1.0,99,0,16,0,0,0,0,0,1,0,0,0,0
29277,42.5,1,3,1,0,1.0,2,1,20,104,3,1,12,0,1,0,1,0,15
29278,12.0,1,4,1,0,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29279,42.5,0,4,7,0,2.0,1,0,14,0,0,0,0,0,0,0,0,0,0
29280,27.5,0,1,2,1,2.0,1,1,14,208,2,1,23,0,0,0,0,0,0
29281,24.5,0,1,7,0,1.0,4,1,15,12,0,1,21,0,0,0,1,0,0
29282,42.5,0,3,7,0,1.0,1,1,21,9,0,0,0,0,0,0,0,0,0
29283,12.0,1,3,1,0,1.0,99,0,21,0,0,0,0,0,NaN,0,0,0,0
29284,21.0,1,1,1,1,2.0,4,1,0,13,2,0,0,0,0,0,1,1,17
29285,57.5,0,2,1,0,1.0,4,1,20,3,1,0,0,0,0,0,0,0,0
29286,15.0,0,1,7,1,3.0,99,0,0,0,0,0,0,0,NaN,NaN,0,0,0
29287,12.0,1,2,2,0,3.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29288,15.0,0,3,1,0,3.0,99,0,16,0,0,0,0,0,0,0,0,0,0
29289,19.0,0,1,1,0,3.0,4,1,17,48,2,1,19,10,0,0,1,3,19
29290,14.0,1,3,2,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29291,16.0,1,3,2,0,3.0,99,0,21,0,0,1,16,6,0,0,0,0,0
29292,70.0,1,1,1,1,1.0,4,1,15,0,0,1,17,0,0,0,1,30,27
29293,17.0,1,3,1,0,2.0,99,0,0,0,0,0,0,0,0,0,1,0,0
29294,19.0,0,4,6,1,2.0,4,0,17,0,0,0,0,0,0,0,1,0,0
29295,57.5,0,4,1,0,1.0,1,1,14,5,0,0,0,0,0,0,0,0,0
29296,15.0,1,2,1,1,1.0,99,1,18,5,0,0,0,0,0,0,0,0,0
29297,27.5,1,2,5,0,2.0,4,1,0,48,0,0,0,0,0,0,1,1,0
29298,32.5,0,3,1,0,2.0,1,1,0,156,1,0,0,0,0,0,0,0,0
29299,24.5,0,1,1,1,2.0,4,1,21,12,4,1,15,260,0,0,1,30,17
29300,16.0,0,4,1,0,3.0,99,1,17,338,3,1,15,10,1,5,1,0,0
29301,42.5,0,2,1,0,2.0,4,1,16,52,0,1,26,0,1,0,1,30,18
29302,27.5,0,2,7,0,2.0,2,1,0,24,1,1,24,0,0,0,0,0,0
29303,17.0,0,2,1,0,2.0,99,1,21,12,1,1,12,364,1,0,1,30,15
29304,32.5,1,2,2,0,3.0,4,1,0,0,0,1,13,30,0,0,1,0,14
29305,21.0,0,2,5,0,3.0,2,1,22,20,3,0,0,0,0,0,0,0,0
29306,22.5,1,4,2,0,2.0,1,1,10,36,2,1,15,208,0,0,1,0,0
29307,42.5,1,4,1,0,2.0,1,1,15,208,4,1,16,0,0,0,1,30,17
29308,14.0,1,1,7,0,1.0,99,0,22,0,0,0,0,0,0,0,0,0,0
29309,24.5,0,2,7,1,1.0,1,1,12,180,2,1,16,0,0,0,1,0,17
29310,24.5,0,4,1,0,1.0,1,1,13,20,1,0,0,0,0,0,0,0,0
29311,42.5,1,4,1,0,2.0,1,1,19,36,2,0,0,0,0,0,1,0,15
29312,22.5,1,2,3,1,1.0,1,1,17,0,0,1,12,0,0,0,1,10,18
29313,32.5,0,1,1,1,2.0,2,1,11,104,1,0,0,0,0,0,1,30,17
29314,14.0,0,1,7,0,3.0,99,0,15,0,0,0,0,0,1,0,0,0,0
29315,13.0,1,4,2,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29316,15.0,0,1,4,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29317,27.5,1,1,1,1,1.0,1,1,15,0,0,1,12,362,1,0,1,30,10
29318,42.5,1,3,1,0,2.0,1,0,14,0,0,0,0,0,0,0,0,0,0
29319,24.5,1,2,1,1,2.0,1,1,16,156,10,1,14,364,0,0,1,0,0
29320,14.0,0,2,6,1,2.0,99,1,0,4,0,1,14,3,1,0,1,0,13
29321,12.0,0,3,5,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
29322,22.5,1,4,6,0,1.0,2,1,16,208,3,1,16,0,0,0,1,0,0
29323,14.0,0,3,1,0,2.0,99,0,17,0,0,0,0,0,0,0,0,0,0
29324,13.0,0,1,1,0,2.0,99,0,20,0,0,0,0,0,0,0,0,0,0
29325,42.5,1,4,1,0,1.0,1,1,0,360,11,1,17,0,1,0,1,30,16
29326,42.5,0,4,1,0,2.0,1,1,18,60,1,1,14,0,0,0,1,1,0
29327,27.5,1,2,1,0,2.0,1,1,60,60,5,1,14,12,1,0,1,30,22
29328,13.0,0,4,1,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29329,42.5,0,4,1,0,2.0,1,1,23,12,2,0,0,0,0,0,0,0,0
29330,42.5,1,4,7,1,1.0,3,1,0,0,0,0,0,0,0,0,1,0,0
29331,16.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29332,13.0,0,4,6,0,1.0,99,0,18,0,0,0,0,0,NaN,0,0,0,0
29333,22.5,0,4,1,0,2.0,1,1,0,84,1,1,17,0,0,0,0,0,0
29334,16.0,1,3,3,0,2.0,99,0,21,0,0,0,0,0,0,0,0,0,0
29335,27.5,0,2,1,0,2.0,1,1,17,104,1,1,18,0,0,0,1,0,0
29336,13.0,0,2,1,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
29337,57.5,0,2,7,1,3.0,2,1,12,4,0,1,14,0,0,0,1,0,17
29338,20.0,0,3,1,0,2.0,1,1,16,10,0,0,0,0,0,0,0,0,0
29339,14.0,0,2,2,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29340,20.0,0,2,1,0,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0
29341,57.5,1,2,1,0,2.0,4,1,16,Not sure,0,0,0,0,0,0,1,0,16
29342,22.5,0,1,1,0,3.0,2,1,13,180,2,1,16,0,0,0,1,0,0
29343,57.5,0,4,2,1,1.0,1,0,16,0,0,0,0,0,0,0,0,0,0
29344,17.0,0,2,1,1,1.0,99,1,16,15,7,1,16,68,NaN,0,1,0,0
29345,32.5,0,1,7,1,2.0,4,0,16,0,0,0,0,0,0,0,0,0,0
29346,42.5,0,4,1,0,1.0,1,1,20,52,3,0,0,0,0,0,1,0,0
29347,27.5,0,4,1,0,3.0,1,1,15,60,1,0,0,0,0,0,0,0,0
29348,24.5,0,2,1,0,1.0,1,1,14,5,2,0,0,0,0,0,0,0,0
29349,70.0,0,2,1,0,1.0,4,1,15,24,2,1,16,0,0,0,1,0,0
29350,57.5,1,1,6,1,1.0,1,1,0,3,0,0,0,0,0,0,1,30,15
29351,27.5,1,1,2,0,1.0,3,1,0,0,0,1,11,NaN,0,0,1,0,0
29352,42.5,0,2,1,1,1.0,2,1,0,24,3,1,18,60,0,0,1,0,31
29353,32.5,1,1,1,0,1.0,2,1,0,48,5,1,15,0,0,0,1,3,23
29354,42.5,1,4,2,0,1.0,1,1,20,104,3,0,0,0,0,0,1,15,20
29355,13.0,0,2,7,1,1.0,99,0,17,0,0,0,0,0,1,0,0,0,0
29356,27.5,1,1,2,0,2.0,2,1,16,240,2,1,24,15,0,0,1,0,0
29357,42.5,1,1,7,1,1.0,4,1,NaN,0,0,1,27,0,0,0,1,0,25
29358,22.5,1,2,1,0,1.0,1,1,12,52,15,1,14,24,0,0,1,30,16
29359,32.5,1,4,7,0,2.0,1,1,18,156,1,1,31,0,0,0,1,3,0
29360,42.5,0,2,7,0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0
29361,42.5,0,4,1,0,2.0,1,1,21,156,1,1,18,180,0,0,1,30,39
29362,22.5,0,1,2,1,2.0,2,0,16,0,0,0,0,0,0,0,0,0,0
29363,42.5,1,3,1,0,2.0,1,1,18,208,12,1,12,0,0,0,1,0,16
29364,57.5,0,3,1,0,1.0,1,1,15,36,1,1,18,0,0,0,1,0,0
29365,57.5,1,4,1,0,2.0,1,1,0,104,3,1,14,0,0,0,1,0,22
29366,32.5,0,4,1,0,3.0,1,1,16,36,0,0,0,0,NaN,0,0,0,0
29367,22.5,0,3,7,0,1.0,2,1,18,156,8,1,15,156,1,7,1,0,0
29368,13.0,0,1,6,1,1.0,99,1,16,144,NaN,0,0,0,0,0,0,0,0
29369,22.5,1,2,7,0,2.0,4,1,0,341,2,1,14,300,0,0,1,0,0
29370,32.5,0,1,1,0,2.0,4,1,17,0,0,1,17,NaN,1,0,1,0,12
29371,32.5,0,2,6,1,1.0,3,1,21,0,0,0,0,0,0,0,1,0,0
29372,12.0,1,3,1,0,2.0,99,0,0,0,0,0,0,0,NaN,NaN,0,0,0
29373,24.5,1,4,7,1,1.0,1,1,0,208,3,1,17,0,0,0,0,0,0
29374,24.5,0,1,6,0,2.0,4,1,16,1,Not sure,1,14,96,0,0,0,0,0
29375,13.0,0,2,7,0,2.0,99,0,19,0,0,0,0,0,0,0,0,0,0
29376,42.5,1,3,1,0,2.0,1,1,0,312,2,1,15,364,1,0,1,0,16
29377,42.5,0,4,5,0,1.0,1,1,0,36,1,1,15,0,0,0,1,0,17
29378,18.0,0,4,1,0,1.0,1,1,21,1,3,0,0,0,0,0,0,0,0
29379,12.0,0,4,5,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29380,24.5,1,2,1,0,1.0,1,1,16,144,2,1,21,0,0,0,1,0,0
29381,32.5,0,2,1,0,3.0,4,1,13,24,1,0,0,0,1,0,0,0,0
29382,21.0,0,2,1,0,2.0,2,1,15,10,0,0,0,0,0,0,0,0,0
29383,14.0,1,4,1,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
29384,32.5,0,2,7,0,1.0,1,1,14,7,1,0,0,0,0,0,0,0,0
29385,32.5,1,2,2,0,1.0,3,1,0,208,7,1,12,260,0,0,1,5,24
29386,12.0,0,3,1,0,1.0,99,1,19,NaN,NaN,0,0,0,0,0,0,0,0
29387,27.5,1,2,6,1,1.0,3,1,5,208,10,1,14,347,1,8,1,30,15
29388,21.0,0,2,1,1,3.0,2,1,0,102,NaN,1,18,312,0,0,1,3,0
29389,16.0,0,3,7,0,2.0,99,0,14,0,0,0,0,0,0,0,1,0,0
29390,42.5,1,4,1,0,3.0,1,1,15,156,2,1,17,0,0,0,1,0,0
29391,20.0,0,2,1,1,2.0,2,1,13,60,2,1,16,0,0,0,1,0,0
29392,12.0,1,1,3,1,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29393,57.5,1,2,7,0,1.0,1,0,17,0,0,0,0,0,0,0,0,0,0
29394,27.5,0,4,1,0,2.0,1,1,0,3,0,0,0,0,0,0,0,0,0
29395,13.0,0,1,7,1,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29396,32.5,0,4,1,0,2.0,4,1,15,0,0,0,0,0,0,0,0,0,0
29397,16.0,0,4,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
29398,32.5,0,4,1,0,1.0,1,1,NaN,208,1,1,21,1,0,0,0,0,0
29399,24.5,0,1,1,0,1.0,4,1,0,5,1,0,0,0,0,0,0,0,0
29400,70.0,0,2,1,0,1.0,4,1,16,0,0,0,0,0,0,0,0,0,0
29401,32.5,0,2,7,0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
29402,22.5,0,1,7,0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0
29403,42.5,1,3,7,0,1.0,1,1,18,5,0,0,0,0,0,0,0,0,0
29404,42.5,0,1,2,1,1.0,3,1,50,35,2,1,25,0,0,0,1,0,23
29405,32.5,0,2,1,1,3.0,4,1,15,48,1,0,0,0,0,0,1,30,15
29406,32.5,0,2,7,0,2.0,3,1,0,52,0,1,18,3,0,0,1,0,0
29407,15.0,1,4,2,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
29408,14.0,1,4,1,0,1.0,99,0,21,0,0,0,0,0,0,0,0,0,0
29409,27.5,1,2,2,0,1.0,1,1,18,20,NaN,0,0,0,0,0,0,0,0
29410,15.0,0,2,1,0,3.0,99,0,15,0,0,0,0,0,0,0,0,0,0
29411,27.5,1,1,1,1,2.0,3,1,19,104,4,1,13,0,1,0,1,30,12
29412,19.0,1,1,1,0,1.0,2,1,6,156,7,1,15,36,0,0,1,8,0
29413,57.5,1,1,1,0,1.0,2,1,14,208,5,1,18,24,1,0,1,0,0
29414,27.5,1,2,1,0,1.0,1,1,15,144,3,1,19,48,0,0,1,30,21
29415,22.5,1,3,5,0,1.0,2,1,0,2,0,1,21,46,0,0,1,30,18
29416,22.5,0,3,1,0,2.0,1,1,18,0,0,0,0,0,0,0,1,30,17
29417,57.5,1,4,1,0,1.0,4,1,15,20,1,0,0,0,0,0,1,30,18
29418,21.0,0,3,1,0,2.0,2,1,NaN,14,0,1,20,10,0,0,1,0,0
29419,42.5,0,4,1,0,1.0,2,1,10,208,1,1,16,156,0,0,1,0,0
29420,42.5,1,1,1,0,2.0,4,1,20,4,0,1,18,0,0,0,1,30,17
29421,12.0,1,4,5,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
29422,57.5,0,4,7,0,1.0,1,1,16,5,0,1,18,0,1,0,1,2,16
29423,18.0,1,4,1,0,1.0,1,0,21,0,0,0,0,0,0,0,0,0,0
29424,70.0,0,3,1,0,2.0,4,1,0,48,1,0,0,0,0,0,0,0,0
29425,57.5,0,2,7,1,1.0,1,1,17,5,NaN,1,30,0,0,0,0,0,0
29426,57.5,0,4,5,0,3.0,2,0,12,0,0,0,0,0,0,0,0,0,0
29427,42.5,0,1,2,1,1.0,3,1,20,2,1,1,22,0,0,0,1,0,0
29428,42.5,1,4,2,0,1.0,1,1,0,156,3,1,14,360,0,0,1,0,18
29429,57.5,0,2,1,0,2.0,4,1,14,24,0,1,21,0,0,0,1,30,16
29430,57.5,1,1,2,0,2.0,4,1,21,260,1,0,0,0,0,0,0,0,0
29431,22.5,0,1,2,1,2.0,4,1,16,12,NaN,0,0,0,0,0,0,0,0
29432,57.5,0,4,1,1,1.0,1,1,17,6,NaN,1,16,0,0,0,1,10,21
29433,42.5,1,2,6,1,2.0,4,1,0,6,1,1,14,0,0,0,1,0,16
29434,21.0,0,1,1,0,3.0,4,1,17,96,7,1,19,52,0,0,0,0,0
29435,18.0,1,1,7,1,1.0,3,0,15,0,0,0,0,0,0,0,0,0,0
29436,42.5,1,3,1,0,1.0,1,1,12,0,0,0,0,0,0,0,0,0,0
29437,57.5,1,2,1,0,2.0,1,1,21,0,0,1,18,0,0,0,0,0,0
29438,16.0,0,3,7,0,2.0,99,1,0,4,0,0,0,0,0,0,0,0,0
29439,70.0,1,1,7,0,2.0,4,1,18,104,0,0,0,0,0,0,0,0,0
29440,12.0,1,4,1,0,3.0,99,0,12,0,0,0,0,0,0,0,0,0,0
29441,57.5,1,4,7,0,2.0,4,1,19,341,1,0,0,0,0,0,1,0,15
29442,70.0,0,2,1,0,2.0,4,1,15,0,0,0,0,0,0,0,1,0,21
29443,42.5,0,3,7,0,1.0,1,1,15,48,2,1,18,0,0,0,0,0,0
29444,17.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29445,15.0,0,4,1,0,1.0,99,1,0,3,5,0,0,0,0,0,0,0,0
29446,27.5,0,1,1,1,2.0,4,1,15,72,6,1,13,208,1,15,1,30,16
29447,32.5,0,4,1,0,1.0,1,1,0,5,1,0,0,0,0,0,0,0,0
29448,24.5,1,4,7,0,1.0,1,1,18,156,2,1,15,330,1,1,1,30,17
29449,42.5,0,3,2,0,1.0,1,1,29,24,2,0,0,0,0,0,0,0,0
29450,32.5,0,4,1,0,1.0,1,1,17,4,0,1,12,0,0,0,1,30,12
29451,42.5,1,1,2,1,1.0,4,1,0,12,0,1,14,0,0,0,1,30,29
29452,12.0,0,2,1,1,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
29453,24.5,0,3,1,0,2.0,1,1,10,48,3,1,18,0,0,0,1,0,0
29454,42.5,0,2,7,0,3.0,4,1,16,3,0,0,0,0,0,0,0,0,0
29455,13.0,1,2,1,1,1.0,99,0,16,0,0,0,0,0,0,0,1,0,0
29456,42.5,1,4,1,0,1.0,1,1,13,104,3,1,16,0,0,0,1,0,0
29457,42.5,1,2,1,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0
29458,21.0,0,2,6,0,1.0,4,1,18,48,6,0,0,0,0,0,0,0,0
29459,57.5,0,4,6,0,3.0,1,1,17,24,1,0,0,0,0,0,0,0,0
29460,42.5,1,4,1,0,1.0,1,1,0,72,2,1,19,0,1,0,1,20,17
29461,42.5,1,3,2,0,1.0,1,1,20,5,0,0,0,0,0,0,0,0,0
29462,13.0,0,4,6,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29463,27.5,0,1,7,1,2.0,4,0,13,0,0,0,0,0,0,0,0,0,0
29464,16.0,1,4,1,0,2.0,99,1,0,3,1,1,16,26,0,0,0,0,0
29465,13.0,1,4,1,0,3.0,99,0,21,0,0,0,0,0,0,0,0,0,0
29466,32.5,1,1,1,0,1.0,1,1,21,0,0,1,15,360,0,0,1,0,15
29467,19.0,1,3,7,0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0
29468,70.0,0,4,1,0,1.0,4,1,18,3,0,0,0,0,0,0,1,0,0
29469,14.0,1,4,1,0,2.0,99,0,15,0,0,0,0,0,0,0,0,0,0
29470,42.5,0,2,1,0,1.0,4,1,0,12,2,0,0,0,0,0,0,0,0
29471,17.0,1,1,1,0,1.0,99,1,16,0,0,0,0,0,0,0,0,0,0
29472,70.0,0,4,1,0,1.0,2,1,0,52,1,1,26,0,0,0,1,0,0
29473,42.5,0,3,2,0,2.0,1,1,17,52,1,1,21,12,0,0,0,0,0
29474,32.5,0,2,7,0,3.0,1,1,12,0,0,0,0,0,0,0,1,0,0
29475,22.5,0,1,7,1,2.0,1,1,16,337,NaN,1,18,156,0,0,0,0,0
29476,70.0,0,2,1,0,2.0,4,1,15,24,NaN,0,0,0,0,0,0,0,0
29477,32.5,0,2,1,0,2.0,2,1,15,52,3,1,13,364,1,0,1,5,13
29478,13.0,0,2,7,0,1.0,99,0,14,0,0,0,0,0,0,0,0,0,0
29479,24.5,1,4,1,0,2.0,2,1,21,156,3,1,16,120,0,0,1,30,17
29480,24.5,0,3,6,0,3.0,1,1,15,72,0,1,18,0,0,0,0,0,0
29481,12.0,0,2,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
29482,16.0,0,4,1,0,1.0,99,1,14,240,4,0,0,0,0,0,0,0,0
29483,57.5,0,4,1,0,2.0,1,1,14,104,2,1,19,0,0,0,1,0,18
29484,14.0,0,2,7,1,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
29485,42.5,0,4,7,0,1.0,2,1,20,48,2,0,0,0,1,0,0,0,0
