,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cigs Per Day,Cig Everyday Use Age
310,21.0,0,2,2,1,1.0,1,0,0,0,0,1,18,60,0,0,1,1,17
311,70.0,0,1,1,1,1.0,4,0,14,0,0,0,0,0,0,0,0,0,0
312,70.0,0,3,1,0,1.0,4,1,14,104,0,0,0,0,0,0,0,0,0
313,19.0,0,4,6,0,1.0,1,1,12,5,0,1,16,0,0,0,1,30,16
314,42.5,1,4,2,0,1.0,1,1,17,260,3,1,17,0,0,0,1,0,0
315,12.0,1,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0,0,0,0
316,57.5,0,4,2,0,2.0,1,1,15,156,3,0,0,0,0,0,1,30,20
317,12.0,1,3,1,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
318,32.5,1,3,7,0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0
319,42.5,0,2,7,0,3.0,1,1,23,12,0,0,0,0,0,0,1,30,18
320,18.0,0,2,7,0,2.0,4,1,16,1,0,0,0,0,0,0,0,0,0
321,42.5,0,1,7,0,2.0,1,1,15,36,1,0,0,0,0,0,1,0,0
322,42.5,1,3,7,0,1.0,1,1,15,12,0,0,0,0,1,20,0,0,0
323,13.0,0,4,7,0,2.0,99,1,12,0,0,1,13,24,0,0,0,0,0
324,17.0,1,2,1,0,3.0,99,1,0,156,NaN,0,0,0,0,0,0,0,0
325,21.0,1,2,3,0,1.0,2,0,18,0,0,0,0,0,0,0,0,0,0
326,14.0,1,1,7,1,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
327,42.5,0,2,1,0,2.0,2,1,0,156,1,1,14,0,1,0,1,0,18
328,24.5,1,1,7,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,32.5,1,1,7,0,1.0,3,1,14,0,0,1,17,364,1,0,1,30,17
330,70.0,0,3,7,1,2.0,4,1,16,3,0,0,0,0,0,0,0,0,0
331,42.5,0,3,1,0,1.0,1,1,15,24,4,0,0,0,0,0,1,0,0
332,27.5,1,4,7,0,1.0,1,1,20,52,7,1,17,1,0,0,1,2,0
333,70.0,0,1,1,0,1.0,4,1,21,2,0,0,0,0,0,0,0,0,0
334,18.0,1,1,3,1,3.0,4,0,20,0,0,0,0,0,0,0,0,0,0
335,22.5,0,1,1,1,2.0,4,0,0,0,0,0,0,0,0,0,0,0,0
336,24.5,0,2,1,0,2.0,4,1,19,120,4,1,14,360,1,0,1,30,14
337,24.5,0,4,7,0,1.0,1,1,15,208,1,0,0,0,0,0,0,0,0
338,18.0,1,2,1,0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0
339,57.5,0,3,7,0,1.0,1,1,13,156,1,0,0,0,0,0,1,0,0
340,24.5,1,1,1,1,1.0,1,1,0,24,0,0,0,0,0,0,1,0,0
341,24.5,1,2,7,0,2.0,1,1,16,342,7,1,15,337,1,0,1,4,18
342,27.5,0,2,7,0,1.0,2,1,21,104,2,1,18,0,0,0,1,0,19
343,24.5,0,2,1,0,1.0,4,0,18,0,0,0,0,0,0,0,0,0,0
344,16.0,0,4,1,0,1.0,99,0,7,0,0,0,0,0,0,0,0,0,0
345,57.5,0,3,2,1,2.0,4,0,20,0,0,0,0,0,0,0,0,0,0
346,24.5,1,2,1,0,2.0,1,1,0,104,6,1,17,2,1,0,1,0,0
347,42.5,0,1,7,1,1.0,4,0,14,0,0,0,0,0,0,0,0,0,0
348,42.5,0,1,5,0,3.0,3,0,14,0,0,0,0,0,0,0,0,0,0
349,57.5,1,4,1,1,2.0,1,1,15,4,0,0,0,0,0,0,0,0,0
350,57.5,1,3,1,0,3.0,1,1,0,360,2,0,0,0,0,0,0,0,0
351,18.0,1,4,1,0,1.0,2,1,20,5,1,0,0,0,0,0,0,0,0
352,32.5,1,2,1,0,3.0,1,1,17,4,0,1,19,0,0,0,1,0,17
353,32.5,0,4,1,0,1.0,1,1,21,36,1,0,0,0,0,0,0,0,0
354,24.5,1,1,1,1,1.0,3,1,8,48,4,1,12,36,0,0,1,7,13
355,42.5,0,2,1,0,1.0,1,1,0,6,0,0,0,0,0,0,0,0,0
356,27.5,0,2,1,0,1.0,1,1,0,24,1,0,0,0,0,0,0,0,0
357,14.0,0,3,1,0,1.0,99,0,17,0,0,0,0,0,0,0,0,0,0
358,17.0,0,1,7,1,1.0,99,0,10,0,0,0,0,0,0,0,0,0,0
359,21.0,0,1,3,1,2.0,3,1,15,15,0,0,0,0,0,0,1,30,13
360,13.0,1,4,7,0,3.0,99,1,0,3,1,1,11,24,0,0,0,0,0
361,21.0,0,2,1,0,1.0,4,0,14,0,0,0,0,0,0,0,1,20,14
362,57.5,1,4,1,0,1.0,1,1,0,12,2,0,0,0,0,0,1,0,0
363,27.5,0,2,1,1,2.0,4,1,16,24,0,1,18,0,1,0,1,30,17
364,57.5,0,4,1,0,1.0,2,1,15,0,0,1,13,0,0,0,1,0,0
365,17.0,0,4,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
366,20.0,1,2,7,1,2.0,1,1,19,3,0,1,16,0,0,0,1,5,0
367,57.5,0,2,3,1,2.0,1,1,21,52,0,1,3,0,0,0,1,0,26
368,42.5,1,2,1,1,2.0,1,0,14,0,0,0,0,0,0,0,0,0,0
369,32.5,1,4,1,0,3.0,1,1,NaN,156,1,1,20,0,0,0,1,0,0
370,27.5,0,4,7,0,1.0,1,1,14,48,5,1,19,24,0,0,0,0,0
371,22.5,1,1,1,0,1.0,4,1,0,36,0,1,16,24,1,0,1,30,14
372,22.5,0,1,5,0,2.0,3,1,0,48,3,1,18,0,0,0,1,3,0
373,57.5,0,1,1,1,2.0,2,0,19,0,0,0,0,0,0,0,0,0,0
374,22.5,0,1,2,1,2.0,1,0,12,0,0,0,0,0,0,0,0,0,0
375,70.0,0,2,1,0,2.0,4,1,17,0,0,0,0,0,0,0,1,0,0
376,22.5,1,2,1,1,3.0,3,1,13,5,15,1,14,0,0,0,1,28,18
377,14.0,1,4,1,0,1.0,99,0,19,0,0,0,0,0,0,0,0,0,0
378,18.0,0,2,7,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0
379,21.0,0,1,1,0,1.0,2,1,21,260,2,1,17,5,0,0,1,0,0
380,22.5,0,2,2,1,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0
381,57.5,0,3,2,0,1.0,4,1,16,0,0,1,18,0,0,0,0,0,0
382,27.5,0,2,7,0,1.0,2,0,NaN,0,0,0,0,0,0,0,0,0,0
383,42.5,0,1,2,1,1.0,2,1,0,45,3,1,15,55,0,0,1,0,15
384,17.0,1,2,7,1,1.0,99,0,12,0,0,0,0,0,0,0,0,0,0
385,57.5,1,1,1,1,2.0,4,1,17,0,0,1,15,264,0,0,1,30,17
386,42.5,0,2,1,1,1.0,4,1,22,52,0,1,24,0,0,0,1,0,24
387,42.5,1,2,1,0,2.0,1,1,15,104,6,0,0,0,0,0,1,0,18
388,12.0,0,4,1,0,1.0,99,0,15,0,0,0,0,0,0,0,0,0,0
389,20.0,1,1,6,0,3.0,1,1,16,104,1,1,9,345,0,0,1,0,0
390,17.0,1,4,1,1,3.0,99,1,16,104,26,1,17,2,0,0,1,4,0
391,15.0,1,2,1,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
392,20.0,1,2,1,0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
393,17.0,0,4,1,0,1.0,99,1,12,3,6,1,16,247,1,0,1,1,0
394,32.5,1,3,1,0,2.0,1,1,0,208,2,0,0,0,0,0,0,0,0
395,17.0,0,4,2,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
396,12.0,0,2,2,0,2.0,99,0,15,0,0,0,0,0,0,0,0,0,0
397,24.5,1,2,7,0,1.0,1,1,0,36,6,0,0,0,0,0,1,0,0
398,42.5,0,1,1,1,2.0,4,1,21,24,6,1,14,156,0,0,1,0,14
399,57.5,0,4,1,0,1.0,1,1,10,208,1,1,20,0,0,0,0,0,0
400,42.5,1,4,5,0,1.0,1,1,21,208,1,0,0,0,0,0,0,0,0
401,17.0,0,3,5,0,2.0,99,0,18,0,0,0,0,0,0,0,0,0,0
402,70.0,1,2,1,0,2.0,4,1,0,104,2,0,0,0,0,0,0,0,0
403,32.5,0,3,1,1,1.0,2,1,0,36,2,1,16,0,0,0,1,30,18
404,21.0,0,4,1,0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
405,57.5,0,2,2,1,3.0,3,1,0,0,0,0,0,0,0,0,1,7,0
406,19.0,1,4,1,0,3.0,4,1,16,5,0,1,19,1,0,0,0,0,0
407,42.5,1,1,1,1,3.0,4,1,10,0,0,1,16,0,0,0,1,1,15
408,17.0,0,4,1,0,2.0,99,1,15,5,1,0,0,0,0,0,0,0,0
409,42.5,0,3,1,0,3.0,4,0,27,0,0,0,0,0,0,0,0,0,0
410,42.5,1,1,1,1,1.0,4,1,18,0,0,1,14,0,0,0,1,30,12
411,21.0,0,2,2,0,2.0,2,0,17,0,0,0,0,0,0,0,0,0,0
412,42.5,1,2,2,0,1.0,3,1,15,0,0,1,10,336,0,0,1,30,25
413,24.5,0,2,1,0,3.0,1,1,17,48,NaN,0,0,0,1,4,1,0,15
414,57.5,0,3,7,0,1.0,1,1,17,52,NaN,1,16,0,0,0,1,0,16
415,27.5,1,3,1,0,1.0,3,1,0,104,4,1,21,0,0,0,0,0,0
416,15.0,0,4,1,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
417,13.0,1,2,1,1,1.0,99,1,12,NaN,NaN,0,0,0,0,0,1,0,0
418,70.0,1,2,1,0,2.0,4,1,13,52,1,0,0,0,0,0,1,0,16
419,16.0,1,4,1,0,2.0,99,0,17,0,0,0,0,0,0,0,0,0,0
420,22.5,1,4,7,0,2.0,4,1,13,52,0,1,19,208,0,0,1,0,18
421,42.5,1,2,1,0,2.0,1,1,17,48,2,0,0,0,0,0,0,0,0
422,32.5,1,4,1,0,1.0,1,1,0,72,8,0,0,0,1,0,1,0,0
423,27.5,1,4,7,1,3.0,4,1,14,104,6,1,14,3,1,0,1,30,18
424,70.0,0,1,2,1,2.0,4,1,16,0,0,0,0,0,0,0,1,30,15
425,42.5,0,4,1,0,3.0,1,1,17,260,2,0,0,0,0,0,1,0,0
426,57.5,0,4,1,0,3.0,4,1,0,52,1,1,18,0,0,0,1,0,0
427,12.0,0,4,1,0,2.0,99,0,17,0,0,0,0,0,0,0,0,0,0
428,22.5,0,2,1,1,1.0,4,1,14,52,0,0,0,0,0,0,1,0,18
429,70.0,0,2,1,0,3.0,4,1,12,0,0,1,68,0,0,0,0,0,0
430,70.0,0,4,1,0,2.0,4,1,0,60,1,0,0,0,0,0,0,0,0
431,22.5,0,4,1,0,2.0,1,1,14,36,1,0,0,0,0,0,0,0,0
432,42.5,1,2,7,0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,20
433,70.0,0,3,1,0,1.0,4,1,16,364,2,0,0,0,0,0,1,0,20
434,15.0,1,3,1,0,2.0,99,1,15,60,0,1,12,6,0,0,1,0,0
435,18.0,0,2,5,0,1.0,4,0,18,0,0,0,0,0,0,0,0,0,0
436,24.5,0,3,1,0,1.0,1,1,16,3,0,0,0,0,0,0,0,0,0
437,20.0,0,1,1,0,1.0,2,1,0,208,3,1,16,364,0,0,1,0,0
438,42.5,1,4,1,0,2.0,1,1,18,260,3,1,20,0,1,0,0,0,0
439,19.0,0,1,3,1,1.0,1,1,20,15,0,1,15,30,1,0,1,30,18
440,24.5,0,2,1,0,2.0,1,1,17,104,2,1,13,5,1,0,0,0,0
441,19.0,0,3,1,0,1.0,2,1,19,52,5,1,15,120,0,0,1,0,0
442,70.0,1,3,1,0,1.0,4,0,20,0,0,0,0,0,0,0,0,0,0
443,57.5,0,4,7,1,2.0,1,1,15,52,4,1,12,0,0,0,1,30,15
444,27.5,0,3,1,0,1.0,4,1,15,0,0,0,0,0,0,0,0,0,0
445,57.5,1,4,1,0,1.0,4,1,0,5,0,0,0,0,0,0,0,0,0
446,24.5,1,1,1,0,1.0,1,1,12,52,3,1,19,0,0,0,1,0,0
447,22.5,1,1,5,0,3.0,2,1,NaN,48,2,0,0,0,0,0,0,0,0
448,18.0,0,3,1,0,2.0,2,1,19,104,6,1,14,104,0,0,0,0,0
449,19.0,1,3,1,0,2.0,2,1,0,0,0,1,15,104,0,0,1,0,0
450,12.0,1,4,5,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
451,16.0,1,4,1,0,2.0,99,1,17,52,0,1,14,104,1,1,1,2,14
452,15.0,1,4,1,0,2.0,99,0,14,0,0,0,0,0,0,0,0,0,0
453,70.0,1,2,1,0,1.0,4,1,29,0,0,0,0,0,0,0,1,0,22
454,42.5,0,4,1,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0
455,24.5,0,2,1,0,2.0,1,1,16,104,1,1,15,0,1,0,0,0,0
456,42.5,0,2,7,0,2.0,1,0,17,0,0,0,0,0,0,0,1,0,0
457,70.0,0,2,1,0,2.0,4,0,13,0,0,0,0,0,0,0,0,0,0
458,42.5,0,2,1,1,3.0,4,1,18,24,0,1,12,360,0,0,1,30,12
459,21.0,1,2,1,1,2.0,1,1,19,32,4,0,0,0,0,0,0,0,0
460,32.5,0,4,1,0,2.0,1,1,18,24,0,1,15,24,0,0,1,30,16
461,27.5,1,2,1,0,1.0,1,1,0,68,1,1,12,81,0,0,1,0,0
462,32.5,0,4,7,0,2.0,2,1,19,4,2,1,17,0,1,0,1,0,22
463,32.5,0,4,1,0,1.0,1,1,22,20,1,0,0,0,0,0,0,0,0
464,27.5,0,2,6,1,1.0,1,1,22,60,3,1,26,0,0,0,1,0,0
465,42.5,0,4,1,0,1.0,1,1,11,24,2,0,0,0,0,0,0,0,0
466,70.0,1,4,1,0,1.0,1,1,16,0,0,0,0,0,0,0,0,0,0
467,57.5,1,4,1,0,2.0,1,1,0,208,3,1,13,12,0,0,1,0,13
468,57.5,0,1,1,0,1.0,3,1,14,0,0,0,0,0,0,0,1,0,16
469,42.5,0,3,1,0,3.0,4,1,0,0,0,0,0,0,0,0,0,0,0
470,42.5,0,4,1,0,3.0,4,1,12,36,1,1,18,0,0,0,1,0,0
471,24.5,1,4,7,0,1.0,1,1,0,208,2,1,14,0,0,0,1,0,14
472,57.5,1,4,5,0,1.0,4,1,16,7,1,1,14,8,0,0,1,30,26
473,18.0,0,2,7,1,1.0,4,1,0,24,3,0,0,0,0,0,0,0,0
474,42.5,0,4,1,0,2.0,1,1,19,104,2,0,0,0,0,0,0,0,0
475,57.5,0,2,2,0,1.0,4,1,20,36,0,0,0,0,0,0,1,30,21
476,22.5,1,2,5,0,1.0,4,0,21,0,0,0,0,0,0,0,0,0,0
477,13.0,1,2,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
478,14.0,1,1,7,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
479,32.5,0,1,7,1,2.0,4,1,14,36,0,0,0,0,0,0,0,0,0
480,42.5,0,3,1,0,2.0,4,1,18,36,1,1,20,0,0,0,1,0,0
481,42.5,0,2,7,0,1.0,2,1,0,0,0,0,0,0,0,0,1,0,0
482,32.5,0,3,7,1,3.0,4,1,16,15,2,1,13,208,1,10,1,0,14
483,24.5,0,2,2,0,1.0,4,0,18,0,0,0,0,0,0,0,0,0,0
484,18.0,0,2,1,0,1.0,2,1,17,0,0,1,16,0,0,0,1,0,0
485,19.0,1,4,1,0,3.0,1,1,14,36,5,0,0,0,0,0,0,0,0
486,17.0,0,2,7,0,3.0,99,1,16,0,0,0,0,0,0,0,0,0,0
487,57.5,0,4,1,0,3.0,1,1,0,48,2,1,12,52,0,0,1,30,23
488,18.0,1,4,1,0,1.0,2,1,18,36,3,1,17,0,0,0,0,0,0
489,13.0,1,4,1,0,2.0,99,0,18,0,0,0,0,0,0,0,0,0,0
490,42.5,0,4,1,0,2.0,2,1,17,5,0,0,0,0,0,0,0,0,0
491,32.5,0,1,2,1,1.0,4,1,0,104,NaN,1,16,5,0,0,1,2,20
492,27.5,0,4,1,0,2.0,1,1,12,12,2,1,14,0,0,0,1,0,0
493,42.5,1,3,3,0,2.0,1,1,14,0,0,0,0,0,0,0,1,30,10
494,27.5,0,2,2,1,1.0,1,0,14,0,0,0,0,0,0,0,0,0,0
495,19.0,0,2,2,1,2.0,1,0,18,0,0,0,0,0,0,0,0,0,0
496,70.0,0,2,1,0,2.0,4,1,NaN,4,0,0,0,0,0,0,1,0,0
497,21.0,0,4,1,0,1.0,2,1,18,156,2,1,17,3,0,0,1,0,0
498,24.5,0,2,1,0,1.0,1,1,0,24,3,1,16,0,0,0,0,0,0
499,32.5,1,2,5,0,1.0,1,1,0,364,10,1,15,240,1,8,1,30,17
500,13.0,0,4,5,0,3.0,99,0,0,0,0,0,0,0,0,0,0,0,0
501,21.0,0,2,1,0,1.0,1,1,12,19,2,0,0,0,0,0,1,0,0
502,22.5,1,4,7,0,2.0,2,1,16,12,0,1,17,0,0,0,1,10,18
503,16.0,1,2,7,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
504,14.0,1,1,7,0,2.0,99,0,15,0,0,0,0,0,0,0,0,0,0
505,57.5,0,4,5,0,1.0,4,0,15,0,0,0,0,0,0,0,0,0,0
506,57.5,0,1,7,1,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
507,42.5,1,4,1,0,1.0,3,1,17,0,0,1,17,0,0,0,1,30,13
508,32.5,1,4,1,0,2.0,1,1,18,156,2,1,17,0,1,0,1,0,16
509,15.0,0,2,2,0,2.0,99,0,13,0,0,0,0,0,1,4,0,0,0
510,42.5,0,4,1,0,3.0,1,1,15,6,0,1,15,0,0,0,1,0,15
511,70.0,1,4,1,0,1.0,4,0,16,0,0,0,0,0,0,0,0,0,0
512,24.5,0,4,1,0,2.0,1,1,0,4,0,1,24,0,0,0,0,0,0
513,57.5,1,4,1,0,2.0,1,1,15,60,3,1,14,0,0,0,1,0,0
514,27.5,0,3,1,0,1.0,2,1,0,36,0,1,16,0,0,0,1,0,0
515,70.0,0,3,1,1,3.0,4,1,16,4,0,0,0,0,0,0,0,0,0
516,42.5,1,4,1,0,2.0,1,1,16,104,4,0,0,0,0,0,0,0,0
517,13.0,0,4,1,0,2.0,99,0,18,0,0,0,0,0,NaN,0,0,0,0
518,57.5,1,4,1,0,2.0,1,1,18,52,3,0,0,0,0,0,0,0,0
519,18.0,1,2,6,0,2.0,2,0,17,0,0,0,0,0,0,0,0,0,0
520,24.5,0,4,1,1,3.0,4,1,10,144,4,1,14,52,1,0,1,30,16
521,42.5,0,4,1,0,1.0,1,1,12,0,0,1,19,0,0,0,1,0,0
522,14.0,1,1,7,1,3.0,99,0,18,0,0,0,0,0,1,3,0,0,0
523,57.5,1,4,1,0,2.0,1,1,0,260,6,1,18,0,0,0,1,0,16
524,42.5,0,4,1,0,1.0,2,1,0,12,0,1,17,0,1,0,1,0,16
525,42.5,0,4,1,0,2.0,2,1,0,208,2,1,15,2,1,0,1,0,17
526,22.5,0,2,1,0,2.0,3,1,14,104,10,1,16,364,0,0,1,30,18
527,21.0,0,1,1,0,2.0,2,1,21,104,3,0,0,0,0,0,1,20,19
528,42.5,1,4,1,0,1.0,1,1,18,312,6,1,20,14,0,0,1,1,18
529,22.5,1,2,1,0,2.0,1,1,18,10,0,0,0,0,0,0,0,0,0
530,19.0,1,3,1,0,2.0,2,1,16,NaN,3,0,0,0,0,0,0,0,0
531,32.5,0,2,2,0,3.0,1,1,15,2,0,1,21,0,0,0,0,0,0
532,42.5,1,2,6,0,2.0,1,1,0,15,3,1,16,0,0,0,1,30,20
533,42.5,1,4,1,0,1.0,1,1,16,48,1,0,0,0,0,0,0,0,0
534,13.0,1,4,7,0,2.0,99,1,20,0,0,0,0,0,0,0,0,0,0
535,42.5,0,4,1,0,1.0,1,1,14,36,1,0,0,0,1,0,0,0,0
536,32.5,1,2,7,0,2.0,4,1,13,48,5,0,0,0,0,0,1,5,0
537,12.0,1,2,1,0,1.0,99,0,16,0,0,0,0,0,0,0,0,0,0
538,18.0,1,1,1,0,1.0,4,1,13,0,0,1,13,0,0,0,0,0,0
539,42.5,1,2,5,0,2.0,2,1,14,5,1,0,0,0,0,0,0,0,0
540,24.5,1,2,2,0,3.0,2,1,14,12,0,0,0,0,0,0,0,0,0
541,42.5,0,2,1,1,2.0,1,1,0,12,0,0,0,0,0,0,0,0,0
542,17.0,1,3,2,1,2.0,99,0,19,0,0,0,0,0,0,0,0,0,0
543,57.5,0,2,1,0,3.0,4,1,15,0,0,1,19,0,0,0,1,0,19
544,32.5,0,1,2,1,2.0,1,1,15,156,1,0,0,0,0,0,1,0,0
545,12.0,1,2,1,1,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
546,15.0,0,4,2,0,1.0,99,1,17,20,NaN,0,0,0,0,0,1,0,0
547,32.5,0,4,1,0,3.0,1,1,16,36,2,1,20,0,0,0,0,0,0
548,57.5,0,4,1,0,3.0,1,1,13,24,1,0,0,0,0,0,1,0,0
549,21.0,0,2,1,0,2.0,4,1,0,72,3,0,0,0,0,0,1,30,16
550,13.0,0,4,1,0,3.0,99,0,18,0,0,0,0,0,0,0,1,0,0
551,42.5,0,4,1,0,1.0,1,1,18,0,0,1,18,0,0,0,1,0,0
552,15.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
553,27.5,0,3,1,0,2.0,2,1,18,0,0,0,0,0,0,0,0,0,0
554,19.0,0,4,1,0,1.0,2,0,12,0,0,0,0,0,0,0,0,0,0
555,42.5,1,4,5,0,1.0,1,1,15,48,1,0,0,0,0,0,0,0,0
556,20.0,1,2,2,0,1.0,1,1,14,0,0,0,0,0,0,0,0,0,0
557,42.5,1,1,1,1,3.0,4,1,20,12,3,1,15,0,0,0,1,24,15
558,57.5,1,3,1,0,2.0,1,1,16,24,NaN,1,9,365,0,0,1,0,0
559,42.5,0,1,1,1,2.0,4,0,15,0,0,0,0,0,1,NaN,1,16,13
560,42.5,1,4,1,0,1.0,1,1,20,12,3,0,0,0,0,0,0,0,0
561,42.5,0,2,1,1,1.0,1,1,19,104,3,0,0,0,0,0,1,15,18
562,57.5,0,4,1,0,2.0,4,1,18,48,1,0,0,0,0,0,1,0,0
563,27.5,0,3,1,0,3.0,1,1,18,4,0,1,19,0,0,0,1,30,20
564,24.5,1,3,1,0,2.0,1,1,19,0,0,1,14,0,0,0,1,30,25
565,42.5,1,2,2,1,3.0,3,1,13,208,NaN,1,16,52,0,0,0,0,0
566,27.5,1,2,1,0,1.0,3,1,17,72,10,1,20,0,0,0,1,0,0
567,14.0,1,2,1,1,1.0,99,0,14,0,0,0,0,0,NaN,0,0,0,0
568,14.0,1,3,7,0,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
569,21.0,0,1,7,0,3.0,3,1,19,104,5,0,0,0,0,0,1,30,20
570,57.5,0,2,1,0,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0
571,42.5,1,2,1,1,1.0,4,1,13,0,0,1,17,0,0,0,1,0,0
572,16.0,0,2,1,0,1.0,99,0,18,0,0,0,0,0,0,0,0,0,0
573,70.0,0,4,1,0,3.0,4,1,15,208,2,1,24,0,0,0,1,0,18
574,20.0,1,4,1,0,1.0,2,1,13,48,1,0,0,0,0,0,1,0,0
575,19.0,1,1,1,0,2.0,4,0,19,0,0,0,0,0,0,0,0,0,0
576,17.0,0,4,1,0,3.0,99,0,16,0,0,0,0,0,0,0,0,0,0
577,42.5,1,4,1,0,2.0,1,1,16,3,0,1,16,0,0,0,1,0,0
578,27.5,1,2,1,0,3.0,4,1,10,120,4,1,17,260,1,0,1,18,22
579,32.5,0,1,1,1,3.0,4,0,18,0,0,0,0,0,0,0,0,0,0
580,57.5,0,4,1,0,1.0,4,1,20,52,3,1,13,0,1,2,1,1,13
581,57.5,0,4,1,0,1.0,1,0,14,0,0,0,0,0,0,0,0,0,0
582,70.0,0,4,1,0,1.0,4,0,21,0,0,0,0,0,0,0,0,0,0
583,22.5,0,2,1,1,3.0,3,1,19,48,2,1,13,72,0,0,1,5,18
584,22.5,1,2,1,0,3.0,1,1,0,60,2,1,22,156,0,0,0,0,0
585,42.5,0,1,1,1,1.0,4,1,14,0,0,1,15,342,0,0,1,30,13
586,21.0,1,1,1,0,3.0,2,1,14,52,6,0,0,0,0,0,1,0,0
587,42.5,1,2,7,0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0
588,22.5,1,1,7,0,2.0,2,1,17,48,7,1,15,364,0,0,1,30,17
589,42.5,1,4,5,0,2.0,1,1,21,5,1,0,0,0,0,0,0,0,0
590,14.0,0,3,1,0,1.0,99,0,21,0,0,0,0,0,0,0,0,0,0
591,16.0,1,2,4,0,1.0,99,1,12,1,0,0,0,0,0,0,0,0,0
592,27.5,0,4,1,0,1.0,1,1,15,36,3,1,18,208,1,1,1,30,18
593,42.5,0,4,1,0,2.0,1,1,19,104,1,0,0,0,0,0,0,0,0
594,57.5,1,2,1,1,3.0,1,1,9,0,0,0,0,0,0,0,1,30,14
595,15.0,0,2,1,0,1.0,99,0,0,0,0,0,0,0,0,0,0,0,0
596,42.5,1,4,1,0,1.0,1,1,17,156,10,1,23,0,1,0,1,0,0
597,20.0,1,4,7,0,1.0,2,1,25,24,4,1,18,52,0,0,0,0,0
598,27.5,1,2,1,0,2.0,3,1,0,104,6,1,16,2,0,0,1,30,18
599,42.5,1,2,7,0,1.0,1,1,27,60,5,1,19,0,1,0,1,0,17
600,15.0,0,4,3,0,1.0,99,0,11,0,0,0,0,0,0,0,0,0,0
601,42.5,0,2,2,0,3.0,1,1,0,48,3,1,23,0,0,0,0,0,0
602,14.0,1,1,1,1,2.0,99,0,16,0,0,0,0,0,0,0,0,0,0
603,57.5,0,3,1,0,1.0,1,0,13,0,0,0,0,0,0,0,1,20,0
604,19.0,0,4,1,1,2.0,2,0,20,0,0,0,0,0,0,0,0,0,0
605,70.0,0,3,1,0,2.0,2,1,13,208,1,1,25,0,0,0,1,0,0
606,22.5,0,3,1,0,1.0,2,1,0,24,2,1,19,0,1,0,0,0,0
607,42.5,1,3,7,0,3.0,4,1,13,36,0,0,0,0,0,0,0,0,0
608,17.0,0,4,1,0,2.0,99,1,0,60,3,1,16,2,0,0,0,0,0
609,19.0,1,2,1,1,1.0,2,1,17,0,0,1,15,0,0,0,0,0,0
610,42.5,0,1,5,1,3.0,4,1,13,4,0,1,28,0,0,0,1,0,0
611,21.0,0,1,1,1,2.0,4,1,16,0,0,0,0,0,0,0,0,0,0
612,27.5,1,1,2,1,1.0,4,1,8,NaN,NaN,1,18,0,0,0,1,26,0
613,22.5,0,1,2,1,3.0,2,1,17,50,3,1,20,48,0,0,0,0,0
614,27.5,0,2,1,0,1.0,2,1,19,240,1,1,15,48,0,0,1,0,0
615,21.0,0,2,1,0,1.0,2,1,12,156,5,1,17,52,0,0,1,0,0
616,18.0,1,2,2,0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,0
617,20.0,1,1,6,0,2.0,1,1,16,36,0,0,0,0,0,0,1,0,0
618,18.0,1,2,2,0,2.0,2,0,16,0,0,0,0,0,0,0,0,0,0
619,42.5,1,1,7,1,2.0,4,1,16,156,3,0,0,0,0,0,1,30,12
620,70.0,0,2,1,0,2.0,4,1,18,4,1,0,0,0,1,0,0,0,0
621,22.5,0,1,7,0,2.0,2,0,20,0,0,0,0,0,0,0,0,0,0
622,21.0,0,2,1,0,1.0,2,1,19,60,3,1,18,4,0,0,0,0,0
623,42.5,0,1,1,1,2.0,4,1,0,0,0,1,30,0,0,0,1,30,15
