,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
27715,21.0,1,2,7,0,1,1,1,14,120,6,1,14,60,0,0,,NaN,3,0
27716,24.5,1,3,2,0,2,1,1,18,156,1,1,19,60,1,0,,NaN,0,0
27717,32.5,0,4,5,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27718,21.0,1,4,1,0,2,3,1,21,24,5,0,0,0,0,0,,NaN,0,0
27719,42.5,0,4,7,0,2,1,1,12,24,1,0,0,0,0,0,,NaN,0,0
27720,22.5,1,2,7,0,3,1,1,21,24,1,0,0,0,0,0,,NaN,0,0
27721,57.5,1,2,1,0,3,4,1,15,0,0,1,15,156,0,0,,NaN,1,15
27722,14.0,1,1,7,1,2,99,1,13,14,0,1,14,2,0,0,,NaN,0,0
27723,42.5,1,4,1,0,3,1,1,17,48,4,1,16,364,1,0,,NaN,0,17
27724,42.5,0,4,1,1,2,2,1,17,48,1,0,0,0,0,0,0.0,NaN,0,0
27725,42.5,0,2,1,1,3,4,1,18,6,0,1,13,0,1,0,,NaN,30,16
27726,12.0,1,4,2,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27727,22.5,0,4,1,0,3,2,1,17,156,3,1,21,5,1,0,0.0,NaN,0,0
27728,32.5,0,4,1,0,2,1,1,11,260,4,1,18,0,0,0,,NaN,0,0
27729,32.5,0,2,5,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27730,32.5,0,4,1,0,2,1,1,15,156,2,1,15,0,0,0,,NaN,0,0
27731,32.5,1,2,1,0,2,1,1,19,12,0,0,0,0,0,0,0.0,NaN,0,0
27732,16.0,1,1,1,0,3,99,1,15,37,6,1,15,145,0,0,,NaN,30,15
27733,57.5,1,4,5,0,2,1,1,20,312,1,0,0,0,0,0,,NaN,0,21
27734,42.5,1,3,1,0,1,1,1,15,52,8,1,15,260,0,0,,NaN,0,15
27735,42.5,1,4,1,0,1,1,1,30,0,0,0,0,0,0,0,0.0,NaN,0,0
27736,14.0,1,3,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27737,13.0,1,4,5,0,3,99,1,11,20,2,0,0,0,1,0,0.0,25,0,0
27738,42.5,0,4,7,0,3,1,1,18,104,2,0,0,0,0,0,0.0,NaN,0,0
27739,12.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27740,32.5,1,4,5,0,1,1,1,23,3,0,0,0,0,0,0,0.0,NaN,0,0
27741,32.5,1,2,7,1,3,1,1,16,208,4,1,17,0,0,0,,NaN,0,0
27742,24.5,0,2,1,0,1,4,1,21,0,0,0,0,0,0,0,0.0,NaN,0,0
27743,27.5,1,3,1,0,3,1,1,16,12,4,1,17,0,0,0,,NaN,0,19
27744,14.0,1,1,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27745,70.0,0,2,5,0,2,4,1,NaN,3,0,0,0,0,0,0,0.0,NaN,0,0
27746,16.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27747,20.0,1,1,7,1,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27748,27.5,0,2,1,0,1,1,1,15,36,1,0,0,0,0,0,0.0,NaN,0,0
27749,42.5,0,2,1,1,3,4,1,21,0,0,1,17,0,0,0,,NaN,30,21
27750,42.5,1,3,1,0,2,1,1,19,24,2,0,0,0,1,0,,NaN,0,15
27751,42.5,0,3,2,0,1,1,1,21,60,0,1,25,1,0,0,0.0,NaN,0,0
27752,42.5,0,4,1,0,1,1,1,17,208,2,1,25,0,0,0,,NaN,30,21
27753,12.0,1,1,1,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27754,22.5,1,3,2,1,1,1,1,17,260,1,0,0,0,0,0,0.0,NaN,0,0
27755,15.0,1,4,6,0,2,99,1,10,0,0,1,13,156,1,0,,NaN,0,0
27756,20.0,0,3,7,0,1,2,1,15,24,5,1,20,150,0,0,0.0,NaN,0,0
27757,70.0,0,2,1,0,1,2,1,17,20,1,0,0,0,0,0,,NaN,0,19
27758,27.5,1,2,2,1,2,1,1,10,156,3,1,11,0,0,0,,NaN,30,19
27759,15.0,0,2,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27760,32.5,0,4,7,0,1,1,1,20,12,2,0,0,0,0,0,0.0,NaN,0,0
27761,22.5,0,4,1,0,1,1,1,16,156,NaN,1,15,20,1,0,,NaN,11,18
27762,21.0,1,3,7,1,1,2,1,13,5,1,1,13,0,1,0,,NaN,0,0
27763,14.0,1,1,2,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27764,57.5,1,1,1,0,3,4,1,18,95,NaN,0,0,0,0,0,0.0,NaN,0,0
27765,42.5,0,4,2,0,1,1,1,35,0,0,0,0,0,0,0,0.0,NaN,0,0
27766,70.0,0,4,1,0,1,4,1,21,4,0,0,0,0,0,0,0.0,NaN,0,0
27767,17.0,1,2,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27768,22.5,0,2,2,1,2,4,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
27769,12.0,1,3,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27770,57.5,0,4,1,0,1,1,1,18,156,2,1,17,0,0,0,0.0,NaN,0,0
27771,42.5,1,1,1,0,2,4,1,15,0,0,1,15,0,0,0,,NaN,30,12
27772,32.5,1,4,1,0,1,1,1,21,36,3,0,0,0,0,0,,NaN,0,23
27773,42.5,0,1,1,1,1,4,1,13,0,0,1,17,0,0,0,,NaN,0,14
27774,17.0,1,3,2,0,1,99,1,15,0,0,1,15,5,0,0,,NaN,0,0
27775,32.5,1,1,1,0,1,4,1,21,60,4,1,28,156,0,0,,NaN,28,0
27776,20.0,1,3,1,0,2,2,1,19,1,0,0,0,0,0,0,0.0,NaN,0,0
27777,32.5,0,4,1,0,1,3,1,13,11,0,1,12,111,1,0,,NaN,30,16
27778,27.5,0,4,1,0,1,1,1,16,156,2,1,19,52,0,0,,NaN,30,20
27779,14.0,0,1,2,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27780,15.0,1,4,2,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27781,15.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27782,15.0,0,4,1,0,3,99,1,14,25,1,1,14,12,0,0,,NaN,2,0
27783,57.5,1,1,6,0,1,4,1,17,12,0,1,17,0,0,0,,NaN,10,0
27784,57.5,1,1,2,1,2,2,1,25,0,0,0,0,0,0,0,0.0,NaN,0,0
27785,19.0,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27786,24.5,1,3,7,0,2,1,1,15,180,2,1,16,0,0,0,,NaN,0,0
27787,24.5,0,2,1,0,2,1,1,18,48,1,0,0,0,0,0,0.0,NaN,0,0
27788,42.5,0,4,7,0,1,2,1,15,24,0,1,15,0,0,0,,NaN,0,23
27789,24.5,1,2,1,0,2,1,1,14,72,2,1,14,365,1,0,,NaN,20,18
27790,57.5,0,4,1,0,1,1,1,16,52,1,0,0,0,0,0,,NaN,0,0
27791,22.5,1,2,2,0,2,1,1,14,24,3,1,17,15,0,0,,NaN,15,0
27792,32.5,0,2,1,1,3,1,1,20,60,1,0,0,0,0,0,0.0,NaN,0,0
27793,70.0,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27794,42.5,1,1,7,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27795,57.5,1,2,2,1,2,4,1,17,0,0,0,0,0,0,0,,NaN,0,15
27796,16.0,1,2,2,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27797,42.5,0,4,1,0,2,1,1,13,104,4,1,16,0,0,0,0.0,NaN,0,0
27798,12.0,0,2,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27799,70.0,0,2,1,0,1,2,1,21,3,0,0,0,0,0,0,,NaN,0,0
27800,42.5,1,4,7,0,2,1,1,NaN,104,1,1,16,8,0,0,,NaN,0,0
27801,24.5,0,3,1,0,3,1,1,15,24,1,1,17,0,0,0,,NaN,0,0
27802,14.0,1,1,1,0,1,99,1,13,144,3,1,12,208,0,0,,NaN,2,0
27803,24.5,1,1,1,1,1,1,1,12,84,3,1,9,104,1,0,,NaN,30,13
27804,70.0,1,4,1,0,1,4,1,18,0,0,1,28,0,0,0,,NaN,0,0
27805,70.0,0,3,7,0,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27806,32.5,1,4,6,1,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27807,14.0,1,4,7,0,2,99,1,14,2,2,0,0,0,0,0,0.0,0,0,0
27808,32.5,1,4,1,0,3,1,1,15,208,1,0,0,0,0,0,0.0,NaN,0,0
27809,14.0,0,3,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27810,21.0,1,2,7,0,1,1,1,13,156,2,1,18,52,0,0,,NaN,30,18
27811,21.0,1,2,1,0,3,1,1,15,60,3,1,16,0,0,0,,NaN,0,0
27812,12.0,0,1,6,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27813,57.5,0,2,2,0,1,2,1,18,104,4,1,18,0,0,0,,NaN,5,0
27814,42.5,1,3,1,0,1,1,1,14,104,2,1,17,1,0,0,,NaN,2,0
27815,32.5,1,2,7,0,1,1,1,20,12,1,1,18,52,0,0,0.0,NaN,0,0
27816,12.0,0,3,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27817,42.5,0,3,1,0,1,4,1,16,12,0,1,16,30,0,0,,NaN,0,15
27818,22.5,1,2,7,1,1,2,1,16,25,2,0,0,0,0,0,,NaN,0,0
27819,24.5,0,2,7,1,1,2,1,21,24,1,1,18,36,0,0,,NaN,30,20
27820,57.5,0,3,1,0,3,1,1,12,60,1,1,22,0,0,0,0.0,NaN,0,0
27821,42.5,0,4,7,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27822,32.5,1,1,1,1,3,2,1,17,48,2,1,Not sure,0,0,0,,NaN,10,Not sure
27823,42.5,0,4,1,0,3,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27824,42.5,0,1,2,1,2,4,1,21,2,1,0,0,0,0,0,,NaN,0,0
27825,17.0,1,2,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27826,14.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27827,42.5,0,1,1,1,2,4,1,16,0,0,0,0,0,0,0,,NaN,30,15
27828,32.5,0,3,1,0,3,1,1,16,30,1,0,0,0,0,0,,NaN,0,0
27829,19.0,0,1,1,1,3,4,1,9,24,4,1,12,365,1,0,,NaN,30,14
27830,13.0,0,2,7,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27831,14.0,0,2,2,0,3,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27832,42.5,0,4,1,0,3,1,1,18,2,0,0,0,0,0,0,0.0,NaN,0,0
27833,57.5,1,4,5,0,1,2,1,22,48,1,0,0,0,0,0,,NaN,0,0
27834,15.0,1,2,1,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27835,70.0,0,3,7,0,1,1,1,21,36,2,0,0,0,0,0,,NaN,0,21
27836,16.0,1,2,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27837,24.5,0,2,2,1,2,1,1,16,36,2,1,18,0,0,0,0.0,NaN,0,0
27838,12.0,1,3,2,0,3,99,0,0,0,0,0,0,0,NaN,NaN,0.0,0,0,0
27839,18.0,0,3,1,0,1,2,1,17,10,3,1,14,156,0,0,,NaN,25,18
27840,70.0,1,4,7,0,3,1,1,15,52,4,0,0,0,0,0,0.0,NaN,0,0
27841,42.5,0,4,7,1,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27842,19.0,0,1,6,1,3,1,1,16,0,0,0,0,0,0,0,0.0,NaN,0,0
27843,57.5,0,2,7,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27844,15.0,1,2,7,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27845,42.5,0,4,1,0,1,1,1,13,15,0,1,17,0,0,0,,NaN,0,0
27846,18.0,0,2,1,1,3,4,1,17,2,0,0,0,0,0,0,0.0,NaN,0,0
27847,16.0,0,2,1,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27848,42.5,0,2,7,0,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27849,17.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27850,57.5,0,2,1,0,3,2,1,21,0,0,1,17,0,0,0,,NaN,0,18
27851,70.0,0,2,1,0,2,4,1,18,36,1,0,0,0,0,0,,NaN,0,0
27852,70.0,0,2,1,0,2,4,1,15,6,1,0,0,0,0,0,,NaN,0,0
27853,42.5,0,3,1,1,3,2,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
27854,13.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27855,42.5,0,4,1,0,1,1,1,17,1,0,0,0,0,0,0,0.0,NaN,0,0
27856,32.5,0,2,6,0,2,1,1,18,24,NaN,0,0,0,0,0,,NaN,30,15
27857,22.5,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,,NaN,30,17
27858,24.5,0,4,1,0,3,1,1,17,156,1,1,Not sure,24,0,0,,NaN,0,0
27859,27.5,1,2,1,1,2,4,1,15,10,2,1,15,1,1,0,,NaN,30,15
27860,13.0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27861,24.5,1,1,7,0,2,1,1,16,216,4,1,17,364,1,0,,NaN,30,20
27862,42.5,0,4,2,0,1,1,1,20,120,1,0,0,0,0,0,0.0,NaN,0,0
27863,18.0,1,1,1,0,1,3,1,16,5,0,0,0,0,0,0,0.0,NaN,0,0
27864,42.5,1,3,1,0,2,1,1,14,120,2,1,15,0,0,0,,NaN,0,0
27865,42.5,1,2,5,0,1,4,1,21,24,0,0,0,0,0,0,,NaN,0,Not sure
27866,16.0,0,2,1,1,2,99,1,12,0,0,1,14,104,0,0,,NaN,0,0
27867,42.5,1,2,1,1,2,1,1,12,12,6,1,13,0,0,0,,NaN,20,13
27868,32.5,0,2,1,0,3,1,1,15,15,1,1,17,0,0,0,,NaN,30,17
27869,42.5,0,4,2,0,1,1,1,21,15,0,1,20,0,0,0,,NaN,0,0
27870,42.5,1,2,1,0,2,3,1,15,20,5,1,16,7,1,0,,NaN,30,16
27871,32.5,0,4,7,0,1,1,1,16,300,3,1,20,2,0,0,,NaN,0,0
27872,70.0,0,2,1,0,1,4,1,17,156,2,1,50,0,0,0,,NaN,0,50
27873,42.5,1,4,1,0,2,1,1,19,208,1,1,21,0,0,0,,NaN,0,0
27874,19.0,1,2,7,0,2,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27875,70.0,0,2,1,0,1,2,1,16,36,1,1,26,0,0,0,,NaN,0,0
27876,21.0,0,3,3,0,2,1,1,15,84,3,1,15,2,0,0,,NaN,0,0
27877,42.5,1,4,6,0,1,1,1,16,52,2,1,22,0,0,0,0.0,NaN,0,0
27878,57.5,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27879,22.5,0,3,7,0,1,1,1,21,34,3,0,0,0,0,0,,NaN,0,0
27880,27.5,0,3,7,0,1,1,1,NaN,15,0,1,18,0,0,0,0.0,NaN,0,0
27881,42.5,1,2,7,0,1,1,1,11,347,2,1,12,0,0,0,,NaN,25,29
27882,70.0,1,4,1,0,1,2,1,21,260,1,0,0,0,0,0,0.0,NaN,0,0
27883,15.0,0,2,2,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27884,24.5,1,4,1,0,2,3,1,14,60,12,1,23,180,0,0,,NaN,30,18
27885,14.0,1,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27886,24.5,0,3,1,0,1,1,1,16,104,3,1,20,2,0,0,0.0,NaN,0,0
27887,16.0,1,4,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27888,16.0,1,2,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27889,42.5,0,4,1,0,3,1,1,20,52,2,1,19,0,0,0,,NaN,0,0
27890,15.0,0,2,1,1,3,99,1,NaN,NaN,NaN,0,0,0,0,0,,NaN,0,0
27891,32.5,1,2,1,0,1,1,1,18,24,3,1,18,0,0,0,,NaN,0,0
27892,57.5,0,4,1,0,3,4,1,16,300,1,1,18,156,1,0,,NaN,0,17
27893,32.5,1,1,7,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27894,21.0,0,2,7,0,2,2,1,16,156,3,1,19,0,0,0,,NaN,0,0
27895,32.5,0,2,7,0,1,4,1,20,2,0,0,0,0,0,0,0.0,NaN,0,0
27896,57.5,1,2,7,0,2,1,1,22,12,0,0,0,0,0,0,,NaN,30,16
27897,32.5,0,4,7,0,1,1,1,18,0,0,0,0,0,1,0,0.0,NaN,0,0
27898,13.0,0,1,7,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27899,57.5,1,3,1,0,2,1,1,16,156,5,1,17,0,1,0,,NaN,0,21
27900,14.0,1,2,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27901,57.5,1,4,5,0,1,1,1,18,0,0,0,0,0,0,0,0.0,NaN,0,0
27902,14.0,0,1,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27903,70.0,1,4,1,0,3,4,1,10,156,2,1,21,0,0,0,,NaN,0,0
27904,16.0,0,1,1,1,3,99,1,14,15,0,1,15,20,0,0,,NaN,0,0
27905,70.0,0,2,1,0,2,4,1,17,0,0,0,0,0,0,0,,NaN,0,20
27906,24.5,0,4,1,0,3,1,1,16,8,NaN,0,0,0,0,0,,NaN,4,18
27907,57.5,0,3,1,0,2,1,0,0,0,0,1,22,0,0,0,0.0,NaN,0,0
27908,70.0,1,2,1,0,2,1,1,23,0,0,0,0,0,0,0,,NaN,0,25
27909,42.5,1,2,1,1,1,1,1,14,260,3,1,16,0,0,0,,NaN,0,16
27910,70.0,1,4,1,0,1,4,1,14,208,2,0,0,0,0,0,0.0,NaN,0,0
27911,32.5,0,4,1,0,3,4,1,15,156,1,1,16,0,0,0,,NaN,0,0
27912,27.5,0,2,7,0,1,1,1,16,6,0,0,0,0,0,0,,NaN,0,0
27913,70.0,0,4,1,0,1,4,1,20,364,1,1,50,0,0,0,,NaN,30,30
27914,22.5,1,2,1,0,1,1,1,21,5,1,1,19,2,0,0,0.0,NaN,0,0
27915,17.0,0,3,5,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27916,13.0,0,4,1,0,3,99,0,0,0,0,0,0,0,NaN,0,0.0,25,0,0
27917,42.5,1,1,3,1,3,3,0,0,0,0,1,15,365,0,0,,NaN,30,19
27918,42.5,1,1,1,1,2,4,1,15,52,NaN,1,17,0,0,0,0.0,NaN,0,0
27919,42.5,1,3,7,1,1,1,1,7,260,12,1,13,1,0,0,,NaN,3,15
27920,22.5,0,2,1,0,1,1,1,18,156,2,1,17,48,1,6,0.0,NaN,0,0
27921,32.5,0,4,1,0,1,2,1,21,104,2,0,0,0,1,0,0.0,NaN,0,0
27922,42.5,1,4,2,0,3,1,1,23,360,3,0,0,0,0,0,0.0,NaN,0,0
27923,19.0,1,4,7,0,1,2,1,18,6,1,0,0,0,0,0,0.0,NaN,0,0
27924,17.0,1,4,5,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27925,57.5,1,2,1,0,3,3,1,13,Not sure,2,0,0,0,0,0,,NaN,30,13
27926,17.0,1,4,1,0,1,99,1,14,104,NaN,1,12,365,1,0,,NaN,30,15
27927,22.5,1,3,1,0,1,1,1,17,96,1,0,0,0,0,0,0.0,NaN,0,0
27928,22.5,0,3,7,0,1,1,1,16,52,1,1,19,52,0,0,,NaN,0,0
27929,24.5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,NaN,0,19
27930,24.5,1,2,1,0,2,1,1,16,72,1,1,16,0,0,0,,NaN,0,0
27931,21.0,0,4,1,0,1,2,1,16,36,1,0,0,0,0,0,0.0,NaN,0,0
27932,42.5,0,4,6,0,1,1,1,19,24,2,0,0,0,0,0,0.0,NaN,0,0
27933,20.0,1,2,2,0,3,4,0,0,0,0,1,19,138,0,0,0.0,NaN,0,0
27934,57.5,1,1,2,1,1,2,1,15,156,2,1,13,52,1,0,,NaN,15,0
27935,27.5,1,2,5,0,1,1,1,22,0,0,0,0,0,0,0,,NaN,0,20
27936,27.5,0,3,1,0,2,1,1,16,156,2,1,13,0,1,0,,NaN,0,0
27937,12.0,1,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27938,21.0,0,1,1,0,2,1,1,14,156,3,1,17,36,0,0,,NaN,0,0
27939,57.5,1,4,2,0,1,2,1,18,36,2,1,18,0,0,0,,NaN,0,15
27940,13.0,1,2,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27941,42.5,0,4,2,0,1,1,1,25,4,2,0,0,0,0,0,0.0,NaN,0,0
27942,12.0,1,2,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27943,24.5,0,1,7,0,2,2,1,21,120,1,0,0,0,0,0,0.0,NaN,0,0
27944,22.5,1,1,2,0,2,1,1,18,36,2,1,17,0,0,0,0.0,NaN,0,0
27945,42.5,0,2,2,0,2,1,1,19,2,1,1,17,0,0,0,,NaN,30,19
27946,13.0,0,4,6,0,1,99,0,0,0,0,0,0,0,1,NaN,0.0,0,0,0
27947,22.5,0,2,7,0,2,1,1,15,24,NaN,0,0,0,0,0,,NaN,5,0
27948,42.5,1,3,1,0,3,1,1,17,208,3,0,0,0,0,0,,NaN,0,17
27949,42.5,1,3,1,0,1,2,1,15,5,0,1,15,364,1,0,0.0,NaN,0,0
27950,16.0,0,2,2,1,3,99,1,16,3,0,0,0,0,0,0,0.0,0,0,0
27951,21.0,1,2,1,0,1,1,1,19,48,4,0,0,0,0,0,,NaN,0,0
27952,57.5,0,2,1,0,2,2,1,17,0,0,0,0,0,0,0,0.0,NaN,0,0
27953,42.5,0,4,2,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27954,42.5,0,4,1,0,2,1,1,12,208,2,1,15,0,0,0,,NaN,0,19
27955,19.0,1,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27956,42.5,1,4,1,0,3,1,1,17,24,NaN,1,16,0,0,0,,NaN,0,18
27957,22.5,1,4,6,0,2,2,1,16,24,3,1,16,120,0,0,,NaN,0,0
27958,13.0,0,1,2,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27959,32.5,1,2,1,0,2,1,1,14,52,2,1,15,0,0,0,,NaN,0,14
27960,32.5,1,4,6,0,2,1,1,20,52,4,0,0,0,0,0,,NaN,0,21
27961,24.5,1,4,1,0,2,1,1,21,36,2,0,0,0,0,0,,NaN,0,0
27962,32.5,0,4,1,0,1,1,1,15,260,3,1,24,0,0,0,,NaN,0,0
27963,14.0,0,3,7,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27964,32.5,0,3,1,0,3,1,1,17,12,5,0,0,0,0,0,,NaN,0,0
27965,57.5,0,4,1,0,3,1,1,18,52,1,1,18,0,0,0,,NaN,0,0
27966,42.5,0,4,5,0,1,4,1,18,10,2,1,22,0,0,0,,NaN,0,0
27967,24.5,0,2,1,0,2,2,1,21,156,2,1,24,1,0,0,0.0,NaN,0,0
27968,57.5,1,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27969,42.5,1,4,7,0,1,1,1,19,96,NaN,0,0,0,0,0,,NaN,0,20
27970,16.0,0,4,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27971,14.0,0,4,6,1,3,99,1,11,0,0,1,12,5,1,0,,NaN,0,0
27972,32.5,0,2,1,0,3,1,1,19,2,0,0,0,0,1,0,,NaN,30,18
27973,20.0,1,1,1,0,2,2,1,14,104,3,1,14,2,0,0,,NaN,0,0
27974,57.5,0,2,2,0,1,4,1,33,24,1,0,0,0,0,0,0.0,NaN,0,0
27975,42.5,1,4,1,0,3,1,1,15,156,2,1,17,0,0,0,,NaN,0,0
27976,42.5,1,4,1,0,1,1,1,28,312,1,1,12,0,0,0,,NaN,0,14
27977,20.0,1,1,1,0,2,2,1,15,14,0,1,14,260,0,0,,NaN,30,16
27978,22.5,1,2,7,0,2,4,1,15,156,3,1,16,364,0,0,,NaN,3,0
27979,19.0,1,1,6,1,2,3,1,14,52,0,1,14,365,1,0,0.0,NaN,0,0
27980,18.0,0,3,7,0,1,3,1,13,24,1,1,11,364,1,3,0.0,NaN,0,0
27981,42.5,0,2,1,0,2,1,1,15,12,6,1,15,12,1,0,,NaN,30,18
27982,13.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27983,32.5,1,4,7,0,3,3,1,14,208,3,1,14,0,0,0,,NaN,0,18
27984,14.0,0,2,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
27985,42.5,0,2,5,0,1,3,1,20,4,1,0,0,0,0,0,0.0,NaN,0,0
27986,19.0,0,4,5,0,1,4,1,18,10,0,0,0,0,0,0,0.0,NaN,0,0
27987,22.5,1,4,1,0,1,4,1,17,36,3,0,0,0,0,0,0.0,NaN,0,0
27988,32.5,0,3,1,0,3,4,1,12,0,0,0,0,0,0,0,,NaN,0,0
27989,24.5,1,1,2,0,1,1,1,14,2,1,0,0,0,0,0,0.0,NaN,0,0
27990,20.0,0,1,7,0,2,2,1,20,5,0,0,0,0,0,0,0.0,NaN,0,0
27991,32.5,1,4,1,0,2,1,1,18,156,7,1,25,0,0,0,,NaN,0,0
27992,27.5,0,4,1,0,2,1,1,14,48,2,1,18,0,0,0,,NaN,0,20
27993,57.5,1,2,7,0,1,1,1,14,3,NaN,0,0,0,0,0,,NaN,30,10
27994,19.0,0,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
27995,42.5,1,2,1,1,2,1,1,15,0,0,1,12,0,1,0,,NaN,0,0
27996,70.0,0,3,1,0,2,1,1,20,156,2,1,43,0,0,0,,NaN,0,18
27997,17.0,0,1,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27998,14.0,0,3,1,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
27999,27.5,0,2,7,1,1,1,1,16,12,2,0,0,0,0,0,0.0,NaN,0,0
28000,42.5,0,3,2,0,2,1,1,22,5,0,0,0,0,0,0,0.0,NaN,0,0
28001,27.5,0,2,1,0,2,4,1,18,48,0,0,0,0,0,0,,NaN,0,0
28002,19.0,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
28003,42.5,1,4,1,0,2,1,1,19,192,1,1,22,0,0,0,0.0,NaN,0,0
28004,42.5,1,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
28005,24.5,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,,NaN,0,0
28006,42.5,1,4,1,0,1,3,1,14,120,1,1,18,312,1,0,,NaN,1,20
