,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month,Cigarettes,Cig Friend Offer Chance,Cigs Per Day,Cig Everyday Use Age
282,24.5,0,4,2,0,1,1,1,21,5,1,0,0,0,0,0,0.0,NaN,0,0
283,12.0,0,4,2,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
284,24.5,1,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
285,12.0,1,2,7,0,1,99,0,0,0,0,0,0,0,NaN,NaN,0.0,0,0,0
286,57.5,0,2,1,0,3,2,1,26,2,0,0,0,0,0,0,0.0,NaN,0,0
287,57.5,1,4,4,0,2,1,1,12,48,1,1,14,0,0,0,,NaN,0,13
288,13.0,1,4,6,0,2,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
289,32.5,0,2,1,0,3,1,1,14,104,2,1,14,3,1,0,0.0,NaN,0,0
290,15.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
291,15.0,1,4,5,0,2,99,0,0,0,0,0,0,0,NaN,0,0.0,0,0,0
292,42.5,0,2,1,0,1,2,1,17,12,1,0,0,0,0,0,,NaN,0,16
293,27.5,1,4,1,0,1,1,1,21,104,1,0,0,0,0,0,0.0,NaN,0,0
294,32.5,0,3,1,0,3,2,1,13,60,2,1,13,0,0,0,,NaN,0,19
295,27.5,0,2,2,1,2,1,1,21,104,4,0,0,0,0,0,0.0,NaN,0,0
296,32.5,1,2,1,0,1,1,1,15,104,6,1,12,0,0,0,,NaN,0,16
297,42.5,0,1,1,1,2,4,1,17,0,0,1,17,0,0,0,,NaN,30,20
298,42.5,0,4,3,0,1,4,1,14,0,0,1,16,0,0,0,,NaN,30,18
299,42.5,0,4,1,0,1,2,1,18,20,2,1,18,0,0,0,,NaN,0,0
300,32.5,1,4,1,0,3,1,1,21,2,0,0,0,0,0,0,0.0,NaN,0,0
301,42.5,0,3,2,0,1,1,0,0,0,0,1,25,0,0,0,,NaN,0,0
302,42.5,1,4,1,0,1,1,1,16,104,1,1,30,0,0,0,,NaN,0,0
303,57.5,1,4,7,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
304,21.0,1,2,2,1,3,3,1,15,52,10,1,15,104,1,0,,NaN,0,15
305,12.0,1,4,6,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
306,22.5,0,3,1,0,2,3,1,17,104,1,0,0,0,0,0,0.0,NaN,0,0
307,19.0,1,3,1,0,1,3,0,0,0,0,1,10,0,0,0,0.0,NaN,0,0
308,70.0,0,2,5,0,1,4,1,18,0,0,0,0,0,NaN,0,,NaN,0,17
309,42.5,1,2,7,0,1,1,1,22,52,3,0,0,0,0,0,0.0,NaN,0,0
310,15.0,1,3,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
311,42.5,1,4,1,0,1,1,1,14,45,4,1,14,250,1,0,,NaN,30,15
312,32.5,0,3,1,0,1,1,1,14,156,1,1,15,0,0,0,,NaN,0,16
313,17.0,1,1,5,0,1,99,1,12,10,0,Not sure,NaN,NaN,NaN,NaN,0.0,0,0,0
314,42.5,0,4,1,0,1,2,1,17,36,1,1,17,0,0,0,,NaN,0,0
315,16.0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
316,16.0,0,4,1,0,2,99,1,15,14,0,1,15,120,0,0,,NaN,3,0
317,70.0,0,2,2,0,1,4,1,16,0,0,0,0,0,0,0,,NaN,0,16
318,22.5,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
319,42.5,1,2,1,0,3,1,1,23,104,2,0,0,0,0,0,0.0,NaN,0,0
320,32.5,1,2,1,0,2,4,1,16,12,1,1,18,360,1,0,,NaN,1,20
321,42.5,0,3,1,0,2,2,1,15,52,5,1,16,5,0,0,,NaN,0,18
322,22.5,1,4,1,0,1,2,1,15,Not sure,NaN,1,13,312,1,NaN,,NaN,5,Not sure
323,16.0,1,4,2,0,2,99,1,12,0,0,0,0,0,0,0,0.0,0,0,0
324,42.5,1,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0.0,NaN,0,0
325,18.0,1,1,2,0,1,2,1,18,1,0,1,16,60,0,0,,NaN,26,16
326,27.5,0,1,1,1,1,3,1,15,0,0,0,0,0,0,0,0.0,NaN,0,0
327,27.5,1,2,1,0,2,2,0,0,0,0,1,26,1,0,0,0.0,NaN,0,0
328,16.0,1,3,5,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
329,21.0,1,4,1,0,1,1,1,14,48,1,1,16,0,0,0,,NaN,0,0
330,18.0,0,1,1,0,2,4,1,16,72,4,1,16,36,0,0,,NaN,0,0
331,42.5,0,4,1,0,1,1,1,15,12,0,1,18,0,0,0,,NaN,1,15
332,32.5,1,2,7,0,1,1,1,20,0,0,0,0,0,0,0,,NaN,0,20
333,42.5,0,3,1,0,1,2,1,21,6,1,0,0,0,0,0,,NaN,0,0
334,32.5,1,4,1,0,3,1,1,20,36,4,1,22,0,0,0,,NaN,30,17
335,17.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
336,42.5,1,2,7,0,2,1,1,19,0,0,0,0,0,0,0,,NaN,0,0
337,57.5,0,4,1,0,1,4,1,15,260,1,1,16,0,1,0,,NaN,0,0
338,14.0,0,4,5,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
339,15.0,0,1,7,1,1,99,1,13,0,0,1,15,3,0,0,0.0,25,0,0
340,19.0,0,2,2,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
341,16.0,1,3,1,0,2,99,1,16,3,0,1,16,5,0,0,0.0,25,0,0
342,70.0,0,1,7,0,1,2,1,21,52,1,0,0,0,0,0,,NaN,0,0
343,22.5,1,1,5,0,1,1,1,18,52,4,0,0,0,0,0,,NaN,0,0
344,70.0,1,4,2,0,1,1,1,7,52,5,0,0,0,0,0,,NaN,0,0
345,57.5,1,2,1,0,2,1,1,20,342,28,1,20,0,0,0,,NaN,30,19
346,32.5,0,4,5,0,2,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
347,57.5,0,4,1,0,1,1,1,14,156,4,1,20,0,0,0,,NaN,0,19
348,32.5,0,4,6,0,3,2,1,14,48,2,1,25,0,0,0,,NaN,0,0
349,24.5,0,1,1,0,2,1,1,15,10,0,1,17,52,0,0,,NaN,30,18
350,57.5,0,2,1,0,3,2,0,0,0,0,1,18,0,0,0,,NaN,1,21
351,32.5,1,4,1,0,1,1,1,20,156,2,1,Not sure,4,0,0,,NaN,0,0
352,27.5,0,1,1,0,3,2,1,17,52,3,1,17,364,1,0,,NaN,0,0
353,70.0,1,2,1,0,1,4,1,21,12,2,1,22,0,0,0,,NaN,0,21
354,24.5,1,2,1,0,1,1,1,8,208,5,1,15,364,1,0,,NaN,30,17
355,18.0,1,4,1,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
356,16.0,1,4,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
357,18.0,1,4,1,0,1,2,1,17,72,3,1,15,156,0,0,,NaN,4,0
358,17.0,1,4,1,0,1,99,1,10,24,1,0,0,0,0,0,0.0,0,0,0
359,15.0,1,1,6,1,2,99,1,15,1,0,1,14,60,0,0,,NaN,0,0
360,21.0,0,4,1,0,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
361,70.0,1,4,1,0,1,4,1,14,365,2,1,18,0,0,0,,NaN,0,0
362,15.0,0,2,7,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
363,22.5,0,2,7,0,2,2,1,16,24,4,1,19,36,0,0,,NaN,0,0
364,42.5,1,4,1,0,1,1,1,15,240,4,1,17,0,0,0,,NaN,10,16
365,42.5,1,4,1,0,1,1,1,15,0,0,1,16,0,1,0,,NaN,0,13
366,22.5,1,1,2,0,2,1,1,19,60,4,1,NaN,NaN,0,0,0.0,NaN,0,0
367,32.5,0,3,2,0,2,4,1,21,5,0,1,23,0,0,0,0.0,NaN,0,0
368,24.5,0,4,1,0,2,2,1,14,2,0,1,16,0,0,0,0.0,NaN,0,0
369,16.0,1,4,1,0,3,99,1,NaN,NaN,NaN,0,0,0,0,0,0.0,0,0,0
370,22.5,1,1,1,1,1,4,1,14,5,NaN,1,14,0,1,0,,NaN,30,13
371,17.0,0,2,7,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
372,15.0,0,1,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
373,42.5,0,4,1,0,2,1,1,19,0,0,0,0,0,0,0,0.0,NaN,0,0
374,42.5,0,2,7,0,2,3,1,12,208,4,1,15,0,1,0,,NaN,30,33
375,42.5,0,2,1,0,2,2,1,17,48,1,0,0,0,0,0,0.0,NaN,0,0
376,16.0,1,2,1,1,3,99,1,13,48,0,1,11,260,1,12,,NaN,0,0
377,32.5,0,4,1,0,1,2,1,19,9,3,0,0,0,0,0,,NaN,0,0
378,70.0,0,2,7,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
379,22.5,1,4,7,0,1,1,1,21,3,0,1,18,12,0,0,,NaN,0,0
380,19.0,0,1,7,1,1,1,0,0,0,0,0,0,0,0,0,,NaN,0,0
381,16.0,0,2,5,0,1,99,1,16,5,0,0,0,0,0,0,0.0,25,0,0
382,20.0,0,1,7,1,1,1,1,NaN,NaN,NaN,0,0,0,0,0,0.0,NaN,0,0
383,18.0,1,4,1,0,1,4,0,0,0,0,1,16,0,0,0,0.0,NaN,0,0
384,42.5,0,4,1,0,1,2,1,12,208,1,1,13,0,0,0,,NaN,30,25
385,42.5,0,2,1,1,2,4,1,17,4,0,1,16,156,0,0,,NaN,30,15
386,42.5,0,2,7,0,1,4,1,22,0,0,0,0,0,0,0,0.0,NaN,0,0
387,42.5,1,1,2,1,2,4,1,15,24,2,1,15,0,0,0,,NaN,0,17
388,42.5,1,3,5,0,1,1,1,15,0,0,1,15,0,0,0,,NaN,0,0
389,27.5,1,2,1,1,3,1,1,16,36,2,1,18,0,0,0,,NaN,30,18
390,19.0,0,1,1,0,3,4,1,16,84,NaN,1,19,46,0,0,,NaN,0,0
391,20.0,0,1,2,0,1,1,1,18,0,0,1,16,2,0,0,0.0,NaN,0,0
392,19.0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
393,14.0,1,2,7,0,1,99,1,12,40,4,1,13,260,0,0,0.0,25,0,0
394,16.0,0,1,7,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
395,32.5,0,4,1,0,1,4,1,18,24,0,0,0,0,0,0,,NaN,0,18
396,57.5,0,2,1,0,2,1,1,15,48,4,1,15,24,0,0,,NaN,30,15
397,20.0,1,3,5,1,1,2,0,0,0,0,0,0,0,0,0,,NaN,0,0
398,27.5,0,2,7,0,2,1,1,21,30,2,1,18,0,0,0,,NaN,30,20
399,24.5,1,3,2,0,1,1,1,10,260,6,1,13,Not sure,1,0,,NaN,29,13
400,32.5,1,2,1,0,1,1,1,21,0,0,0,0,0,0,0,,NaN,0,0
401,70.0,0,3,1,0,2,4,1,18,12,0,1,24,0,0,0,,NaN,0,0
402,14.0,1,4,1,0,2,99,0,0,0,0,0,0,0,NaN,0,0.0,0,0,0
403,17.0,1,2,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
404,19.0,0,3,7,0,1,2,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
405,42.5,1,2,2,0,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
406,16.0,0,4,1,0,3,99,1,16,18,7,0,0,0,0,0,,NaN,5,0
407,24.5,1,2,6,0,3,1,1,10,60,10,1,17,0,0,0,,NaN,0,20
408,18.0,1,4,1,0,2,4,1,15,0,0,0,0,0,0,0,0.0,NaN,0,0
409,42.5,1,1,1,1,3,1,1,27,2,0,0,0,0,0,0,,NaN,0,16
410,70.0,0,1,7,0,1,4,1,18,0,0,0,0,0,0,0,,NaN,0,18
411,32.5,1,2,1,0,2,1,1,17,12,0,1,23,0,0,0,,NaN,0,0
412,19.0,0,1,1,1,1,4,1,15,24,0,1,14,14,0,0,,NaN,20,0
413,57.5,0,3,6,0,3,4,1,17,3,0,1,16,0,0,0,,NaN,0,0
414,21.0,0,2,6,0,1,4,1,17,156,4,1,17,324,1,0,,NaN,1,0
415,27.5,0,1,1,0,1,1,0,0,0,0,1,18,0,1,2,0.0,NaN,0,0
416,19.0,1,4,5,0,1,3,1,18,10,7,0,0,0,0,0,0.0,NaN,0,0
417,42.5,0,4,2,0,1,1,1,12,104,2,1,22,0,0,0,,NaN,0,22
418,42.5,1,4,1,0,2,1,1,13,104,1,1,16,0,0,0,,NaN,0,16
419,27.5,0,3,1,0,2,2,1,17,20,0,0,0,0,1,0,,NaN,0,0
420,70.0,1,3,2,0,2,4,1,13,0,0,0,0,0,0,0,,NaN,0,13
421,27.5,1,1,7,0,2,1,1,17,72,0,1,15,0,0,0,,NaN,0,0
422,16.0,0,2,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
423,57.5,1,4,6,0,3,1,1,14,0,0,1,16,0,0,0,,NaN,30,14
424,27.5,0,2,1,0,2,1,1,16,24,4,1,17,0,1,0,,NaN,0,16
425,17.0,1,1,7,0,3,99,1,17,3,0,0,0,0,0,0,0.0,25,0,0
426,70.0,0,2,2,0,3,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
427,21.0,1,4,7,0,2,1,1,17,260,12,1,17,200,0,0,,NaN,0,18
428,24.5,1,2,1,0,1,1,1,14,120,2,1,16,2,1,0,,NaN,30,20
429,21.0,0,3,1,0,3,4,1,12,72,5,1,17,0,0,0,,NaN,30,16
430,12.0,1,2,1,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
431,57.5,0,4,1,0,2,1,1,14,2,0,1,18,0,0,0,,NaN,0,0
432,12.0,1,1,1,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
433,32.5,1,4,1,0,1,1,1,16,104,2,1,16,5,0,0,,NaN,0,0
434,22.5,1,4,1,0,2,1,1,15,336,3,1,16,360,1,0,,NaN,30,18
435,32.5,1,4,1,0,1,1,1,18,7,1,0,0,0,0,0,0.0,NaN,0,0
436,42.5,0,2,2,0,1,1,1,16,0,0,1,15,0,0,0,,NaN,0,14
437,27.5,0,1,5,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
438,19.0,1,2,1,0,2,2,1,18,24,2,0,0,0,0,0,0.0,NaN,0,0
439,27.5,1,2,1,0,1,1,1,20,1,1,1,20,0,0,0,0.0,NaN,0,0
440,24.5,0,3,1,0,2,2,1,17,52,1,1,16,0,0,0,0.0,NaN,0,0
441,57.5,0,1,1,0,1,4,1,19,0,0,0,0,0,0,0,0.0,NaN,0,0
442,24.5,1,2,7,0,1,1,1,20,104,1,0,0,0,0,0,,NaN,0,0
443,32.5,1,4,6,0,2,1,1,15,364,12,1,14,0,0,0,,NaN,30,14
444,19.0,0,1,1,0,1,1,1,15,0,0,0,0,0,0,0,,NaN,0,0
445,12.0,0,2,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
446,32.5,0,1,2,0,1,1,1,12,9,0,1,16,13,0,0,,NaN,0,0
447,32.5,0,2,1,0,3,1,1,NaN,208,4,0,0,0,0,0,0.0,NaN,0,0
448,70.0,1,2,1,0,2,4,1,19,0,0,0,0,0,0,0,,NaN,30,19
449,70.0,0,1,1,0,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
450,42.5,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
451,17.0,1,2,7,0,2,99,1,17,1,1,0,0,0,0,0,0.0,25,0,0
452,22.5,0,2,1,0,2,1,1,14,36,5,0,0,0,0,0,0.0,NaN,0,0
453,32.5,0,4,5,0,1,4,1,29,6,1,0,0,0,0,0,0.0,NaN,0,0
454,17.0,1,2,4,1,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
455,18.0,0,1,1,0,2,4,1,16,48,8,1,16,36,0,0,,NaN,0,0
456,24.5,0,2,1,0,2,1,1,17,104,1,0,0,0,1,0,0.0,NaN,0,0
457,27.5,1,2,7,1,2,1,1,13,36,3,0,0,0,0,0,0.0,NaN,0,0
458,22.5,1,2,1,0,3,1,1,18,52,NaN,0,0,0,0,0,0.0,NaN,0,0
459,24.5,1,3,1,0,2,1,1,19,104,2,1,19,0,0,0,,NaN,0,0
460,27.5,0,3,1,0,2,1,1,18,5,0,0,0,0,0,0,0.0,NaN,0,0
461,12.0,1,2,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
462,57.5,0,4,1,0,2,2,1,19,364,1,1,21,0,0,0,,NaN,0,17
463,32.5,0,2,1,0,1,2,1,22,12,2,1,15,0,0,0,,NaN,30,15
464,42.5,0,2,7,0,1,1,1,22,3,0,0,0,0,0,0,0.0,NaN,0,0
465,42.5,1,3,7,0,1,1,1,11,4,NaN,1,39,0,0,0,0.0,NaN,0,0
466,70.0,0,4,1,0,1,4,1,16,24,1,0,0,0,0,0,0.0,NaN,0,0
467,14.0,1,2,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
468,42.5,1,3,1,0,1,1,1,14,156,2,1,14,1,0,0,,NaN,0,18
469,17.0,0,3,1,1,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
470,42.5,1,4,1,0,3,3,1,12,0,0,0,0,0,0,0,,NaN,0,15
471,15.0,1,2,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
472,42.5,1,3,2,0,1,1,1,16,52,2,0,0,0,0,0,,NaN,0,0
473,42.5,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
474,27.5,0,3,1,0,2,1,1,19,104,NaN,0,0,0,0,0,0.0,NaN,0,0
475,57.5,0,2,7,0,1,1,1,20,104,1,1,17,0,0,0,0.0,NaN,0,0
476,27.5,0,2,7,0,1,4,1,21,36,NaN,0,0,0,0,0,,NaN,0,0
477,13.0,1,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
478,42.5,1,3,7,0,2,1,1,16,1,0,1,16,0,0,0,,NaN,0,0
479,27.5,0,3,1,0,2,2,1,14,156,3,1,18,0,0,0,,NaN,9,15
480,19.0,0,1,2,1,2,4,1,18,120,NaN,0,0,0,0,0,,NaN,30,16
481,17.0,1,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
482,17.0,1,2,1,1,3,99,1,16,3,0,1,15,Not sure,0,0,,NaN,5,0
483,42.5,1,3,5,0,1,1,1,18,12,0,0,0,0,0,0,,NaN,0,18
484,22.5,0,1,1,0,1,2,1,17,5,0,1,18,0,0,0,0.0,NaN,0,0
485,32.5,1,4,1,0,3,1,1,14,144,12,1,17,0,1,0,,NaN,0,0
486,57.5,1,1,1,1,3,4,1,16,0,0,1,15,0,0,0,,NaN,30,15
487,20.0,0,1,3,1,3,3,0,0,0,0,0,0,0,0,0,,NaN,9,0
488,24.5,0,2,2,0,1,2,1,18,312,0,0,0,0,0,0,0.0,NaN,0,0
489,18.0,0,1,1,0,2,2,1,18,1,0,0,0,0,0,0,0.0,NaN,0,0
490,19.0,0,2,1,0,2,2,1,17,15,1,1,17,20,0,0,0.0,NaN,0,0
491,22.5,1,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
492,32.5,0,2,7,0,2,1,1,12,150,3,1,13,0,1,3,,NaN,30,16
493,15.0,1,2,1,1,2,99,1,14,4,0,1,14,47,0,0,,NaN,0,0
494,32.5,0,4,5,0,1,1,1,14,48,4,1,16,0,0,0,,NaN,0,19
495,42.5,1,3,7,0,2,1,1,18,10,0,1,16,0,0,0,,NaN,30,17
496,42.5,1,1,6,1,2,4,1,NaN,NaN,1,1,23,30,0,0,,NaN,30,23
497,42.5,1,4,5,0,1,1,1,18,12,2,0,0,0,0,0,,NaN,0,0
498,27.5,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
499,12.0,1,2,1,0,1,99,0,0,0,0,0,0,0,NaN,0,0.0,0,0,0
500,13.0,0,4,7,0,3,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
501,14.0,1,2,2,0,1,99,1,12,0,0,1,13,60,0,0,0.0,0,0,0
502,70.0,1,2,1,0,2,4,1,16,24,2,0,0,0,0,0,,NaN,0,0
503,27.5,0,4,1,0,1,1,1,16,180,1,1,18,0,0,0,,NaN,0,0
504,16.0,1,1,7,1,2,99,1,15,0,0,1,15,0,0,0,,NaN,0,0
505,57.5,0,2,1,0,1,1,1,15,180,1,1,22,0,0,0,,NaN,0,0
506,12.0,1,3,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
507,42.5,1,4,7,0,1,1,1,17,104,1,1,19,0,0,0,,NaN,15,0
508,70.0,1,3,1,0,2,4,1,18,2,0,1,21,0,0,0,0.0,NaN,0,0
509,57.5,1,1,1,1,2,4,1,13,24,1,1,15,260,1,25,0.0,NaN,0,0
510,22.5,1,2,1,0,3,1,1,15,156,45,1,16,0,0,0,,NaN,NaN,0
511,42.5,0,4,7,0,1,1,1,16,48,2,0,0,0,0,0,,NaN,1,0
512,17.0,0,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
513,27.5,1,4,2,0,2,1,1,15,36,2,1,16,1,0,0,0.0,NaN,0,0
514,57.5,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
515,42.5,1,4,1,0,3,1,1,16,240,3,1,25,0,0,0,,NaN,0,18
516,70.0,1,4,1,0,2,4,1,16,0,0,0,0,0,1,0,,NaN,0,20
517,24.5,0,3,1,0,2,2,1,18,0,0,0,0,0,1,0,,NaN,0,0
518,57.5,0,4,1,1,2,1,1,18,200,1,0,0,0,0,0,0.0,NaN,0,0
519,57.5,0,2,2,1,2,1,1,17,Not sure,1,1,23,0,0,0,,NaN,0,25
520,42.5,1,2,1,0,3,1,1,10,10,2,1,27,0,0,0,,NaN,0,21
521,42.5,1,4,6,0,1,1,1,12,72,10,1,25,0,0,0,0.0,NaN,0,0
522,19.0,0,4,7,0,3,2,1,18,2,0,1,17,12,0,0,0.0,NaN,0,0
523,15.0,0,4,5,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
524,15.0,0,4,1,0,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
525,15.0,0,3,7,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
526,16.0,0,2,1,0,2,99,1,14,2,0,1,15,10,0,0,,NaN,0,0
527,42.5,0,2,7,1,2,4,1,21,0,0,0,0,0,0,0,0.0,NaN,0,0
528,27.5,0,2,1,0,1,1,1,18,7,0,1,23,0,0,0,0.0,NaN,0,0
529,42.5,1,4,1,0,2,1,1,18,60,2,0,0,0,0,0,,NaN,0,0
530,22.5,0,2,1,1,2,2,1,16,24,1,0,0,0,0,0,0.0,NaN,0,0
531,16.0,1,2,1,0,3,99,1,15,8,0,1,15,NaN,0,0,0.0,0,0,0
532,15.0,1,4,1,0,2,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
533,42.5,1,4,1,1,1,4,1,16,36,2,1,16,0,0,0,,NaN,0,18
534,22.5,1,4,1,0,2,1,1,20,104,2,0,0,0,0,0,0.0,NaN,0,0
535,14.0,0,4,1,0,1,99,1,14,2,1,0,0,0,0,0,0.0,0,0,0
536,57.5,0,2,1,0,2,2,1,13,48,2,1,12,0,0,0,,NaN,0,12
537,20.0,0,1,1,0,1,2,1,16,2,1,0,0,0,0,0,0.0,NaN,0,0
538,32.5,0,2,6,1,1,3,1,13,7,0,1,9,0,1,0,,NaN,10,12
539,16.0,0,2,1,1,2,99,1,14,1,0,1,14,12,0,0,0.0,0,0,0
540,42.5,1,1,2,1,3,4,1,14,0,0,1,14,0,0,0,,NaN,0,0
541,16.0,1,4,5,0,2,99,0,0,0,0,1,15,0,0,0,0.0,0,0,0
542,24.5,0,1,7,0,2,2,1,19,180,3,1,20,3,0,0,0.0,NaN,0,0
543,17.0,1,4,1,0,3,99,1,15,5,2,0,0,0,0,0,,NaN,0,0
544,42.5,0,4,1,0,2,1,1,15,120,2,1,16,0,0,0,,NaN,0,0
545,18.0,0,4,2,0,1,3,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
546,27.5,1,3,1,0,1,1,1,17,208,3,1,15,260,1,0,,NaN,7,20
547,70.0,0,2,1,1,3,4,1,16,364,1,1,17,1,0,0,,NaN,1,18
548,27.5,1,2,1,0,3,1,1,13,NaN,30,1,16,60,0,0,,NaN,1,0
549,57.5,0,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0.0,NaN,0,0
550,57.5,0,3,1,0,3,2,1,18,104,6,0,0,0,0,0,,NaN,1,16
551,42.5,1,4,1,0,1,1,1,18,260,2,0,0,0,0,0,0.0,NaN,0,0
552,15.0,1,4,2,0,1,99,0,0,0,0,0,0,0,0,0,0.0,25,0,0
553,42.5,1,4,1,0,2,1,1,18,48,4,0,0,0,0,0,,NaN,0,0
554,70.0,1,1,1,1,1,4,1,12,156,3,0,0,0,0,0,,NaN,30,21
555,22.5,1,2,5,0,1,3,1,15,104,3,1,17,0,0,0,,NaN,0,0
556,20.0,0,1,7,1,1,3,1,14,52,0,0,0,0,0,0,0.0,NaN,0,0
557,32.5,0,1,1,1,3,2,1,20,52,4,0,0,0,0,0,,NaN,0,0
558,21.0,1,4,1,0,2,1,1,16,104,6,1,16,312,1,0,,NaN,20,19
559,17.0,1,1,2,1,2,99,1,15,0,0,1,17,2,0,0,,NaN,2,0
560,42.5,1,4,7,0,1,1,1,20,30,3,0,0,0,1,0,,NaN,0,0
561,24.5,0,2,2,0,1,1,1,19,52,2,1,17,Not sure,0,0,,NaN,0,0
562,70.0,0,1,1,0,2,4,1,18,0,0,0,0,0,0,0,,NaN,0,20
563,70.0,0,1,1,1,3,4,1,18,0,0,0,0,0,0,0,,NaN,0,0
564,70.0,1,3,1,0,2,4,1,19,265,4,1,24,0,0,0,,NaN,0,19
565,19.0,0,1,1,0,3,2,1,13,104,4,1,16,0,0,0,0.0,NaN,0,0
566,32.5,1,2,6,0,1,2,1,17,104,5,1,18,72,0,0,0.0,NaN,0,0
567,14.0,0,1,7,1,1,99,1,14,2,NaN,1,14,20,0,0,0.0,0,0,0
568,20.0,0,4,1,0,2,1,1,16,5,0,0,0,0,0,0,,NaN,0,0
569,70.0,0,2,1,0,3,4,1,19,36,2,1,18,0,0,0,,NaN,0,16
570,15.0,0,1,2,1,1,99,0,0,0,0,0,0,0,0,0,0.0,0,0,0
571,22.5,1,3,1,0,1,1,1,13,24,1,0,0,0,0,0,,NaN,0,17
572,42.5,0,4,1,0,1,1,1,18,72,2,1,25,0,0,0,,NaN,0,16
573,22.5,0,1,1,0,3,2,1,15,104,3,1,16,0,0,0,0.0,NaN,0,0
574,17.0,0,2,1,1,1,99,1,13,48,NaN,1,13,260,1,0,,NaN,0,0
575,42.5,1,2,1,1,2,1,1,19,60,5,0,0,0,0,0,,NaN,0,0
576,70.0,1,3,1,0,3,4,1,16,2,0,0,0,0,0,0,,NaN,0,0
577,42.5,0,2,1,1,2,1,1,16,12,2,1,15,0,0,0,,NaN,0,15
578,19.0,1,4,1,0,3,1,1,10,208,12,1,14,104,0,0,,NaN,3,0
579,57.5,0,1,1,0,3,2,1,18,4,0,1,20,0,0,0,,NaN,15,18
