,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month
48794,21.0,1,1,1,0,2.0,4,1,16,156,2,1,21,13,0,0
48795,42.5,0,4,5,0,1.0,4,0,0,0,0,0,0,0,0,0
48796,21.0,1,4,1,0,2.0,1,1,16,342,4,0,0,0,0,0
48797,70.0,1,3,1,0,1.0,4,1,12,5,1,1,25,0,0,0
48798,13.0,1,1,2,0,2.0,99,0,19,0,0,0,0,0,0,0
48799,42.5,0,2,7,1,2.0,2,0,18,0,0,0,0,0,0,0
48800,21.0,0,1,2,1,2.0,2,1,18,48,2,1,15,260,0,0
48801,42.5,1,4,1,0,3.0,1,1,14,0,0,1,14,0,1,0
48802,12.0,0,4,1,0,1.0,99,0,15,0,0,0,0,0,0,0
48803,17.0,0,3,7,1,2.0,99,0,15,0,0,0,0,0,0,0
48804,17.0,0,2,2,0,1.0,99,1,10,12,0,0,0,0,0,0
48805,32.5,0,3,1,0,2.0,2,1,35,104,2,1,20,0,0,0
48806,32.5,1,4,1,0,1.0,1,0,0,0,0,0,0,0,0,0
48807,20.0,0,2,7,0,1.0,2,1,14,Not sure,2,1,18,NaN,0,0
48808,13.0,0,2,7,0,2.0,99,0,15,0,0,0,0,0,0,0
48809,32.5,0,2,1,0,1.0,1,0,15,0,0,0,0,0,0,0
48810,20.0,0,4,1,0,2.0,1,1,18,72,6,1,16,2,0,0
48811,32.5,1,2,1,0,2.0,2,1,21,156,1,0,0,0,0,0
48812,16.0,0,2,4,0,1.0,99,0,18,0,0,0,0,0,0,0
48813,24.5,0,1,2,1,3.0,1,1,21,20,1,0,0,0,0,0
48814,17.0,1,4,1,0,3.0,99,0,16,0,0,0,0,0,0,0
48815,24.5,0,4,1,0,2.0,1,1,18,24,3,0,0,0,0,0
48816,16.0,0,4,1,0,1.0,99,1,21,NaN,NaN,1,16,1,0,0
48817,21.0,0,2,1,0,1.0,3,1,21,52,7,1,16,0,0,0
48818,20.0,1,1,7,1,1.0,2,0,16,0,0,1,13,0,0,0
48819,13.0,1,2,2,1,2.0,99,0,15,0,0,0,0,0,0,0
48820,15.0,0,1,2,1,2.0,99,0,21,0,0,0,0,0,0,0
48821,42.5,1,4,1,0,2.0,1,1,14,0,0,1,16,0,0,0
48822,70.0,0,2,1,0,1.0,4,1,0,156,1,0,0,0,0,0
48823,32.5,1,3,5,0,3.0,1,1,13,104,6,1,19,0,0,0
48824,42.5,0,1,1,1,2.0,4,1,18,0,0,0,0,0,0,0
48825,20.0,0,4,1,0,2.0,1,0,0,0,0,0,0,0,0,0
48826,42.5,0,4,1,0,1.0,1,1,17,104,1,1,22,0,0,0
48827,18.0,1,1,1,0,2.0,3,1,18,1,0,0,0,0,0,0
48828,57.5,0,4,1,0,2.0,1,1,0,52,1,1,18,0,0,0
48829,21.0,0,2,1,0,2.0,2,1,15,12,3,1,14,15,0,0
48830,13.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
48831,12.0,1,4,1,0,2.0,99,1,17,1,0,0,0,0,0,0
48832,24.5,0,2,1,0,3.0,2,1,0,104,1,1,18,0,0,0
48833,24.5,1,3,1,0,2.0,1,1,17,10,0,0,0,0,0,0
48834,14.0,0,4,1,0,1.0,99,0,19,0,0,0,0,0,0,0
48835,12.0,1,2,1,1,2.0,99,0,0,0,0,0,0,0,0,0
48836,27.5,1,2,1,1,1.0,2,0,16,0,0,0,0,0,0,0
48837,12.0,0,4,1,0,2.0,99,0,14,0,0,0,0,0,0,0
48838,42.5,0,2,2,1,2.0,1,1,18,12,1,1,15,0,0,0
48839,57.5,1,2,1,0,1.0,4,0,13,0,0,1,17,0,1,14
48840,27.5,0,2,1,0,2.0,2,1,20,0,0,0,0,0,0,0
48841,27.5,0,3,5,0,1.0,4,0,14,0,0,0,0,0,0,0
48842,42.5,0,3,2,0,1.0,1,0,16,0,0,0,0,0,0,0
48843,12.0,1,2,7,0,3.0,99,0,12,0,0,0,0,0,0,0
48844,32.5,1,3,7,0,1.0,1,1,18,12,0,0,0,0,0,0
48845,19.0,0,2,1,0,3.0,2,1,25,0,0,1,17,0,0,0
48846,14.0,0,4,7,0,2.0,99,0,0,0,0,0,0,0,0,0
48847,22.5,1,4,7,0,3.0,1,1,17,52,10,1,15,156,1,0
48848,12.0,0,3,1,0,3.0,99,0,18,0,0,0,0,0,0,0
48849,42.5,0,1,1,0,2.0,2,1,0,360,2,0,0,0,0,0
48850,32.5,1,2,1,0,2.0,2,1,13,104,3,0,0,0,0,0
48851,42.5,0,1,1,1,1.0,4,1,21,Not sure,Not sure,1,15,0,1,0
48852,27.5,0,4,1,0,1.0,1,1,NaN,24,2,0,0,0,0,0
48853,27.5,0,2,1,1,1.0,1,1,14,36,4,0,0,0,0,0
48854,32.5,1,2,1,1,1.0,3,1,0,156,10,1,18,0,0,0
48855,15.0,0,4,1,0,2.0,99,0,17,0,0,0,0,0,0,0
48856,22.5,0,4,5,0,3.0,1,1,0,2,0,1,17,24,0,0
48857,20.0,1,4,1,0,1.0,2,1,0,52,0,1,19,51,0,0
48858,21.0,0,1,1,0,3.0,1,1,0,60,2,0,0,0,0,0
48859,70.0,1,2,1,0,2.0,4,1,18,72,3,1,20,0,0,0
48860,57.5,0,2,7,1,3.0,2,1,13,0,0,0,0,0,0,0
48861,14.0,1,4,1,0,2.0,99,1,17,10,1,0,0,0,0,0
48862,70.0,1,4,1,0,1.0,4,1,0,156,2,1,23,0,0,0
48863,21.0,0,1,1,1,1.0,1,1,10,36,1,1,16,0,0,0
48864,16.0,0,2,7,0,3.0,99,0,18,0,0,0,0,0,0,0
48865,14.0,0,4,7,0,2.0,99,1,16,104,7,1,13,208,0,0
48866,24.5,0,2,1,0,3.0,1,1,0,120,6,0,0,0,0,0
48867,42.5,0,1,1,0,2.0,4,1,21,0,0,0,0,0,0,0
48868,16.0,0,2,7,1,1.0,99,1,19,5,4,1,15,208,0,0
48869,42.5,0,4,1,0,1.0,4,1,17,156,1,0,0,0,0,0
48870,57.5,1,3,2,0,1.0,1,1,18,3,1,0,0,0,0,0
48871,17.0,0,3,1,0,1.0,99,1,18,36,2,1,13,48,0,0
48872,15.0,1,2,2,0,2.0,99,0,NaN,0,0,0,0,0,0,0
48873,32.5,1,1,7,1,1.0,1,0,0,0,0,0,0,0,0,0
48874,32.5,0,4,7,0,2.0,1,1,13,7,1,1,16,0,1,0
48875,57.5,0,2,1,1,2.0,4,0,0,0,0,0,0,0,0,0
48876,42.5,0,1,1,1,2.0,4,1,18,3,4,1,18,0,0,0
48877,42.5,1,1,7,0,3.0,4,0,14,0,0,0,0,0,0,0
48878,16.0,0,4,5,0,1.0,99,0,17,0,0,0,0,0,0,0
48879,42.5,0,2,1,1,1.0,1,1,0,0,0,1,16,0,0,0
48880,42.5,1,4,1,0,1.0,1,1,16,0,0,0,0,0,0,0
48881,57.5,1,4,1,0,1.0,1,1,0,0,0,0,0,0,0,0
48882,70.0,1,3,1,0,1.0,4,1,14,72,1,0,0,0,0,0
48883,17.0,1,2,1,0,1.0,99,1,14,120,7,1,13,48,1,0
48884,21.0,0,1,1,0,1.0,2,1,15,104,6,1,13,8,1,0
48885,70.0,1,2,1,1,1.0,4,1,0,156,4,0,0,0,0,0
48886,12.0,1,2,1,0,1.0,99,0,16,0,0,0,0,0,0,0
48887,19.0,0,2,1,0,1.0,1,1,15,1,0,1,15,0,1,0
48888,24.5,1,1,7,1,1.0,1,1,15,5,2,1,18,0,0,0
48889,70.0,0,2,1,1,2.0,2,1,0,0,0,0,0,0,0,0
48890,14.0,0,2,1,0,1.0,99,0,16,0,0,0,0,0,0,0
48891,42.5,1,3,1,0,2.0,1,1,18,156,4,0,0,0,0,0
48892,57.5,0,1,1,0,1.0,2,1,17,364,4,1,15,5,0,0
48893,42.5,0,3,1,0,2.0,1,1,0,0,0,0,0,0,0,0
48894,19.0,1,2,7,1,1.0,2,1,18,52,1,0,0,0,0,0
48895,19.0,0,4,1,0,2.0,1,1,18,104,12,0,0,0,1,0
48896,57.5,1,4,1,0,3.0,1,1,16,156,2,0,0,0,0,0
48897,70.0,0,2,1,0,2.0,4,1,21,0,0,0,0,0,0,0
48898,42.5,0,2,7,1,1.0,1,1,17,0,0,0,0,0,1,0
48899,57.5,1,1,2,1,1.0,3,1,16,96,NaN,0,0,0,0,0
48900,24.5,0,1,5,0,2.0,3,1,21,72,1,1,23,10,0,0
48901,13.0,0,4,1,0,1.0,99,1,16,36,5,0,0,0,1,0
48902,57.5,1,3,6,0,1.0,1,1,18,260,3,1,13,0,1,0
48903,57.5,0,2,1,0,1.0,4,0,0,0,0,0,0,0,0,0
48904,19.0,0,1,1,0,1.0,2,0,18,0,0,0,0,0,0,0
48905,27.5,0,3,1,0,1.0,1,1,35,156,2,1,18,4,0,0
48906,57.5,1,1,1,1,3.0,3,1,21,36,3,0,0,0,0,0
48907,70.0,0,2,1,0,2.0,2,1,0,0,0,0,0,0,0,0
48908,17.0,1,2,2,1,2.0,99,0,0,0,0,1,17,3,0,0
48909,16.0,0,4,1,0,2.0,99,1,0,3,0,0,0,0,1,13
48910,19.0,0,4,7,0,3.0,1,1,23,4,0,0,0,0,0,0
48911,17.0,0,3,1,1,1.0,99,1,0,52,25,1,14,260,0,0
48912,18.0,1,4,1,0,2.0,2,1,16,8,4,0,0,0,0,0
48913,20.0,0,1,1,1,1.0,3,0,18,0,0,0,0,0,0,0
48914,21.0,0,1,7,1,2.0,2,1,17,10,4,0,0,0,0,0
48915,17.0,0,4,5,0,1.0,99,0,17,0,0,0,0,0,0,0
48916,15.0,1,1,7,1,2.0,99,0,20,0,0,0,0,0,0,0
48917,57.5,0,1,1,1,1.0,4,1,18,0,0,0,0,0,0,0
48918,57.5,0,4,1,1,1.0,4,1,20,20,1,0,0,0,0,0
48919,21.0,0,1,7,1,2.0,3,1,16,3,1,1,18,0,0,0
48920,21.0,1,2,1,1,1.0,1,1,25,19,4,1,17,312,0,0
48921,14.0,0,2,1,0,1.0,99,1,16,10,0,1,12,10,0,0
48922,20.0,0,1,1,0,2.0,2,1,0,5,3,1,17,0,0,0
48923,42.5,0,2,2,0,1.0,1,1,0,0,0,0,0,0,0,0
48924,42.5,0,1,7,0,3.0,4,0,0,0,0,0,0,0,0,0
48925,16.0,0,4,7,0,2.0,99,0,0,0,0,0,0,0,0,0
48926,42.5,0,4,1,0,1.0,2,1,22,192,2,0,0,0,1,0
48927,42.5,0,2,1,1,2.0,2,1,0,12,1,1,20,0,0,0
48928,57.5,0,2,7,0,1.0,4,0,10,0,0,0,0,0,1,0
48929,22.5,0,2,3,0,1.0,3,1,0,7,NaN,1,21,3,0,0
48930,24.5,1,2,7,0,3.0,1,1,13,24,3,1,16,4,0,0
48931,24.5,0,2,6,0,1.0,1,1,0,156,1,1,15,3,1,0
48932,24.5,0,4,1,0,2.0,1,1,18,48,1,1,16,0,1,0
48933,14.0,0,1,1,1,2.0,99,0,15,0,0,1,13,1,0,0
48934,42.5,1,2,1,0,2.0,3,1,22,0,0,0,0,0,0,0
48935,18.0,0,1,1,1,3.0,3,0,15,0,0,0,0,0,0,0
48936,42.5,0,3,1,0,3.0,2,1,17,52,2,1,18,0,0,0
48937,27.5,0,1,1,1,2.0,3,1,0,0,0,0,0,0,0,0
48938,22.5,1,2,3,1,1.0,3,1,13,52,3,1,13,0,0,0
48939,27.5,0,3,1,0,1.0,2,1,0,24,1,0,0,0,0,0
48940,21.0,0,1,1,0,3.0,4,1,14,52,4,1,19,10,1,0
48941,24.5,0,3,1,0,1.0,1,1,16,156,3,1,16,0,0,0
48942,42.5,1,1,2,1,3.0,3,1,0,0,0,1,25,0,0,0
48943,21.0,0,1,1,0,2.0,4,1,18,0,0,0,0,0,0,0
48944,24.5,0,1,2,1,1.0,1,1,NaN,3,0,1,21,0,0,0
48945,57.5,0,4,1,1,2.0,1,1,21,1,0,1,18,0,0,0
48946,42.5,0,3,7,0,3.0,2,1,5,12,0,1,16,0,0,0
48947,18.0,0,1,1,1,3.0,2,0,15,0,0,0,0,0,0,0
48948,70.0,0,4,1,0,1.0,2,1,15,36,1,1,21,0,0,0
48949,18.0,1,1,1,0,2.0,3,1,0,260,7,1,12,70,0,0
48950,32.5,0,1,7,0,1.0,3,0,14,0,0,0,0,0,0,0
48951,14.0,1,4,2,0,1.0,99,0,13,0,0,0,0,0,1,0
48952,22.5,0,4,5,0,1.0,2,1,0,156,2,1,19,5,1,0
48953,21.0,1,1,5,0,1.0,4,1,0,83,5,0,0,0,0,0
48954,32.5,1,4,7,0,2.0,1,1,15,10,2,1,17,0,0,0
48955,19.0,0,2,7,1,1.0,4,0,0,0,0,0,0,0,0,0
48956,42.5,1,3,1,0,2.0,1,1,0,240,4,1,16,120,1,0
48957,42.5,0,4,1,0,2.0,1,1,0,52,2,1,15,36,0,0
48958,16.0,0,1,1,1,2.0,99,0,0,0,0,0,0,0,0,0
48959,17.0,1,4,1,0,3.0,99,1,0,5,5,0,0,0,0,0
48960,27.5,0,3,1,0,1.0,1,1,0,3,0,0,0,0,0,0
48961,12.0,1,2,7,0,2.0,99,0,0,0,0,0,0,0,0,0
48962,27.5,1,2,1,0,1.0,2,1,0,208,5,1,17,144,1,0
48963,27.5,0,3,1,0,2.0,2,1,21,36,0,1,16,0,0,0
48964,70.0,0,4,2,0,2.0,4,1,18,36,3,1,25,0,0,0
48965,14.0,1,2,1,0,1.0,99,0,0,0,0,0,0,0,0,0
48966,24.5,0,1,2,1,2.0,2,1,16,52,NaN,1,13,0,0,0
48967,14.0,1,1,7,1,1.0,99,0,22,0,0,0,0,0,0,0
48968,14.0,1,1,6,1,1.0,99,0,30,0,0,1,13,52,0,0
48969,27.5,0,1,2,1,1.0,4,1,NaN,24,1,0,0,0,0,0
48970,42.5,1,4,1,0,2.0,1,1,16,260,3,1,13,156,0,0
48971,19.0,0,1,7,1,1.0,2,1,0,144,3,1,16,0,0,0
48972,14.0,1,3,1,0,2.0,99,0,17,0,0,0,0,0,0,0
48973,57.5,0,1,3,1,3.0,4,0,0,0,0,0,0,0,0,0
48974,27.5,0,4,7,0,2.0,1,1,0,7,0,1,13,0,0,0
48975,32.5,0,3,7,0,3.0,4,1,18,24,0,0,0,0,0,0
48976,70.0,1,1,1,0,2.0,4,1,12,0,0,0,0,0,0,0
48977,17.0,0,4,5,1,3.0,99,0,0,0,0,0,0,0,0,0
48978,20.0,0,2,7,1,2.0,4,0,12,0,0,0,0,0,0,0
48979,24.5,1,4,1,0,1.0,1,1,15,104,3,0,0,0,0,0
48980,42.5,0,4,1,0,2.0,1,1,22,52,2,1,18,0,0,0
48981,32.5,1,4,1,0,1.0,1,1,12,240,6,1,16,0,0,0
48982,42.5,0,4,1,0,3.0,1,0,NaN,0,0,0,0,0,0,0
48983,27.5,1,2,1,0,2.0,2,1,18,15,1,1,23,104,0,0
48984,32.5,0,4,5,0,1.0,3,1,0,10,1,0,0,0,0,0
48985,15.0,0,1,7,0,3.0,99,0,16,0,0,0,0,0,0,0
48986,42.5,1,2,1,1,1.0,3,1,26,104,0,0,0,0,0,0
48987,57.5,0,4,1,0,1.0,2,1,16,260,10,1,20,0,0,0
48988,22.5,0,1,1,0,2.0,2,1,18,156,1,0,0,0,1,0
48989,42.5,0,2,2,0,1.0,2,1,0,104,1,1,20,0,0,0
48990,16.0,0,2,1,0,2.0,99,1,14,12,0,1,13,156,1,0
48991,21.0,0,4,1,0,1.0,1,1,13,36,2,1,14,0,0,0
48992,22.5,1,1,7,0,1.0,1,1,13,52,0,0,0,0,0,0
48993,70.0,1,2,1,0,3.0,4,1,14,0,0,0,0,0,1,0
48994,16.0,0,2,5,0,3.0,99,0,13,0,0,0,0,0,0,0
48995,32.5,1,2,1,0,2.0,1,1,16,0,0,1,19,363,1,0
48996,14.0,1,3,1,0,1.0,99,0,18,0,0,0,0,0,0,0
48997,22.5,1,1,1,0,3.0,1,1,15,52,3,1,18,3,0,0
48998,42.5,1,4,1,0,1.0,1,1,18,36,1,1,15,0,0,0
48999,42.5,0,2,7,0,1.0,1,1,18,156,1,1,21,0,0,0
49000,18.0,0,4,1,0,1.0,2,1,16,7,0,0,0,0,0,0
49001,17.0,0,4,2,0,2.0,99,1,12,3,0,0,0,0,0,0
49002,42.5,1,4,1,0,3.0,1,0,15,0,0,0,0,0,0,0
49003,42.5,0,4,1,0,3.0,2,1,18,52,1,1,21,0,0,0
49004,42.5,1,4,1,0,1.0,1,1,16,156,3,0,0,0,0,0
49005,70.0,1,2,1,0,1.0,4,1,13,156,2,1,16,0,0,0
49006,20.0,1,1,2,0,1.0,4,0,18,0,0,0,0,0,0,0
49007,22.5,1,1,6,0,1.0,4,1,20,120,2,1,9,364,0,0
49008,42.5,1,4,1,0,2.0,1,1,16,260,NaN,1,28,0,0,0
49009,18.0,0,4,7,0,1.0,2,0,15,0,0,0,0,0,0,0
49010,20.0,1,4,1,0,1.0,1,0,0,0,0,0,0,0,0,0
49011,22.5,0,2,1,1,3.0,4,1,16,260,6,1,14,10,0,0
49012,17.0,1,1,1,1,1.0,99,1,18,139,10,1,14,364,1,0
49013,42.5,0,4,1,0,2.0,1,1,18,24,2,0,0,0,0,0
49014,22.5,0,2,3,1,1.0,3,1,21,36,0,1,14,0,0,0
49015,13.0,1,4,1,0,3.0,99,0,17,0,0,0,0,0,0,0
49016,57.5,1,2,1,0,2.0,2,1,0,4,1,1,18,0,1,0
49017,42.5,0,2,1,0,1.0,1,1,18,12,2,1,17,0,0,0
49018,22.5,0,2,7,0,1.0,2,1,14,208,2,1,19,5,1,0
49019,16.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0
49020,57.5,0,4,7,0,2.0,1,1,21,10,0,1,21,0,0,0
49021,20.0,1,2,7,0,1.0,4,1,17,4,0,0,0,0,0,0
49022,32.5,1,3,1,0,2.0,1,1,13,208,2,1,16,1,0,0
49023,42.5,1,2,7,0,2.0,1,1,0,300,3,1,16,350,1,0
49024,32.5,1,2,7,0,3.0,1,1,21,104,6,1,16,0,0,0
49025,17.0,1,4,1,0,1.0,99,1,0,5,0,0,0,0,0,0
49026,14.0,0,2,2,0,2.0,99,1,18,NaN,NaN,0,0,0,1,2
49027,32.5,1,4,7,0,2.0,1,1,16,48,12,0,0,0,0,0
49028,27.5,0,4,1,0,2.0,1,1,18,6,5,1,20,0,0,0
49029,14.0,0,3,1,0,1.0,99,0,16,0,0,0,0,0,0,0
49030,57.5,1,4,2,0,2.0,1,1,19,300,2,1,16,24,0,0
49031,14.0,0,2,7,0,1.0,99,1,17,1,Not sure,0,0,0,0,0
49032,57.5,0,2,2,0,2.0,4,1,18,0,0,0,0,0,0,0
49033,42.5,0,4,1,0,1.0,4,1,16,15,5,1,16,0,NaN,0
49034,27.5,0,2,1,1,3.0,1,1,15,5,0,0,0,0,0,0
49035,27.5,0,2,7,0,2.0,2,1,15,36,1,1,18,0,0,0
49036,18.0,1,4,3,0,3.0,1,0,0,0,0,0,0,0,0,0
49037,18.0,1,4,2,0,1.0,3,1,15,4,0,1,18,2,0,0
49038,32.5,0,1,1,1,1.0,4,0,16,0,0,0,0,0,0,0
49039,17.0,1,4,2,0,1.0,99,1,15,1,0,0,0,0,0,0
49040,24.5,0,3,6,0,2.0,1,1,17,48,2,0,0,0,0,0
49041,21.0,1,4,7,0,1.0,1,1,16,3,NaN,0,0,0,0,0
49042,70.0,1,3,1,0,1.0,4,0,16,0,0,0,0,0,0,0
49043,20.0,0,4,7,0,2.0,4,1,24,4,3,0,0,0,0,0
49044,57.5,0,2,1,0,3.0,1,1,0,4,0,0,0,0,0,0
49045,42.5,1,2,1,0,1.0,1,1,20,0,0,1,16,0,0,0
49046,13.0,1,3,6,0,2.0,99,0,21,0,0,0,0,0,0,0
49047,42.5,0,4,6,0,1.0,1,1,0,12,0,1,15,0,1,0
49048,42.5,0,3,7,0,1.0,1,1,25,2,0,0,0,0,0,0
49049,16.0,0,2,7,1,2.0,99,1,16,3,0,1,15,34,1,0
49050,14.0,0,3,6,0,3.0,99,0,13,0,0,0,0,0,0,0
49051,42.5,0,4,1,0,2.0,4,1,16,20,0,1,18,0,0,0
49052,21.0,0,1,1,0,2.0,4,1,0,3,0,0,0,0,0,0
49053,32.5,1,2,1,0,2.0,1,1,0,6,0,1,18,2,0,0
49054,20.0,1,1,5,0,1.0,4,1,18,120,0,1,15,260,0,0
49055,17.0,1,4,7,0,1.0,99,0,0,0,0,0,0,0,0,0
49056,24.5,1,3,1,0,2.0,1,1,16,260,2,1,20,0,1,0
49057,15.0,0,4,1,0,2.0,99,0,NaN,0,0,0,0,0,0,0
49058,24.5,0,1,1,1,1.0,4,1,NaN,0,0,1,8,0,0,0
49059,16.0,1,2,7,1,2.0,99,0,21,0,0,0,0,0,0,0
49060,57.5,0,3,2,0,2.0,4,0,12,0,0,0,0,0,0,0
49061,24.5,0,3,5,0,1.0,1,1,18,52,2,1,14,36,0,0
49062,27.5,1,4,1,0,1.0,1,1,0,208,1,1,15,0,1,0
49063,24.5,1,2,1,0,3.0,4,1,45,0,0,0,0,0,0,0
49064,32.5,1,4,5,0,2.0,1,1,0,2,0,0,0,0,0,0
49065,42.5,0,4,1,0,2.0,1,1,14,24,1,1,17,0,0,0
49066,20.0,0,2,1,0,3.0,4,1,0,3,0,0,0,0,0,0
49067,14.0,0,4,1,0,2.0,99,1,16,6,NaN,0,0,0,0,0
49068,42.5,0,1,7,1,3.0,3,0,0,0,0,0,0,0,0,0
49069,19.0,1,1,2,1,2.0,3,1,16,0,0,0,0,0,0,0
49070,42.5,0,2,7,1,3.0,1,0,0,0,0,0,0,0,0,0
49071,18.0,1,4,1,0,2.0,4,0,24,0,0,0,0,0,0,0
49072,27.5,0,4,1,0,1.0,1,1,0,208,2,1,19,8,0,0
49073,57.5,0,4,3,0,1.0,1,1,0,0,0,1,20,0,0,0
49074,20.0,1,1,1,1,1.0,4,1,18,0,0,1,12,0,0,0
49075,24.5,0,2,1,0,1.0,1,1,9,24,4,0,0,0,0,0
49076,22.5,1,1,7,0,1.0,1,1,18,20,1,0,0,0,1,0
49077,24.5,1,1,7,1,3.0,4,1,15,52,27,1,15,0,1,0
49078,20.0,0,4,1,0,2.0,2,1,30,60,4,1,20,1,0,0
49079,42.5,0,4,1,0,1.0,1,1,19,260,3,1,18,0,0,0
49080,20.0,0,1,1,1,1.0,3,1,16,24,NaN,0,0,0,0,0
49081,42.5,0,4,1,0,2.0,1,1,0,156,2,1,15,0,1,0
49082,14.0,0,2,1,0,1.0,99,0,18,0,0,0,0,0,0,0
49083,15.0,0,2,1,0,2.0,99,0,0,0,0,0,0,0,0,0
49084,32.5,1,1,1,0,3.0,1,1,16,52,NaN,1,14,0,0,0
49085,42.5,0,2,5,0,3.0,2,1,18,0,0,0,0,0,0,0
49086,14.0,1,4,6,0,2.0,99,0,0,0,0,0,0,0,0,0
49087,13.0,1,4,1,0,1.0,99,0,14,0,0,0,0,0,0,0
49088,42.5,0,2,1,0,2.0,1,1,NaN,7,1,1,18,0,1,0
49089,17.0,1,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0
49090,12.0,1,2,1,0,1.0,99,0,15,0,0,0,0,0,0,0
49091,18.0,0,3,7,0,1.0,2,0,18,0,0,0,0,0,0,0
49092,24.5,0,4,1,0,1.0,1,1,25,36,5,1,14,3,0,0
49093,20.0,0,2,1,1,2.0,4,0,12,0,0,0,0,0,0,0
49094,20.0,0,2,6,1,3.0,2,1,18,36,0,1,14,260,1,0
49095,12.0,0,2,7,0,1.0,99,0,18,0,0,0,0,0,0,0
49096,14.0,0,4,1,0,2.0,99,0,21,0,0,0,0,0,0,0
49097,17.0,0,4,6,0,3.0,99,0,18,0,0,0,0,0,1,0
49098,42.5,1,4,1,0,2.0,1,1,17,104,2,0,0,0,0,0
49099,32.5,0,2,1,0,3.0,1,1,17,30,2,0,0,0,0,0
49100,17.0,1,2,7,1,1.0,99,1,17,0,0,1,13,0,0,0
49101,14.0,1,4,1,0,2.0,99,0,18,0,0,0,0,0,0,0
49102,27.5,0,2,1,1,1.0,2,1,14,24,1,1,16,208,0,0
49103,17.0,0,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
49104,42.5,0,4,1,0,2.0,1,1,21,5,0,0,0,0,0,0
49105,32.5,0,1,1,1,1.0,4,1,16,52,0,1,15,0,1,0
49106,15.0,1,4,1,0,1.0,99,1,0,10,5,1,9,0,0,0
49107,42.5,0,2,6,0,3.0,2,1,25,0,0,1,25,0,0,0
49108,27.5,0,4,1,0,2.0,1,1,21,60,2,1,14,0,0,0
49109,21.0,1,1,1,0,2.0,4,1,18,208,5,1,17,36,0,0
49110,13.0,0,2,6,0,3.0,99,0,17,0,0,0,0,0,0,0
49111,32.5,0,2,1,0,3.0,2,1,17,156,0,1,13,0,0,0
49112,24.5,0,1,1,0,1.0,2,1,0,104,2,0,0,0,1,0
49113,14.0,1,4,2,0,1.0,99,0,0,0,0,0,0,0,0,0
49114,16.0,0,2,7,1,3.0,99,0,15,0,0,0,0,0,0,0
49115,42.5,0,2,1,0,3.0,1,1,18,1,2,0,0,0,0,0
49116,12.0,0,4,1,0,3.0,99,0,0,0,0,0,0,0,NaN,NaN
49117,24.5,0,3,1,0,1.0,1,1,0,84,3,1,17,0,1,0
49118,32.5,0,4,2,0,1.0,4,1,17,7,0,1,29,0,1,0
49119,20.0,1,3,1,0,2.0,1,1,18,120,6,0,0,0,0,0
49120,70.0,1,4,1,0,1.0,1,1,12,365,8,0,0,0,0,0
49121,22.5,1,4,7,0,1.0,2,1,0,144,2,1,17,2,0,0
49122,19.0,0,4,5,0,3.0,2,0,0,0,0,0,0,0,0,0
49123,42.5,1,2,7,1,2.0,1,1,14,0,0,1,25,0,0,0
49124,24.5,0,3,1,1,1.0,4,1,12,0,0,1,16,0,0,0
49125,12.0,1,1,7,0,3.0,99,0,14,0,0,0,0,0,0,0
49126,42.5,1,4,1,0,2.0,2,1,20,260,Not sure,0,0,0,1,0
49127,24.5,0,1,1,0,3.0,1,1,21,48,2,1,14,0,0,0
49128,70.0,0,2,1,0,3.0,4,1,10,3,0,0,0,0,0,0
49129,57.5,1,4,1,0,3.0,1,1,0,104,2,0,0,0,0,0
49130,70.0,1,2,1,0,2.0,4,1,0,0,0,1,20,0,0,0
49131,42.5,0,1,1,1,2.0,4,0,17,0,0,0,0,0,0,0
49132,27.5,1,2,1,1,2.0,1,1,0,15,6,1,13,364,1,0
49133,17.0,0,3,1,0,1.0,99,1,0,36,2,1,16,96,0,0
49134,42.5,1,2,1,1,1.0,4,1,16,5,0,1,10,0,1,0
49135,42.5,0,4,1,0,1.0,1,1,17,10,2,0,0,0,0,0
49136,14.0,0,2,1,0,1.0,99,1,0,3,0,0,0,0,0,0
49137,42.5,0,2,1,1,2.0,4,1,0,0,0,1,13,0,0,0
49138,16.0,1,1,1,1,2.0,99,0,0,0,0,0,0,0,0,0
49139,27.5,1,3,7,0,2.0,1,1,21,104,4,1,18,0,0,0
49140,32.5,1,3,1,0,3.0,1,1,0,12,1,1,18,0,0,0
49141,15.0,1,3,1,0,1.0,99,1,21,5,0,0,0,0,0,0
49142,57.5,0,4,7,0,2.0,4,1,18,6,1,1,18,0,0,0
49143,24.5,1,2,1,0,1.0,1,1,14,5,0,0,0,0,0,0
49144,22.5,1,1,2,1,1.0,4,1,17,24,0,1,15,156,0,0
49145,18.0,0,3,1,0,3.0,1,1,0,96,4,1,14,345,0,0
49146,42.5,1,1,1,0,1.0,1,1,0,144,3,0,0,0,0,0
49147,22.5,0,1,1,0,2.0,2,1,9,0,0,0,0,0,0,0
